L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
8,4,2,1.0,0.1,1.0,-0.0,1.0,0.8488774067137019,False
8,4,2,2.0,0.1,1.0,0.9163885468348346,0.953927177200686,0.8345561132002721,False
8,4,2,3.0,0.1,1.0,1.6098357784815882,0.8886246235812741,0.8076988965316421,False
8,4,2,4.0,0.1,1.0,2.140626377163023,0.8456230445065755,0.79408265689463,False
8,4,2,5.0,0.1,1.0,2.565598202314848,0.819740795620137,0.786299429310356,False
8,4,2,6.0,0.1,1.0,2.918471769271922,0.8036854650036924,0.7798590204185559,False
8,4,2,7.0,0.1,1.0,3.219609799833036,0.7932375506173871,0.773814105585466,False
8,4,2,8.0,0.1,1.0,3.4819960554199096,0.7861243491016306,0.770444576885602,False
8,4,2,9.0,0.1,1.0,3.714343395457282,0.7810892479094819,0.7675910973980901,False
8,4,2,10.0,0.1,1.0,3.922755798712693,0.7774060884611614,0.7647684004501959,False
8,4,2,1.0,0.25,1.0,-0.0,1.0,0.8551851733630219,False
8,4,2,2.0,0.25,1.0,0.9168298666524093,0.9538880551062737,0.8357185221969059,False
8,4,2,3.0,0.25,1.0,1.6118539945717394,0.8884414189535016,0.8059512108148259,False
8,4,2,4.0,0.25,1.0,2.1434990220525396,0.8454220899066406,0.789025972653244,False
8,4,2,5.0,0.25,1.0,2.56893706279043,0.819567096992001,0.77878571110689,False
8,4,2,6.0,0.25,1.0,2.9220850347196525,0.8035436372865447,0.770675469315568,False
8,4,2,7.0,0.25,1.0,3.223396177260353,0.7931226947649508,0.764440378298066,False
8,4,2,8.0,0.25,1.0,3.4858979839497235,0.7860306823597584,0.759986463303356,False
8,4,2,9.0,0.25,1.0,3.718326032271906,0.7810119674430593,0.756392110056578,False
8,4,2,10.0,0.25,1.0,3.926796919280868,0.7773415240350509,0.7534918620546901,False
8,4,2,1.0,0.5,1.0,-0.0,1.0,0.86004165772459,False
8,4,2,2.0,0.5,1.0,0.9173920249248375,0.95383820787746,0.83735854858671,False
8,4,2,3.0,0.5,1.0,1.6180669078248255,0.8878781997857523,0.804776314519446,False
8,4,2,4.0,0.5,1.0,2.1527924427859224,0.8447744378607228,0.783389989785014,False
8,4,2,5.0,0.5,1.0,2.5799079923225037,0.8189994465014229,0.771361446889256,False
8,4,2,6.0,0.5,1.0,2.93404143292812,0.803077357570257,0.763260386317168,False
8,4,2,7.0,0.5,1.0,3.235973431282311,0.7927439033154079,0.757062188836998,False
8,4,2,8.0,0.5,1.0,3.498889265447717,0.7857211988015063,0.753622182045224,False
8,4,2,9.0,0.5,1.0,3.731606304080067,0.7807563212953275,0.75022232368867,False
8,4,2,10.0,0.5,1.0,3.940286500712404,0.7771277692141768,0.747782257964158,False
8,4,2,1.0,0.75,1.0,-0.0,1.0,0.8611288273095361,False
8,4,2,2.0,0.75,1.0,0.9147087323308941,0.9540760066211317,0.8367504171732019,False
8,4,2,3.0,0.75,1.0,1.6248388973238286,0.8872656205549376,0.801064197485118,False
8,4,2,4.0,0.75,1.0,2.1648000939033363,0.843943209907,0.7758574795185921,False
8,4,2,5.0,0.75,1.0,2.5947553880067233,0.8182387446817763,0.762491320901958,False
8,4,2,6.0,0.75,1.0,2.9505504422283773,0.8024411366891583,0.75317984708367,False
8,4,2,7.0,0.75,1.0,3.2535263131916063,0.7922222083664084,0.7471623457764119,False
8,4,2,8.0,0.75,1.0,3.5171368997439236,0.7852926082398866,0.742281493669502,False
8,4,2,9.0,0.75,1.0,3.7503381969708975,0.7804010360594424,0.7391997429329861,False
8,4,2,10.0,0.75,1.0,3.959368775365571,0.7768299862443897,0.7367242217619161,False
8,4,2,1.0,1.0,1.0,-0.0,1.0,0.8602372998792521,False
8,4,2,2.0,1.0,1.0,0.9034923148418086,0.9550663640319443,0.833481524878252,False
8,4,2,3.0,1.0,1.0,1.6268173029883375,0.8870869210741164,0.793940300970644,False
8,4,2,4.0,1.0,1.0,2.1743240603255813,0.8432883857377722,0.764844504229956,False
8,4,2,5.0,1.0,1.0,2.608349553112903,0.817549794614051,0.747726882614032,False
8,4,2,6.0,1.0,1.0,2.96651198327419,0.8018343206835735,0.736952599102032,False
8,4,2,7.0,1.0,1.0,3.2709687373934715,0.7917117222940115,0.73006230158063,False
8,4,2,8.0,1.0,1.0,3.5355619932499955,0.7848669985845103,0.7239424106043859,False
8,4,2,9.0,1.0,1.0,3.769446788163347,0.7800449112776531,0.721131902458986,False
8,4,2,10.0,1.0,1.0,3.978971147184103,0.7765296061087238,0.7178872003022,False
8,4,2,1.0,2.0,1.0,-0.0,1.0,0.839158719129884,False
8,4,2,2.0,2.0,1.0,0.7034019527676203,0.9715243807735603,0.807117609556384,False
8,4,2,3.0,2.0,1.0,1.4921476321413518,0.8994988376782587,0.7491054367096581,False
8,4,2,4.0,2.0,1.0,2.097971279552511,0.8486492763381386,0.696506046798306,False
8,4,2,5.0,2.0,1.0,2.563188742669635,0.8198664173241802,0.663954028416414,False
8,4,2,6.0,2.0,1.0,2.9389949375718523,0.8028855376153214,0.6434553703295801,False
8,4,2,7.0,2.0,1.0,3.2542616328215703,0.79220052902816,0.6296451797167479,False
8,4,2,8.0,2.0,1.0,3.5259255429715064,0.7850887058165226,0.6237088523843599,False
8,4,2,9.0,2.0,1.0,3.7646788782550913,0.780133179645439,0.6167564395914981,False
8,4,2,10.0,2.0,1.0,3.977694855995305,0.7765489951931188,0.609338479280164,False
8,4,2,1.0,3.0,1.0,-0.0,1.0,0.7885955416175181,False
8,4,2,2.0,3.0,1.0,0.43583132983219813,0.98862336711084,0.753383302858804,False
8,4,2,3.0,3.0,1.0,1.1234471010399047,0.9347910761110829,0.6964863845053181,False
8,4,2,4.0,3.0,1.0,1.8258083302493584,0.8697892478498105,0.625052738590788,False
8,4,2,5.0,3.0,1.0,2.3580851549486366,0.8314240739870987,0.577655398784352,False
8,4,2,6.0,3.0,1.0,2.769981132694788,0.8098944990532065,0.55049220007806,False
8,4,2,7.0,3.0,1.0,3.1062514181173806,0.7968577326483729,0.5281617960617259,False
8,4,2,8.0,3.0,1.0,3.391163067135035,0.7884006644700523,0.5207548341962179,False
8,4,2,9.0,3.0,1.0,3.638810171495211,0.7826100179043989,0.502580636742816,False
8,4,2,10.0,3.0,1.0,3.8580903757496805,0.7784732307701759,0.499518068242234,False
8,4,2,1.0,4.0,1.0,-0.0,1.0,0.705966095696264,False
8,4,2,2.0,4.0,1.0,0.28734967628032776,0.9949876768006619,0.6806682390209781,False
8,4,2,3.0,4.0,1.0,0.7477005630165894,0.9681051380288024,0.635643112143662,False
8,4,2,4.0,4.0,1.0,1.4025439074601713,0.9079835011010107,0.568689094044538,False
8,4,2,5.0,4.0,1.0,2.044092758584343,0.8525847978858789,0.50817986300609,False
8,4,2,6.0,4.0,1.0,2.525820852618264,0.8218442032598374,0.47951394973419204,False
8,4,2,7.0,4.0,1.0,2.8999522237105255,0.8044191174882867,0.448909633256232,False
8,4,2,8.0,4.0,1.0,3.207305607978536,0.7936134269083062,0.43361503600637996,False
8,4,2,9.0,4.0,1.0,3.469378710489382,0.786429505223954,0.42440498210518796,False
8,4,2,10.0,4.0,1.0,3.698515228347667,0.7813992117080032,0.41834907707074803,False
8,4,2,1.0,5.0,1.0,-0.0,1.0,0.627248648543652,False
8,4,2,2.0,5.0,1.0,0.20859138744682262,0.9973453022689511,0.6113103446038759,False
8,4,2,3.0,5.0,1.0,0.5247992826580158,0.9836828507607772,0.571285654006982,False
8,4,2,4.0,5.0,1.0,0.98378134980771,0.9478557072642969,0.516594251328376,False
