L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
8,4,2,0.5,1.0,0.1,266,fock_entropy_normalized,0.8488774067137019,9.181472005543936e-05,0.301122742221536,0.00012684657443162278,0.21716100550223402,4.083382382452043e-06,500
8,4,2,0.5,1.0,0.25,266,fock_entropy_normalized,0.8551851733630219,9.926920076297172e-05,0.304915028378064,0.00015856997512435453,0.216700614109388,8.752017351996447e-06,500
8,4,2,0.5,1.0,0.5,266,fock_entropy_normalized,0.86004165772459,8.984244185782428e-05,0.31186322071164396,0.00019057999733770943,0.216350726479018,1.1014454360751852e-05,500
8,4,2,0.5,1.0,0.75,266,fock_entropy_normalized,0.8611288273095361,6.671723331408191e-05,0.31348076391033997,0.00017663111776641425,0.216089150340218,1.788405298814123e-05,500
8,4,2,0.5,1.0,1.0,266,fock_entropy_normalized,0.8602372998792521,9.286145222244362e-05,0.31084306835496,0.00024859189313997305,0.21550168267406,3.17958774789141e-05,500
8,4,2,0.5,1.0,2.0,266,fock_entropy_normalized,0.839158719129884,0.000701898343596437,0.26443276219692596,0.0013349373946447715,0.210355048029578,0.00011342725776831147,500
8,4,2,0.5,1.0,3.0,266,fock_entropy_normalized,0.7885955416175181,0.0020035974342718114,0.1927118629564436,0.0023736211337518826,0.20451046107322798,0.0001708901281389336,500
8,4,2,0.5,1.0,4.0,266,fock_entropy_normalized,0.705966095696264,0.0034949628678646203,0.1229383265007994,0.0024123350416129195,0.19920210771062802,0.00018750226209252494,500
8,4,2,0.5,1.0,5.0,266,fock_entropy_normalized,0.627248648543652,0.004474246581180187,0.0831962230887346,0.0022072317907783,0.19619279010936802,0.00020466336802925947,500
8,4,2,0.5,1.0,6.0,266,fock_entropy_normalized,0.545682400332182,0.0049166130644326305,0.05489320630258122,0.0017077456698929038,0.19347385629982397,0.00019181056845040922,500
8,4,2,0.5,1.0,7.0,266,fock_entropy_normalized,0.483600699770818,0.004599951971892822,0.03860659604678811,0.0011086585397444468,0.19147791469687,0.000190520531584938,500
8,4,2,0.5,1.0,8.0,266,fock_entropy_normalized,0.44013930371132404,0.005083626199440057,0.032634686868089104,0.0011769158076558985,0.190222507139044,0.00020915602474345072,500
8,4,2,0.5,1.0,9.0,266,fock_entropy_normalized,0.396753864691864,0.00482005789761833,0.02557995138022958,0.0008572443608702578,0.189648616358178,0.00022550848941613365,500
8,4,2,0.5,1.0,10.0,266,fock_entropy_normalized,0.36559760924831,0.0047367397020894346,0.0220673193181415,0.000774821853120047,0.18923299393256798,0.00022249388056864208,500
8,4,2,0.5,1.0,11.0,266,fock_entropy_normalized,0.327864113834922,0.004410845850722176,0.017701188438673562,0.0005441487235889841,0.188363782810742,0.00021135371024109001,500
8,4,2,0.5,1.0,12.0,266,fock_entropy_normalized,0.30944121987146883,0.004570472266978452,0.01644563934962848,0.000511818212575833,0.188496535503358,0.00022290812838125296,500
8,4,2,0.5,1.0,13.0,266,fock_entropy_normalized,0.2909796282843692,0.004497783093425549,0.015010266300552398,0.0004438502835165652,0.18792469863177402,0.00021222273433537224,500
8,4,2,0.5,1.0,14.0,266,fock_entropy_normalized,0.27102125067093036,0.004511000583112602,0.01356632211655832,0.0003996914580219719,0.187508434720858,0.00023876485989960907,500
8,4,2,0.5,1.0,15.0,266,fock_entropy_normalized,0.2545372796898858,0.00418074447757565,0.012281037642860121,0.0003179310633034139,0.18799392146809002,0.00024181198038232492,500
