L,N,nmax,W,gamma,lambda_shape_rmse,lambda_shape_corr,n_U
8,7,4,12.0,1.0,0.12211186783933754,0.9817176866748145,10
8,7,4,13.0,1.0,0.07836255419956498,0.9925553130615429,10
8,7,4,14.0,1.0,0.08360417261112352,0.9902530892777069,10
8,7,4,15.0,1.0,0.12177024152951366,0.9839949209231446,10
8,7,5,0.1,1.0,0.2201404984328097,0.8867712484599072,10
8,7,5,0.25,1.0,0.22435092381736663,0.8824293408934735,10
8,7,5,0.5,1.0,0.22724481199115432,0.8792485909082784,10
8,7,5,0.75,1.0,0.23100283040273398,0.8753341191055446,10
8,7,5,1.0,1.0,0.23428517934611243,0.8718213544193749,10
8,7,5,2.0,1.0,0.21798272286953516,0.8879062427988162,10
8,7,5,3.0,1.0,0.18815433946545967,0.9211649722441013,10
8,7,5,4.0,1.0,0.1527754820742762,0.9512125774631129,10
8,7,5,5.0,1.0,0.145300861092615,0.9607175250892167,10
8,7,5,6.0,1.0,0.10717669561297703,0.9794866000643135,10
8,7,5,7.0,1.0,0.1073589761450594,0.9811353322342554,10
8,7,5,8.0,1.0,0.09947378714575995,0.9833712845121442,10
8,7,5,9.0,1.0,0.0915924066483354,0.9855975591652126,10
8,7,5,10.0,1.0,0.05277373527011394,0.9942578016134067,10
8,7,5,11.0,1.0,0.10315802044950133,0.9847800204427797,10
8,7,5,12.0,1.0,0.09717923796664922,0.9868504705890332,10
8,7,5,13.0,1.0,0.12902061893117264,0.9807882919084333,10
8,7,5,14.0,1.0,0.0781737754531749,0.992415154165179,10
8,7,5,15.0,1.0,0.05084394472001022,0.9935548942891784,10
8,8,2,0.1,1.0,0.3069842292386911,0.8081605253326363,10
8,8,2,0.25,1.0,0.30896535039808665,0.8056091229439799,10
8,8,2,0.5,1.0,0.31748016824695563,0.7966177200857997,10
8,8,2,0.75,1.0,0.3249901628183997,0.7883407973516656,10
8,8,2,1.0,1.0,0.3317086309732414,0.7817511242660307,10
8,8,2,2.0,1.0,0.3365560309942127,0.7882405477298218,10
8,8,2,3.0,1.0,0.31670090991508293,0.8267030007827884,10
8,8,2,4.0,1.0,0.28409587183021895,0.8727863900511299,10
8,8,2,5.0,1.0,0.25152303880770466,0.9125881178689486,10
8,8,2,6.0,1.0,0.23007623873017896,0.9284703130264786,10
8,8,2,7.0,1.0,0.2029967216223208,0.9512175112356761,10
8,8,2,8.0,1.0,0.16825492617304633,0.9639833844680705,10
8,8,2,9.0,1.0,0.20513492786792792,0.953712131617907,10
8,8,2,10.0,1.0,0.17382432451740365,0.966007372751817,10
8,8,2,11.0,1.0,0.1462947373877896,0.9750371338404582,10
8,8,2,12.0,1.0,0.16978367478667877,0.9681303420480603,10
8,8,2,13.0,1.0,0.1695914797195509,0.9689535742233543,10
