L,N,nmax,W,U_max_used,s_infinity_estimate,D_full,D_hardcore,lnDhc_over_lnD,ratio_to_hardcore_bound
8,4,3,15.0,10.0,0.17082563398829967,322,70,0.7357273042834745,0.23218607355434076
8,4,4,0.1,10.0,0.7196276719250659,330,70,0.7326137889487792,0.9822742661691546
8,4,4,0.25,10.0,0.709963184575014,330,70,0.7326137889487792,0.9690824760392971
8,4,4,0.5,10.0,0.700996925324037,330,70,0.7326137889487792,0.9568437502792448
8,4,4,0.75,10.0,0.68546131699455,330,70,0.7326137889487792,0.9356380228361689
8,4,4,1.0,10.0,0.6675465331168533,330,70,0.7326137889487792,0.9111847786467543
8,4,4,2.0,10.0,0.5577934822519267,330,70,0.7326137889487792,0.7613745341215861
8,4,4,3.0,10.0,0.46175564617437337,330,70,0.7326137889487792,0.6302852241382766
8,4,4,4.0,10.0,0.37506645693806007,330,70,0.7326137889487792,0.5119565896735844
8,4,4,5.0,10.0,0.3258070725654733,330,70,0.7326137889487792,0.444718728312459
8,4,4,6.0,10.0,0.2807008403907133,330,70,0.7326137889487792,0.38314981866979103
8,4,4,7.0,10.0,0.2545985662797333,330,70,0.7326137889487792,0.3475208494847667
8,4,4,8.0,10.0,0.23471421351102,330,70,0.7326137889487792,0.3203791916717938
8,4,4,9.0,10.0,0.21360172871673333,330,70,0.7326137889487792,0.2915611635200431
8,4,4,10.0,10.0,0.20083906003472668,330,70,0.7326137889487792,0.2741404312399154
8,4,4,11.0,10.0,0.19321637765326866,330,70,0.7326137889487792,0.26373565522225983
8,4,4,12.0,10.0,0.183630430866139,330,70,0.7326137889487792,0.25065107105017587
8,4,4,13.0,10.0,0.17969543270892868,330,70,0.7326137889487792,0.2452798942902399
8,4,4,14.0,10.0,0.173846672117795,330,70,0.7326137889487792,0.23729647836310316
8,4,4,15.0,10.0,0.16660919031090365,330,70,0.7326137889487792,0.22741749175915685
8,4,5,0.1,10.0,0.719899661871725,330,70,0.7326137889487792,0.9826455258297861
8,4,5,0.25,10.0,0.709669944733861,330,70,0.7326137889487792,0.9686822107896167
8,4,5,0.5,10.0,0.70095524388622,330,70,0.7326137889487792,0.9567868561305872
8,4,5,0.75,10.0,0.685925697824168,330,70,0.7326137889487792,0.9362718913718462
8,4,5,1.0,10.0,0.6652901939096101,330,70,0.7326137889487792,0.9081049305176592
8,4,5,2.0,10.0,0.56741190927978,330,70,0.7326137889487792,0.7745034530321279
8,4,5,3.0,10.0,0.45715771723426674,330,70,0.7326137889487792,0.62400916298646
8,4,5,4.0,10.0,0.3813475129636833,330,70,0.7326137889487792,0.5205300783525729
8,4,5,5.0,10.0,0.3275436607718166,330,70,0.7326137889487792,0.4470891289690384
8,4,5,6.0,10.0,0.2824798807922667,330,70,0.7326137889487792,0.38557816554011975
8,4,5,7.0,10.0,0.2565819847006533,330,70,0.7326137889487792,0.35022816737973284
8,4,5,8.0,10.0,0.23095420739578335,330,70,0.7326137889487792,0.31524687479221136
8,4,5,9.0,10.0,0.21363301605629098,330,70,0.7326137889487792,0.29160386997742843
8,4,5,10.0,10.0,0.19817088520233,330,70,0.7326137889487792,0.27049843750099706
8,4,5,11.0,10.0,0.18998195808002333,330,70,0.7326137889487792,0.2593207511868248
8,4,5,12.0,10.0,0.18331560410840098,330,70,0.7326137889487792,0.2502213401844905
8,4,5,13.0,10.0,0.17930015620268164,330,70,0.7326137889487792,0.24474035147489892
8,4,5,14.0,10.0,0.17078030240863434,330,70,0.7326137889487792,0.23311095830408193
8,4,5,15.0,10.0,0.17044008993917598,330,70,0.7326137889487792,0.2326465765594433
8,5,2,0.1,10.0,0.754966657352998,504,56,0.6468947132700666,1.1670626484743172
8,5,2,0.25,10.0,0.747951278068957,504,56,0.6468947132700666,1.1562179481851804
8,5,2,0.5,10.0,0.737320613165497,504,56,0.6468947132700666,1.1397845708744867
8,5,2,0.75,10.0,0.724827369166425,504,56,0.6468947132700666,1.1204719319816467
8,5,2,1.0,10.0,0.711623455227689,504,56,0.6468947132700666,1.100060706371238
8,5,2,2.0,10.0,0.63214927797051,504,56,0.6468947132700666,0.9772058188186171
8,5,2,3.0,10.0,0.533663960607351,504,56,0.6468947132700666,0.8249626247672798
8,5,2,4.0,10.0,0.45253986461182205,504,56,0.6468947132700666,0.6995572159250202
8,5,2,5.0,10.0,0.39051205969709396,504,56,0.6468947132700666,0.6036717439273033
8,5,2,6.0,10.0,0.34238902128689597,504,56,0.6468947132700666,0.529280908103441
8,5,2,7.0,10.0,0.302962809237244,504,56,0.6468947132700666,0.4683340318330328
8,5,2,8.0,10.0,0.27522621437693906,504,56,0.6468947132700666,0.42545751067536886
8,5,2,9.0,10.0,0.256427191055828,504,56,0.6468947132700666,0.39639710418961854
8,5,2,10.0,10.0,0.245827624148586,504,56,0.6468947132700666,0.3800117996109786
8,5,2,11.0,10.0,0.22955913767500602,504,56,0.6468947132700666,0.3548632149342814
8,5,2,12.0,10.0,0.226091648895888,504,56,0.6468947132700666,0.34950300915737875
8,5,2,13.0,10.0,0.220269582209103,504,56,0.6468947132700666,0.3405029871022373
8,5,2,14.0,10.0,0.20871910052061401,504,56,0.6468947132700666,0.32264771413192495
8,5,2,15.0,10.0,0.203144305233241,504,56,0.6468947132700666,0.31402993573149207
8,5,3,0.1,10.0,0.6529752557837609,728,56,0.6107993642925633,1.0690503198870325
8,5,3,0.25,10.0,0.6386803627285991,728,56,0.6107993642925633,1.0456467378094407
8,5,3,0.5,10.0,0.620170888431721,728,56,0.6107993642925633,1.015343048285605
8,5,3,0.75,10.0,0.600246126314756,728,56,0.6107993642925633,0.9827222512092327
8,5,3,1.0,10.0,0.5755770387768968,728,56,0.6107993642925633,0.9423340501402429
8,5,3,2.0,10.0,0.4872704733234533,728,56,0.6107993642925633,0.7977586451613567
8,5,3,3.0,10.0,0.40797275533401334,728,56,0.6107993642925633,0.6679325146425673
8,5,3,4.0,10.0,0.33406420691532,728,56,0.6107993642925633,0.5469295261992259
8,5,3,5.0,10.0,0.29210912347374335,728,56,0.6107993642925633,0.47824071299103
8,5,3,6.0,10.0,0.25572663003393,728,56,0.6107993642925633,0.418675337571964
8,5,3,7.0,10.0,0.23456985583050666,728,56,0.6107993642925633,0.3840374917583434
8,5,3,8.0,10.0,0.21676880360686332,728,56,0.6107993642925633,0.35489363001863644
8,5,3,9.0,10.0,0.20098273464352334,728,56,0.6107993642925633,0.32904869650004376
8,5,3,10.0,10.0,0.19564443813734866,728,56,0.6107993642925633,0.3203088437460096
8,5,3,11.0,10.0,0.18947291445668668,728,56,0.6107993642925633,0.31020483244303465
8,5,3,12.0,10.0,0.18657894618720333,728,56,0.6107993642925633,0.3054668309999009
8,5,3,13.0,10.0,0.17816740506624001,728,56,0.6107993642925633,0.29169546578129807
8,5,3,14.0,10.0,0.172853743858278,728,56,0.6107993642925633,0.2829959459084895
8,5,3,15.0,10.0,0.17399532247215332,728,56,0.6107993642925633,0.2848649370709107
8,5,4,0.1,10.0,0.637136850646419,784,56,0.6040072988382548,1.0548495885263067
8,5,4,0.25,10.0,0.624652218961148,784,56,0.6040072988382548,1.0341799182933742
8,5,4,0.5,10.0,0.606239253932194,784,56,0.6040072988382548,1.0036952452366588
8,5,4,0.75,10.0,0.584429937004115,784,56,0.6040072988382548,0.967587540958868
8,5,4,1.0,10.0,0.5589450795601567,784,56,0.6040072988382548,0.9253945782364377
8,5,4,2.0,10.0,0.4606153425084333,784,56,0.6040072988382548,0.762598967585953
8,5,4,3.0,10.0,0.3811315872202367,784,56,0.6040072988382548,0.6310049364524297
8,5,4,4.0,10.0,0.3183056718152333,784,56,0.6040072988382548,0.5269897771557747
8,5,4,5.0,10.0,0.27638286165974674,784,56,0.6040072988382548,0.45758198980598486
8,5,4,6.0,10.0,0.24293375587658,784,56,0.6040072988382548,0.4022033448003655
8,5,4,7.0,10.0,0.21789375358889335,784,56,0.6040072988382548,0.36074688833725904
8,5,4,8.0,10.0,0.20095173259353666,784,56,0.6040072988382548,0.332697523655834
8,5,4,9.0,10.0,0.1944756958502033,784,56,0.6040072988382548,0.3219757380817369
8,5,4,10.0,10.0,0.18652221546228404,784,56,0.6040072988382548,0.30880788331703957
8,5,4,11.0,10.0,0.17749529950101334,784,56,0.6040072988382548,0.29386283881404596
8,5,4,12.0,10.0,0.17445462370533,784,56,0.6040072988382548,0.28882866819800906
8,5,4,13.0,10.0,0.171551550129598,784,56,0.6040072988382548,0.2840223130739638
8,5,4,14.0,10.0,0.16392518689765034,784,56,0.6040072988382548,0.27139603646006166
8,5,4,15.0,10.0,0.16067580206271564,784,56,0.6040072988382548,0.26601632525262336
8,5,5,0.1,10.0,0.63331271290214,792,56,0.6030885708342987,1.0501155941755453
8,5,5,0.25,10.0,0.621742989252711,792,56,0.6030885708342987,1.0309314739501798
8,5,5,0.5,10.0,0.6043309757941511,792,56,0.6030885708342987,1.0020600704771003
8,5,5,0.75,10.0,0.5817686661418251,792,56,0.6030885708342987,0.9646487999880679
8,5,5,1.0,10.0,0.5566011762127634,792,56,0.6030885708342987,0.9229177986954292
8,5,5,2.0,10.0,0.45493071551609,792,56,0.6030885708342987,0.7543348315932259
8,5,5,3.0,10.0,0.37667008742523667,792,56,0.6030885708342987,0.6245684392661596
8,5,5,4.0,10.0,0.31372192706901003,792,56,0.6030885708342987,0.5201921280567702
8,5,5,5.0,10.0,0.27234366716371666,792,56,0.6030885708342987,0.4515815426363706
8,5,5,6.0,10.0,0.24120565790788334,792,56,0.6030885708342987,0.3999506367268825
8,5,5,7.0,10.0,0.21898299014136996,792,56,0.6030885708342987,0.36310253705924816
8,5,5,8.0,10.0,0.20178700506273334,792,56,0.6030885708342987,0.3345893369917223
8,5,5,9.0,10.0,0.19018016471059002,792,56,0.6030885708342987,0.31534367240204736
8,5,5,10.0,10.0,0.182729243789188,792,56,0.6030885708342987,0.3029890676528733
8,5,5,11.0,10.0,0.17816198763730567,792,56,0.6030885708342987,0.29541595754474426
8,5,5,12.0,10.0,0.17259783737527332,792,56,0.6030885708342987,0.28618986616925185
8,5,5,13.0,10.0,0.170341251281864,792,56,0.6030885708342987,0.2824481502712245
8,5,5,14.0,10.0,0.15753265522176832,792,56,0.6030885708342987,0.2612098169989216
8,5,5,15.0,10.0,0.15954553604992835,792,56,0.6030885708342987,0.2645474375832007
8,6,2,0.1,10.0,0.738481342761722,784,28,0.5,1.476962685523444
8,6,2,0.25,10.0,0.7379397194031609,784,28,0.5,1.4758794388063219
8,6,2,0.5,10.0,0.734498065341475,784,28,0.5,1.46899613068295
8,6,2,0.75,10.0,0.7257159306655621,784,28,0.5,1.4514318613311241
8,6,2,1.0,10.0,0.7132665150155371,784,28,0.5,1.4265330300310741
8,6,2,2.0,10.0,0.624331695763416,784,28,0.5,1.248663391526832
8,6,2,3.0,10.0,0.5230357488306829,784,28,0.5,1.0460714976613659
8,6,2,4.0,10.0,0.441271660236518,784,28,0.5,0.882543320473036
8,6,2,5.0,10.0,0.38109179672150095,784,28,0.5,0.7621835934430019
8,6,2,6.0,10.0,0.338570236400457,784,28,0.5,0.677140472800914
8,6,2,7.0,10.0,0.304241296052954,784,28,0.5,0.608482592105908
8,6,2,8.0,10.0,0.282683779980176,784,28,0.5,0.565367559960352
8,6,2,9.0,10.0,0.263501420814146,784,28,0.5,0.527002841628292
8,6,2,10.0,10.0,0.254323327838891,784,28,0.5,0.508646655677782
8,6,2,11.0,10.0,0.245825261858462,784,28,0.5,0.491650523716924
8,6,2,12.0,10.0,0.238154948120943,784,28,0.5,0.476309896241886
8,6,2,13.0,10.0,0.228555106314923,784,28,0.5,0.457110212629846
8,6,2,14.0,10.0,0.22046018964095998,784,28,0.5,0.44092037928191996
8,6,2,15.0,10.0,0.21364087671444398,784,28,0.5,0.42728175342888797
8,6,3,0.1,10.0,0.6334459228038021,1428,28,0.45872669091721474,1.3808787135041996
8,6,3,0.25,10.0,0.627797288803166,1428,28,0.45872669091721474,1.3685649892050058
8,6,3,0.5,10.0,0.616240913689448,1428,28,0.45872669091721474,1.3433727007628153
8,6,3,0.75,10.0,0.5948088421247839,1428,28,0.45872669091721474,1.2966519147501003
8,6,3,1.0,10.0,0.5698287706343432,1428,28,0.45872669091721474,1.2421966759662102
8,6,3,2.0,10.0,0.4681480424831967,1428,28,0.45872669091721474,1.0205380496764733
8,6,3,3.0,10.0,0.38781892487252,1428,28,0.45872669091721474,0.8454248086089866
8,6,3,4.0,10.0,0.32157416577032,1428,28,0.45872669091721474,0.7010147264972504
8,6,3,5.0,10.0,0.27733608651768,1428,28,0.45872669091721474,0.6045780461632876
8,6,3,6.0,10.0,0.24337053807396666,1428,28,0.45872669091721474,0.5305349413772985
8,6,3,7.0,10.0,0.22169999474118002,1428,28,0.45872669091721474,0.48329429948341435
8,6,3,8.0,10.0,0.20520138561204998,1428,28,0.45872669091721474,0.44732820146513375
8,6,3,9.0,10.0,0.19787797777708666,1428,28,0.45872669091721474,0.43136355850895364
8,6,3,10.0,10.0,0.19689260517256665,1428,28,0.45872669091721474,0.42921549818451565
8,6,3,11.0,10.0,0.1857461329322,1428,28,0.45872669091721474,0.40491677639424983
8,6,3,12.0,10.0,0.18100079946926334,1428,28,0.45872669091721474,0.3945721996410453
8,6,3,13.0,10.0,0.18063728817278,1428,28,0.45872669091721474,0.39377976418071375
8,6,3,14.0,10.0,0.17526506704942668,1428,28,0.45872669091721474,0.382068605380227
8,6,3,15.0,10.0,0.17458103001636532,1428,28,0.45872669091721474,0.3805774407137594
8,6,4,0.1,10.0,0.587124017225358,1652,28,0.449705877859888,1.3055733672404533
8,6,4,0.25,10.0,0.57512036634915,1652,28,0.449705877859888,1.2788811413497614
8,6,4,0.5,10.0,0.5584707865973031,1652,28,0.449705877859888,1.2418578766526647
8,6,4,0.75,10.0,0.5365699610864709,1652,28,0.449705877859888,1.1931575447489404
8,6,4,1.0,10.0,0.5139854823938333,1652,28,0.449705877859888,1.1429369899273865
8,6,4,2.0,10.0,0.41638372993913,1652,28,0.449705877859888,0.9259023518230731
8,6,4,3.0,10.0,0.34198467809527,1652,28,0.449705877859888,0.7604629935520211
8,6,4,4.0,10.0,0.28427276594901335,1652,28,0.449705877859888,0.6321304211140029
8,6,4,5.0,10.0,0.25304109064928,1652,28,0.449705877859888,0.5626813059537513
8,6,4,6.0,10.0,0.21711394831275332,1652,28,0.449705877859888,0.48279099518552016
8,6,4,7.0,10.0,0.20386605514973333,1652,28,0.449705877859888,0.45333197804732844
8,6,4,8.0,10.0,0.18952114937586031,1652,28,0.449705877859888,0.4214335607036655
8,6,4,9.0,10.0,0.18084336339024665,1652,28,0.449705877859888,0.402136979509507
8,6,4,10.0,10.0,0.17313831319071668,1652,28,0.449705877859888,0.38500344717455587
8,6,4,11.0,10.0,0.16752400096588033,1652,28,0.449705877859888,0.3725190379167663
8,6,4,12.0,10.0,0.16514332152464334,1652,28,0.449705877859888,0.36722517906714125
8,6,4,13.0,10.0,0.162113110204488,1652,28,0.449705877859888,0.3604869720092841
8,6,4,14.0,10.0,0.15843519883519064,1652,28,0.449705877859888,0.3523084901384217
8,6,4,15.0,10.0,0.15336309583691565,1652,28,0.449705877859888,0.34102977832257286
8,6,5,0.1,10.0,0.580295211182368,1708,28,0.44769171337213925,1.296193773191427
8,6,5,0.25,10.0,0.567421923172774,1708,28,0.44769171337213925,1.2674389679871294
8,6,5,0.5,10.0,0.549888914487497,1708,28,0.44769171337213925,1.2282758381779726
8,6,5,0.75,10.0,0.527479193671998,1708,28,0.44769171337213925,1.1782196943045409
8,6,5,1.0,10.0,0.5009860966496067,1708,28,0.44769171337213925,1.1190425949054077
8,6,5,2.0,10.0,0.40347067436883666,1708,28,0.44769171337213925,0.9012243521993799
8,6,5,3.0,10.0,0.33122790389267665,1708,28,0.44769171337213925,0.739857124890196
8,6,5,4.0,10.0,0.27658117138474003,1708,28,0.44769171337213925,0.6177938146351946
8,6,5,5.0,10.0,0.2406777449996067,1708,28,0.44769171337213925,0.5375970512984362
8,6,5,6.0,10.0,0.21266419240593668,1708,28,0.44769171337213925,0.47502374078825466
8,6,5,7.0,10.0,0.19891234588775666,1708,28,0.44769171337213925,0.4443065170661597
8,6,5,8.0,10.0,0.17970592782365266,1708,28,0.44769171337213925,0.40140552629410386
8,6,5,9.0,10.0,0.17871957319329668,1708,28,0.44769171337213925,0.39920232574136977
8,6,5,10.0,10.0,0.16801619436957999,1708,28,0.44769171337213925,0.37529440315978824
8,6,5,11.0,10.0,0.16151407692806,1708,28,0.44769171337213925,0.36077075385535007
8,6,5,12.0,10.0,0.15981843463711368,1708,28,0.44769171337213925,0.3569832316826159
8,6,5,13.0,10.0,0.15408408538049934,1708,28,0.44769171337213925,0.3441745307722917
8,6,5,14.0,10.0,0.15615425650012532,1708,28,0.44769171337213925,0.34879863047704807
8,6,5,15.0,10.0,0.14823193385930966,1708,28,0.44769171337213925,0.3311026973065578
8,7,2,0.1,10.0,0.764857502830068,1016,8,0.30033984394089897,2.546640142027167
8,7,2,0.25,10.0,0.767933757764642,1016,8,0.30033984394089897,2.556882722213029
8,7,2,0.5,10.0,0.76597051453491,1016,8,0.30033984394089897,2.550345983017951
8,7,2,0.75,10.0,0.759936744006785,1016,8,0.30033984394089897,2.5302561725920247
8,7,2,1.0,10.0,0.750550262403448,1016,8,0.30033984394089897,2.4990033042407176
8,7,2,2.0,10.0,0.689825394751501,1016,8,0.30033984394089897,2.2968161190336276
8,7,2,3.0,10.0,0.596568928831505,1016,8,0.30033984394089897,1.986312974674443
8,7,2,4.0,10.0,0.5011866924535069,1016,8,0.30033984394089897,1.668731946708112
8,7,2,5.0,10.0,0.42949175392615,1016,8,0.30033984394089897,1.4300192351790182
8,7,2,6.0,10.0,0.375666129538976,1016,8,0.30033984394089897,1.2508035051549795
8,7,2,7.0,10.0,0.332816965496476,1016,8,0.30033984394089897,1.1081345755842102
8,7,2,8.0,10.0,0.305204729061311,1016,8,0.30033984394089897,1.0161979345017218
8,7,2,9.0,10.0,0.283703308794878,1016,8,0.30033984394089897,0.9446076320486644
8,7,2,10.0,10.0,0.271769370132271,1016,8,0.30033984394089897,0.9048728485913108
8,7,2,11.0,10.0,0.259909618940824,1016,8,0.30033984394089897,0.8653850768863326
8,7,2,12.0,10.0,0.252088556605858,1016,8,0.30033984394089897,0.8393443683598109
8,7,2,13.0,10.0,0.245730637234507,1016,8,0.30033984394089897,0.8181752844050288
8,7,2,14.0,10.0,0.23471448693801,1016,8,0.30033984394089897,0.7814963338137622
8,7,2,15.0,10.0,0.227864973120456,1016,8,0.30033984394089897,0.7586904558866835
8,7,3,0.1,10.0,0.6266696598364659,2472,8,0.26615888217643113,2.3544946338520454
8,7,3,0.25,10.0,0.614355155728989,2472,8,0.26615888217643113,2.3082271412672446
8,7,3,0.5,10.0,0.5978435955429711,2472,8,0.26615888217643113,2.2461906612106715
8,7,3,0.75,10.0,0.5741705807098401,2472,8,0.26615888217643113,2.1572474907271157
8,7,3,1.0,10.0,0.5419919399285533,2472,8,0.26615888217643113,2.0363473707756192
8,7,3,2.0,10.0,0.4346380513300566,2472,8,0.26615888217643113,1.6330022420290455
8,7,3,3.0,10.0,0.3509079988032566,2472,8,0.26615888217643113,1.3184155115689398
8,7,3,4.0,10.0,0.30085465174063,2472,8,0.26615888217643113,1.1303573612891857
8,7,3,5.0,10.0,0.26576514918489,2472,8,0.26615888217643113,0.9985206843809927
8,7,3,6.0,10.0,0.23626117609424999,2472,8,0.26615888217643113,0.8876697037585145
8,7,3,7.0,10.0,0.21848731110206998,2472,8,0.26615888217643113,0.8208905497177409
8,7,3,8.0,10.0,0.20425706237407665,2472,8,0.26615888217643113,0.7674253089125875
8,7,3,9.0,10.0,0.19880533482423662,2472,8,0.26615888217643113,0.7469423270738443
8,7,3,10.0,10.0,0.19482906052301,2472,8,0.26615888217643113,0.7320028508154836
8,7,3,11.0,10.0,0.18907013675267667,2472,8,0.26615888217643113,0.710365685362873
8,7,3,12.0,10.0,0.18569902890947998,2472,8,0.26615888217643113,0.6976999128903164
8,7,3,13.0,10.0,0.18208731792962335,2472,8,0.26615888217643113,0.6841301572980063
8,7,3,14.0,10.0,0.17709362402349665,2472,8,0.26615888217643113,0.6653680785528134
8,7,3,15.0,10.0,0.17498901915422665,2472,8,0.26615888217643113,0.6574607532287053
8,7,4,0.1,10.0,0.565701435883152,3144,8,0.2582114356092593,2.1908457870905633
8,7,4,0.25,10.0,0.547058453701714,3144,8,0.2582114356092593,2.1186453357920016
8,7,4,0.5,10.0,0.5254815752800139,3144,8,0.2582114356092593,2.035082505312443
8,7,4,0.75,10.0,0.499923029175461,3144,8,0.2582114356092593,1.9360994914724607
8,7,4,1.0,10.0,0.47210781921156,3144,8,0.2582114356092593,1.8283768807435052
8,7,4,2.0,10.0,0.37383514222975334,3144,8,0.2582114356092593,1.4477869322389836
8,7,4,3.0,10.0,0.30741968107330664,3144,8,0.2582114356092593,1.1905734552303568
8,7,4,4.0,10.0,0.25508280567841335,3144,8,0.2582114356092593,0.9878834571231757
8,7,4,5.0,10.0,0.22176560330156997,3144,8,0.2582114356092593,0.858852756766198
8,7,4,6.0,10.0,0.20801264332505667,3144,8,0.2582114356092593,0.805590359831443
8,7,4,7.0,10.0,0.18745219262778662,3144,8,0.2582114356092593,0.7259639457310879
8,7,4,8.0,10.0,0.17886497716360333,3144,8,0.2582114356092593,0.6927074191798086
8,7,4,9.0,10.0,0.17036143800843334,3144,8,0.2582114356092593,0.6597749538337034
8,7,4,10.0,10.0,0.16186229530446067,3144,8,0.2582114356092593,0.6268595150425491
8,7,4,11.0,10.0,0.16174800977804668,3144,8,0.2582114356092593,0.626416910608147
8,7,4,12.0,10.0,0.15831557920264666,3144,8,0.2582114356092593,0.6131238100632347
8,7,4,13.0,10.0,0.15609331907422067,3144,8,0.2582114356092593,0.6045174517771175
8,7,4,14.0,10.0,0.153717002408681,3144,8,0.2582114356092593,0.5953144640785569
8,7,4,15.0,10.0,0.1504701536213093,3144,8,0.2582114356092593,0.5827400837854818
8,7,5,0.1,10.0,0.542033799384743,3368,8,0.2560234547947118,2.117125557185235
8,7,5,0.25,10.0,0.525872031052759,3368,8,0.2560234547947118,2.0539994332723186
8,7,5,0.5,10.0,0.5067996343056791,3368,8,0.2560234547947118,1.9795047087074429
8,7,5,0.75,10.0,0.48344465287428895,3368,8,0.2560234547947118,1.8882826702808582
8,7,5,1.0,10.0,0.4548314661531667,3368,8,0.2560234547947118,1.7765226491372281
8,7,5,2.0,10.0,0.35892681294703666,3368,8,0.2560234547947118,1.4019294178919515
8,7,5,3.0,10.0,0.28872825549976666,3368,8,0.2560234547947118,1.127741424047569
8,7,5,4.0,10.0,0.24497814882582666,3368,8,0.2560234547947118,0.9568582262209467
8,7,5,5.0,10.0,0.21425028247107664,3368,8,0.2560234547947118,0.8368384945155503
8,7,5,6.0,10.0,0.19549371455874667,3368,8,0.2560234547947118,0.7635773633142328
8,7,5,7.0,10.0,0.17927983405950002,3368,8,0.2560234547947118,0.7002476948967532
8,7,5,8.0,10.0,0.17116583125872997,3368,8,0.2560234547947118,0.6685552751249939
8,7,5,9.0,10.0,0.16088335077747568,3368,8,0.2560234547947118,0.6283930154230493
8,7,5,10.0,10.0,0.158853194180602,3368,8,0.2560234547947118,0.6204634427262762
8,7,5,11.0,10.0,0.156595778083439,3368,8,0.2560234547947118,0.6116462189333504
8,7,5,12.0,10.0,0.154042001748461,3368,8,0.2560234547947118,0.6016714440166314
8,7,5,13.0,10.0,0.14920935663001667,3368,8,0.2560234547947118,0.5827956534281508
8,7,5,14.0,10.0,0.14518461023442497,3368,8,0.2560234547947118,0.567075428112002
8,7,5,15.0,10.0,0.14262162744981466,3368,8,0.2560234547947118,0.5570646937960175
8,8,2,0.1,10.0,0.7335657804811959,1107,1,0.0,nan
8,8,2,0.25,10.0,0.738192616667972,1107,1,0.0,nan
8,8,2,0.5,10.0,0.736579173324702,1107,1,0.0,nan
8,8,2,0.75,10.0,0.7293071113547291,1107,1,0.0,nan
8,8,2,1.0,10.0,0.718094057811733,1107,1,0.0,nan
8,8,2,2.0,10.0,0.651035718379948,1107,1,0.0,nan
8,8,2,3.0,10.0,0.56148042977204,1107,1,0.0,nan
8,8,2,4.0,10.0,0.47903804140510997,1107,1,0.0,nan
8,8,2,5.0,10.0,0.42390247068761,1107,1,0.0,nan
