L,nmax,U,W,N0,A,B,n_N
8,2,7.0,4.0,6.0,0.4999131367139732,0.02471901711634942,5
8,2,7.0,5.0,6.0,0.44201491882371846,0.024271800587406578,5
8,2,7.0,6.0,6.0,0.4030352157667756,0.0239093833597392,5
8,2,7.0,7.0,6.0,0.3724519314228392,0.023241493063534614,5
8,2,7.0,8.0,6.0,0.34924494900898434,0.0226437722701898,5
8,2,7.0,9.0,6.0,0.3327349927363413,0.02190636059398341,5
8,2,7.0,10.0,6.0,0.3155515142728236,0.01842167311131081,5
8,2,7.0,11.0,6.0,0.3014862629855396,0.018346318058065608,5
8,2,7.0,12.0,6.0,0.2853737776272112,0.017650293924710597,5
8,2,7.0,13.0,6.0,0.27278829260403403,0.014421851951113401,5
8,2,7.0,14.0,6.0,0.2575049181479792,0.015519613132668203,5
8,2,7.0,15.0,6.0,0.24250500158761823,0.012665309106734562,5
8,2,8.0,0.1,6.0,0.759951427758764,-0.003835041385018223,5
8,2,8.0,0.25,6.0,0.7584199203191409,0.0002426116112284271,5
8,2,8.0,0.5,6.0,0.7538750654593235,0.0020511199194685804,5
8,2,8.0,0.75,6.0,0.7445866236826651,0.003618648854473405,5
8,2,8.0,1.0,6.0,0.7316687894106664,0.005765124292825008,5
8,2,8.0,2.0,6.0,0.6551462896594457,0.014889910595240429,5
8,2,8.0,3.0,6.0,0.562328460924966,0.01939131842352303,5
8,2,8.0,4.0,6.0,0.4785505028921976,0.020724014739295017,5
8,2,8.0,5.0,6.0,0.4204905072891137,0.02007651047287943,5
8,2,8.0,6.0,6.0,0.37505317127755156,0.018534215688216605,5
8,2,8.0,7.0,6.0,0.34366484953143156,0.019043659065025996,5
8,2,8.0,8.0,6.0,0.3168778493032572,0.018723263118161592,5
8,2,8.0,9.0,6.0,0.3006360117604728,0.01759552930568059,5
8,2,8.0,10.0,6.0,0.29272539160145317,0.0167025801616552,5
8,2,8.0,11.0,6.0,0.2787291858197579,0.0170449298305154,5
8,2,8.0,12.0,6.0,0.2651300102943976,0.015927154021028796,5
8,2,8.0,13.0,6.0,0.2547037886223372,0.014705127344272002,5
8,2,8.0,14.0,6.0,0.24460474303713725,0.013182084730266202,5
8,2,8.0,15.0,6.0,0.23448110698112412,0.01334271395198693,5
8,2,9.0,0.1,6.0,0.7541719051856604,-0.0050612731738649995,5
