L,N,nmax,filling,U,W,r_mean,r_mean_stderr,r_mean_n,onsite_pair_density,onsite_pair_density_stderr,onsite_pair_density_n,onsite_pair_variance,onsite_pair_variance_stderr,onsite_pair_variance_n,charge_fluctuation,charge_fluctuation_stderr,charge_fluctuation_n,fock_entropy_normalized,fock_entropy_normalized_stderr,fock_entropy_normalized_n,ipr,ipr_stderr,ipr_n,pr,pr_stderr,pr_n,pr_normalized,pr_normalized_stderr,pr_normalized_n,entanglement_entropy,entanglement_entropy_stderr,entanglement_entropy_n,diag_std,diag_std_stderr,diag_std_n,disorder_diag_std,disorder_diag_std_stderr,disorder_diag_std_n,interaction_diag_std,interaction_diag_std_stderr,interaction_diag_std_n,connectivity_mean,connectivity_mean_stderr,connectivity_mean_n,Nres_mean_l1.0,Nres_mean_l1.0_stderr,Nres_mean_l1.0_n,Nres_mean_l2.0,Nres_mean_l2.0_stderr,Nres_mean_l2.0_n,fres_l1.0,fres_l1.0_stderr,fres_l1.0_n,fres_l2.0,fres_l2.0_stderr,fres_l2.0_n
6,3,4,0.5,1.0,1.0,0.501010125232364,0.003078152383798826,500,0.25159012021071797,6.843640976774352e-05,500,1.6750423496644202,0.0036113811642435626,500,0.47698906260365403,0.00021584658334788972,500,0.812305246733832,0.00028612020786015943,500,0.054590599234898396,0.00010199435955752263,500,19.094040169319598,0.030741438852740246,500,0.340965003023608,0.0005489542652263992,500,nan,nan,0,2.04554231652546,0.005255428781744777,500,1.0107459303092219,0.010922854134968888,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,2.24685714285706,0.014282874037731947,500,3.8946428571424803,0.006792792426973765,500,0.49930158730160196,0.0031739720083974196,500,0.865476190476116,0.0015095094282123994,500
6,3,4,0.5,1.0,2.0,0.518398251666184,0.0028709165637037415,500,0.253534362530784,0.00022765750346255187,500,2.0420249267756403,0.00954113643838073,500,0.46492711160049394,0.0007182612607156255,500,0.7930987584033441,0.0008748115441227383,500,0.0620061333396214,0.00035802603350033673,500,17.2466239647284,0.0738588049909372,500,0.307975427941582,0.0013189072319821633,500,nan,nan,0,2.6928496588729205,0.015965586564742052,500,2.005105485953502,0.02199030738534617,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,1.7605714285715859,0.017010443856540602,500,3.20000000000018,0.022145650572288112,500,0.39123809523789393,0.0037800986347864256,500,0.711111111111126,0.004921255682731527,500
6,3,4,0.5,1.0,3.0,0.506161274771332,0.002845538910996556,500,0.24930393610171,0.0005397059919017134,500,2.21621239254786,0.012959136517040004,500,0.42430107721266597,0.0019612646056052616,500,0.743151086626292,0.0022682232468881824,500,0.0844617619520376,0.001192673873007545,500,13.9807798795562,0.13111864735835255,500,0.24965678356349139,0.0023414044171136553,500,nan,nan,0,3.55766624802908,0.027465571045708532,500,3.06394853611117,0.03255178770109507,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,1.406928571428618,0.01852354896292029,500,2.5982857142858102,0.02721076983193614,500,0.312650793650628,0.004116344213976162,500,0.5773968253968301,0.00604683774043326,500
6,3,4,0.5,1.0,4.0,0.48054647956568,0.0030769991858772155,500,0.24099831899948,0.000810772661513856,500,2.12685142896868,0.01583075008251839,500,0.37520486380810997,0.0027763365591330766,500,0.67985934972608,0.0034227944742002024,500,0.118320814396755,0.0021161244021481616,500,10.921316035448719,0.15218529969290373,500,0.195023500633011,0.0027175946373739933,500,nan,nan,0,4.4490429164214005,0.04024281128592162,500,4.06097957053332,0.044624173854921324,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,1.175214285714182,0.019296100256078544,500,2.19592857142868,0.027896305614136044,500,0.2611587301586698,0.004288022279123531,500,0.48798412698413823,0.00619917902536842,500
6,3,4,0.5,1.0,5.0,0.45858399630966995,0.0032052609289542826,500,0.234503213789816,0.0009279751419950641,500,1.974116450696734,0.01747470083236682,500,0.32838343856042,0.0033035797841103392,500,0.612773776714046,0.0043340530073399455,500,0.1620464480401868,0.003149543078473958,500,8.51618987209766,0.15619525097952286,500,0.1520748191445852,0.002789200910346693,500,nan,nan,0,5.4251259374781595,0.05203747081552064,500,5.10936584166588,0.05592598713910826,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.9757857142856637,0.018404182902393085,500,1.8467142857142522,0.02884188554490027,500,0.2168412698412642,0.0040898184227499265,500,0.4103809523809306,0.006409307898867092,500
6,3,4,0.5,1.0,6.0,0.44227533139521596,0.0029944255849867316,500,0.23055864107231802,0.001020747351345652,500,1.80193579311808,0.018542379468293402,500,0.28722915231610324,0.0033793830265280377,500,0.551484180767484,0.004698901808077779,500,0.2078949635225554,0.003958799617874277,500,6.72909177736354,0.13254643113669307,500,0.1201623531671936,0.0023669005560112344,500,nan,nan,0,6.37097332473314,0.06264997355488576,500,6.103779466775239,0.06601874365804644,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.8287142857141918,0.017258531150371643,500,1.5975714285713343,0.027569952597080644,500,0.18415873015876186,0.003835229144524263,500,0.35501587301583426,0.0061266561326836005,500
6,3,4,0.5,1.0,7.0,0.43333225341968,0.003048057276564295,500,0.22555203170225002,0.0010807255388470146,500,1.6461196600343,0.020383636465585785,500,0.26087279685382064,0.0036399296251621105,500,0.508729004179992,0.005245059267103635,500,0.2460521854994696,0.0049746546304274405,500,5.8609441111975595,0.13077355591289136,500,0.1046597162713864,0.0023352420698722585,500,nan,nan,0,7.257670864223041,0.07934128987389161,500,7.02086435772878,0.08261255182783703,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.7484999999999794,0.01738998411686535,500,1.450571428571293,0.028252973327060497,500,0.16633333333334827,0.003864440914857346,500,0.3223492063491838,0.006278438517125193,500
6,3,4,0.5,1.0,8.0,0.426152124668218,0.002999445864761755,500,0.22189419460102,0.0011673585137970985,500,1.468552641963802,0.02056405022984399,500,0.22672573892981962,0.003550073971419881,500,0.452559659380258,0.005287231165351199,500,0.3003098151583758,0.005723512973273711,500,4.73107332712512,0.10531618359839175,500,0.08448345227008579,0.0018806461356848227,500,nan,nan,0,8.355208624437761,0.08391207234818668,500,8.15377405951378,0.08636703768888256,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.6520000000000286,0.01659376117405375,500,1.257642857142689,0.02693211750710633,500,0.14488888888892235,0.003687502483121446,500,0.2794761904761809,0.0059849150015784105,500
6,3,4,0.5,1.0,9.0,0.416468120615558,0.0031287155028196087,500,0.22216042330855001,0.001230673314276934,500,1.351497814598892,0.020416130842592688,500,0.20461908297719877,0.0035381796402054783,500,0.414697797166888,0.005345095138627459,500,0.3402917824314768,0.006131551779408575,500,4.1598317125241,0.10284053769202789,500,0.07428270915221699,0.0018364381730718309,500,nan,nan,0,9.23370873712212,0.09596117311367572,500,9.049977093041282,0.09845981618778024,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.5799999999999826,0.016594988533642288,500,1.1367857142855868,0.027164447204657025,500,0.12888888888890404,0.003687775229696726,500,0.2526190476190513,0.006036543823256478,500
6,3,4,0.5,1.0,10.0,0.42136998473303194,0.0031116333368260297,500,0.22298784966645802,0.001230066650402173,500,1.296329711081986,0.02055413660025583,500,0.18873530990918538,0.003491780617261212,500,0.386761225274166,0.005447671333284169,500,0.37378417574205924,0.006673229969261369,500,3.7651471515130797,0.09236044081535963,500,0.0672347705627306,0.0016492935859874426,500,nan,nan,0,10.31545556180798,0.10749470510638609,500,10.151401877701241,0.1097161664174767,500,1.7654696590100007,2.982024500902759e-17,500,4.5,0.0,500,0.51800000000002,0.01499304434315391,500,1.028285714285734,0.02547274668519671,500,0.11511111111113163,0.0033317876318108976,500,0.2285079365079307,0.005660610374485711,500
