L,N,nmax,filling,observable,U_at_maximum,sampled_W_near_Wstar,maximum_value
6,3,4,0.5,onsite_pair_variance,1.0,5.0,1.974116450696734
6,3,4,0.5,charge_fluctuation,9.0,1.0,0.372499518591896
6,3,4,0.5,fock_entropy_normalized,1.0,5.0,0.612773776714046
6,3,4,0.5,pr_normalized,1.0,5.0,0.1520748191445852
6,3,4,0.5,Nres_mean_l1.0,9.0,1.0,1.8071428571427
6,3,4,0.5,Nres_mean_l2.0,8.0,1.0,2.3571428571399995
6,3,4,0.5,fres_l1.0,9.0,1.0,0.40158730158708994
6,3,4,0.5,fres_l2.0,8.0,1.0,0.5238095238099999
6,4,4,0.6666666666666666,onsite_pair_variance,1.0,6.0,4.3717500843494
6,4,4,0.6666666666666666,charge_fluctuation,1.0,6.0,0.436952111182154
6,4,4,0.6666666666666666,fock_entropy_normalized,1.0,6.0,0.5821114593897581
6,4,4,0.6666666666666666,pr_normalized,1.0,6.0,0.093025641587184
6,4,4,0.6666666666666666,Nres_mean_l1.0,9.0,2.0,1.1480634920625543
6,4,4,0.6666666666666666,Nres_mean_l2.0,1.0,6.0,1.971999999999802
6,4,4,0.6666666666666666,fres_l1.0,9.0,2.0,0.215261904761852
6,4,4,0.6666666666666666,fres_l2.0,1.0,6.0,0.36975000000000285
6,5,4,0.8333333333333334,onsite_pair_variance,1.0,6.0,6.8316298920017
6,5,4,0.8333333333333334,charge_fluctuation,1.0,6.0,0.6086349689695699
6,5,4,0.8333333333333334,fock_entropy_normalized,1.0,6.0,0.6127717048646739
6,5,4,0.8333333333333334,pr_normalized,1.0,6.0,0.0841381403551992
6,5,4,0.8333333333333334,Nres_mean_l1.0,10.0,1.0,1.8079674796759682
6,5,4,0.8333333333333334,Nres_mean_l2.0,1.0,6.0,2.381788617886348
6,5,4,0.8333333333333334,fres_l1.0,10.0,1.0,0.29889784946225406
6,5,4,0.8333333333333334,fres_l2.0,1.0,6.0,0.39376344086021403
6,6,4,1.0,onsite_pair_variance,1.0,6.0,8.95553248672882
6,6,4,1.0,charge_fluctuation,1.0,6.0,0.7889544111983099
6,6,4,1.0,fock_entropy_normalized,1.0,6.0,0.64574427334276
6,6,4,1.0,pr_normalized,1.0,6.0,0.0800322662504708
6,6,4,1.0,Nres_mean_l1.0,6.0,1.0,1.78197183098375
6,6,4,1.0,Nres_mean_l2.0,1.0,6.0,2.76974647887316
6,6,4,1.0,fres_l1.0,6.0,1.0,0.268050847457436
6,6,4,1.0,fres_l2.0,1.0,6.0,0.41663559322033994
6,7,4,1.1666666666666667,onsite_pair_variance,1.0,7.0,10.0589684819008
6,7,4,1.1666666666666667,charge_fluctuation,1.0,7.0,0.8390197092447461
6,7,4,1.1666666666666667,fock_entropy_normalized,1.0,7.0,0.613395243923718
6,7,4,1.1666666666666667,pr_normalized,1.0,7.0,0.05740611079235555
6,7,4,1.1666666666666667,Nres_mean_l1.0,5.0,1.0,1.7330450450454538
6,7,4,1.1666666666666667,Nres_mean_l2.0,1.0,7.0,2.7570390390388755
6,7,4,1.1666666666666667,fres_l1.0,5.0,1.0,0.242888888888932
6,7,4,1.1666666666666667,fres_l2.0,1.0,7.0,0.3864031986531994
6,8,4,1.3333333333333333,onsite_pair_variance,1.0,8.0,11.12299661111676
6,8,4,1.3333333333333333,charge_fluctuation,1.0,8.0,0.889947907192412
6,8,4,1.3333333333333333,fock_entropy_normalized,1.0,8.0,0.592763964219142
6,8,4,1.3333333333333333,pr_normalized,1.0,8.0,0.0470989613176238
6,8,4,1.3333333333333333,Nres_mean_l1.0,1.0,8.0,1.4523449001051363
6,8,4,1.3333333333333333,Nres_mean_l2.0,1.0,8.0,2.778771819137812
6,8,4,1.3333333333333333,fres_l1.0,1.0,8.0,0.19311800894854877
6,8,4,1.3333333333333333,fres_l2.0,1.0,8.0,0.3694927293064692
6,9,4,1.5,onsite_pair_variance,1.0,8.0,12.63372314250092
6,9,4,1.5,charge_fluctuation,1.0,8.0,1.064261020657274
6,9,4,1.5,fock_entropy_normalized,1.0,8.0,0.639864652694796
6,9,4,1.5,pr_normalized,1.0,8.0,0.055929128134561724
6,9,4,1.5,Nres_mean_l1.0,1.0,8.0,1.641364365970988
6,9,4,1.5,Nres_mean_l2.0,1.0,8.0,3.143717495987246
6,9,4,1.5,fres_l1.0,1.0,8.0,0.20988711001645521
6,9,4,1.5,fres_l2.0,1.0,8.0,0.4019983579638718
