L,N,nmax,W_over_t,U_over_t,realizations,entropy_norm_mean,entropy_norm_sem,delta_entropy_norm_mean,delta_entropy_norm_paired_sem,entropy2_norm_mean,entropy2_norm_sem,IPR_mean,IPR_sem,gap_ratio_mean,gap_ratio_sem,Q_mean_mean,Q_mean_sem,Q_variance_mean,Q_variance_sem,H_Q_mean,H_Q_sem,S_intra_Q_mean,S_intra_Q_sem
6,6,3,0.1,0.0,200,0.8632268106142564,7.124853541425612e-05,0.0,0.0,0.7960950937446021,8.747528964355676e-05,0.009990185133453285,8.041795798356926e-06,0.5040289607211665,0.0012144876359748802,6.212495449302593,6.594934467175547e-05,5.591215481511699,0.0008513334988956055,1.3977616179010353,0.0002096905146573837,3.6237246957025993,0.0002846919667432937
6,6,3,0.1,0.025,200,0.8631431827071369,7.019595139259932e-05,-8.362790711957224e-05,4.557721898793866e-05,0.7959154632721577,9.020308849969418e-05,0.00999710311111946,7.364536187891714e-06,0.49926259392040234,0.0013828077076112537,6.2126333884516365,4.092796260224837e-05,5.59038070210965,0.0009555904239315966,1.3982051940184306,0.0001963484396017695,3.622794646753414,0.00029455752463319965
6,6,3,0.1,0.05,200,0.8630411800563158,7.620858874404601e-05,-0.0001856305579404706,5.2265941644915744e-05,0.795432560453483,0.0001028049932124823,0.009995327411283278,7.645128995769508e-06,0.5034106250152308,0.0016669096185309316,6.21205148442594,5.263403141069745e-05,5.5839766406270295,0.0008703403913740392,1.3982405122079455,0.00018962674334813335,3.6221659678054623,0.00031963177785458106
6,6,3,0.1,0.075,200,0.863246851132794,8.21611144187516e-05,2.0040518537563346e-05,5.86133062230967e-05,0.7952671113772394,0.00010320169750839885,0.009983940031121923,7.732304629565288e-06,0.502827553580679,0.0016717634947393926,6.2109141372149255,7.27966629718527e-05,5.582770143089335,0.000911434939926473,1.3982146008776517,0.00020092520773105075,3.6233882906500186,0.00032998463577485823
6,6,3,0.1,0.1,200,0.8636608051858322,7.913702403155028e-05,0.0004339945715757758,5.754372907622895e-05,0.7955908596575825,9.616745585505949e-05,0.009955805429600069,7.133909152360847e-06,0.5020346679948228,0.0016963109150101127,6.209485129363599,0.00010027795042833468,5.577369640895164,0.0007839005474446486,1.3978235678860584,0.00018904199751404717,3.626187340383252,0.000317152567393425
6,6,3,0.1,0.125,200,0.8641603203969805,7.943768012789715e-05,0.0009335097827240732,5.92237725783315e-05,0.7960168356065626,9.945056967499075e-05,0.009929243955505018,6.787605224980589e-06,0.5071993456992111,0.0014505910731959445,6.207279760671774,0.00012743925646694097,5.565314208975899,0.0007173767568751813,1.3972008924467247,0.00019606408365215335,3.629715751331929,0.0003074292855420216
6,6,3,0.1,0.15,200,0.8649700713214394,8.056171152624828e-05,0.0017432607071831419,6.067640353672078e-05,0.7970288734470543,0.00010604006720634552,0.009858074566360496,7.434673682998802e-06,0.5171780724922683,0.001667158400560847,6.204626375628205,0.000163820012209419,5.5467528543973845,0.0008600254304691233,1.3966839175459833,0.00021016958917980243,3.6349431373721313,0.0002993524334932288
6,6,3,0.1,0.175,200,0.8660369399592014,7.854053608489826e-05,0.0028101293449448814,5.976711024724439e-05,0.7985128925677014,0.00010782618711982184,0.009754922445422972,7.315702070997772e-06,0.5100860083673038,0.0018424927029650235,6.200725307107381,0.000261420086956653,5.539918908150538,0.0009026849010256791,1.397030624947073,0.00020276981615382762,3.6408025234299806,0.00029436533549920876
6,6,3,0.1,0.2,200,0.8667664393249921,7.332764009422252e-05,0.003539628710735689,5.435890691330735e-05,0.7996387815685625,9.302978157066227e-05,0.009680734095561715,6.453151856774257e-06,0.5102844386482535,0.0017756894405219106,6.194968188362963,0.0003809910543111054,5.515941197990109,0.0008646271125670095,1.3961472594893296,0.00020107452248573776,3.645929467789651,0.00026543445864322333
6,6,3,0.1,0.225,200,0.867050988746174,7.006565521950107e-05,0.0038241781319176384,5.2609268524035294e-05,0.7998025235603642,9.359668790473059e-05,0.009673514111923796,6.3804952491608915e-06,0.5091803797021541,0.001857332338819215,6.188976802228878,0.00038695588910017643,5.49035665800151,0.0007573990383785074,1.3947339745422016,0.00019320661407032645,3.6489980083502975,0.0002703909873140244
