L,N,nmax,points,A_theory,B_theory,A_ED_fit,B_ED_fit,A_ED_bootstrap_median,A_ED_ci95_low,A_ED_ci95_high,B_ED_bootstrap_median,B_ED_ci95_low,B_ED_ci95_high,bootstrap_valid_fraction
6,6,3,4,0.2319391634980988,-0.0059237547302016,1.530890019623973,-6.969881877649764,1.5322332764550126,1.50590076225704,1.5673343271095173,-6.980860103362444,-7.411522288433795,-6.688796476036185,1.0
6,6,4,18,0.1944773175542406,-0.0056038768373641,0.2101440916794909,-0.035524600446108896,0.2098456004334976,0.19275565298332642,0.22503182278796843,-0.03538136486167657,-0.04269076101231953,-0.027782183694267888,0.995
6,6,5,19,0.1766726107918895,-0.0053474823963057,0.30338910217805676,-0.04747332005560905,0.3033224234001402,0.2980721272237872,0.30833049203279206,-0.04746321594568493,-0.04937829625228756,-0.045715170385698195,1.0
6,6,6,19,0.1714807123529041,-0.0051818131230847,0.31739005410452037,-0.055105487997414326,0.3174143798852216,0.31354538587388264,0.3212999091871849,-0.05513338535461848,-0.05653895051600999,-0.053708097558725146,1.0
