L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
8,4,4,0.5,2.0,5.273058677823793,0.13411599536040208
8,5,4,0.625,1.0,5.487172899700288,0.07828576279392693
8,6,4,0.75,1.0,6.059471627943864,0.1138107490453623
8,7,4,0.875,2.0,6.620121045620674,0.09533412625028309
8,8,4,1.0,2.0,7.348232186875334,0.12573251827175028
