L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
6,3,5,0.5,2.0,6.153049782768807,0.16313828102076844
6,4,5,0.6666666666666666,2.0,5.8834602984242235,0.14592413104932545
6,5,5,0.8333333333333334,2.0,5.888733121301376,0.11233673063580092
6,6,5,1.0,1.0,6.510981202519776,0.1091133068557547
6,7,5,1.1666666666666667,1.0,6.7114874395775,0.07864263138129163
6,8,5,1.3333333333333333,1.0,7.204022905089982,0.09345853639752356
6,9,5,1.5,1.0,8.09434619010584,0.11805387189732641
