L,N,nmax,filling,observable,U_at_maximum,sampled_W_near_Wstar,maximum_value
6,3,5,0.5,onsite_pair_variance,1.0,5.0,1.976341843413258
6,3,5,0.5,charge_fluctuation,8.0,1.0,0.375037147141162
6,3,5,0.5,fock_entropy_normalized,1.0,5.0,0.6135319329397301
6,3,5,0.5,pr_normalized,1.0,5.0,0.1507394978661394
6,3,5,0.5,Nres_mean_l1.0,9.0,1.0,1.846428571428168
6,3,5,0.5,Nres_mean_l2.0,8.0,1.0,2.3571428571399995
6,3,5,0.5,fres_l1.0,9.0,1.0,0.410317460317284
6,3,5,0.5,fres_l2.0,8.0,1.0,0.5238095238099999
6,4,5,0.6666666666666666,onsite_pair_variance,1.0,6.0,4.433107408036239
6,4,5,0.6666666666666666,charge_fluctuation,1.0,6.0,0.44531017414684
6,4,5,0.6666666666666666,fock_entropy_normalized,1.0,6.0,0.5895456882436619
6,4,5,0.6666666666666666,pr_normalized,1.0,6.0,0.0984236667222084
6,4,5,0.6666666666666666,Nres_mean_l1.0,10.0,2.0,1.1365079365069861
6,4,5,0.6666666666666666,Nres_mean_l2.0,1.0,6.0,2.04158730158749
6,4,5,0.6666666666666666,fres_l1.0,10.0,2.0,0.21309523809518982
6,4,5,0.6666666666666666,fres_l2.0,1.0,6.0,0.3827976190476568
6,5,5,0.8333333333333334,onsite_pair_variance,1.0,6.0,8.539043131795761
6,5,5,0.8333333333333334,charge_fluctuation,1.0,6.0,0.614377159694268
6,5,5,0.8333333333333334,fock_entropy_normalized,1.0,6.0,0.60572527030646
6,5,5,0.8333333333333334,pr_normalized,1.0,6.0,0.07796227071055759
6,5,5,0.8333333333333334,Nres_mean_l1.0,8.0,1.0,1.7693650793663138
6,5,5,0.8333333333333334,Nres_mean_l2.0,1.0,6.0,2.3187936507936144
6,5,5,0.8333333333333334,fres_l1.0,9.0,1.0,0.294894179894094
6,5,5,0.8333333333333334,fres_l2.0,1.0,6.0,0.38646560846562816
6,6,5,1.0,onsite_pair_variance,1.0,7.0,12.65639426743184
6,6,5,1.0,charge_fluctuation,1.0,7.0,0.757930985280194
6,6,5,1.0,fock_entropy_normalized,1.0,7.0,0.595140404268298
6,6,5,1.0,pr_normalized,1.0,7.0,0.062068812600770386
6,6,5,1.0,Nres_mean_l1.0,5.0,1.0,1.7589473684204804
6,6,5,1.0,Nres_mean_l2.0,1.0,7.0,2.487464912280752
6,6,5,1.0,fres_l1.0,5.0,1.0,0.267360000000048
6,6,5,1.0,fres_l2.0,1.0,7.0,0.3780946666666559
6,7,5,1.1666666666666667,onsite_pair_variance,1.0,7.0,16.499328116360637
6,7,5,1.1666666666666667,charge_fluctuation,1.0,7.0,0.928425639112416
6,7,5,1.1666666666666667,fock_entropy_normalized,1.0,7.0,0.6079026616633539
6,7,5,1.1666666666666667,pr_normalized,1.0,7.0,0.05296616005395565
6,7,5,1.1666666666666667,Nres_mean_l1.0,4.0,1.0,1.695238095238396
6,7,5,1.1666666666666667,Nres_mean_l2.0,1.0,7.0,2.7080740740739437
6,7,5,1.1666666666666667,fres_l1.0,4.0,1.0,0.239461883408026
6,7,5,1.1666666666666667,fres_l2.0,1.0,7.0,0.38253064275036397
6,8,5,1.3333333333333333,onsite_pair_variance,1.0,7.0,19.5033829957731
6,8,5,1.3333333333333333,charge_fluctuation,1.0,7.0,1.1285427111996018
6,8,5,1.3333333333333333,fock_entropy_normalized,1.0,7.0,0.634134193992546
6,8,5,1.3333333333333333,pr_normalized,1.0,7.0,0.05377301849438344
6,8,5,1.3333333333333333,Nres_mean_l1.0,1.0,7.0,1.577746770025724
6,8,5,1.3333333333333333,Nres_mean_l2.0,1.0,7.0,3.025777777777674
6,8,5,1.3333333333333333,fres_l1.0,1.0,7.0,0.21025757575757
6,8,5,1.3333333333333333,fres_l2.0,1.0,7.0,0.4032286501377582
6,9,5,1.5,onsite_pair_variance,1.0,8.0,21.852124367687
6,9,5,1.5,charge_fluctuation,2.0,7.0,1.231898353233782
6,9,5,1.5,fock_entropy_normalized,1.0,8.0,0.623766699469604
6,9,5,1.5,pr_normalized,1.0,8.0,0.04797302568941344
6,9,5,1.5,Nres_mean_l1.0,1.0,8.0,1.614331332532918
6,9,5,1.5,Nres_mean_l2.0,1.0,8.0,3.08792076830742
6,9,5,1.5,fres_l1.0,1.0,8.0,0.2054289642529916
6,9,5,1.5,fres_l2.0,1.0,8.0,0.392948059883884
