L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value,U_at_max_Wstar,delta_U_maximum_minus_Wstar
6,3,5,0.5,1.0,onsite_pair_density,10.0,0.26101260610309196,2.0,8.0
6,3,5,0.5,1.0,onsite_pair_variance,1.0,1.67085283179116,2.0,-1.0
6,3,5,0.5,1.0,charge_fluctuation,1.0,0.477318907151894,2.0,-1.0
6,3,5,0.5,1.0,fock_entropy_normalized,1.0,0.812708562448414,2.0,-1.0
6,3,5,0.5,1.0,pr_normalized,1.0,0.342210946157304,2.0,-1.0
6,3,5,0.5,1.0,Nres_mean_l1.0,1.0,2.2608571428568203,2.0,-1.0
6,3,5,0.5,1.0,Nres_mean_l2.0,1.0,3.8852142857138006,2.0,-1.0
6,3,5,0.5,1.0,fres_l1.0,1.0,0.502412698412744,2.0,-1.0
6,3,5,0.5,1.0,fres_l2.0,1.0,0.863380952380896,2.0,-1.0
6,4,5,0.6666666666666666,1.0,onsite_pair_density,1.0,0.501767318154692,2.0,-1.0
6,4,5,0.6666666666666666,1.0,onsite_pair_variance,1.0,3.72467144249364,2.0,-1.0
6,4,5,0.6666666666666666,1.0,charge_fluctuation,1.0,0.697381578091164,2.0,-1.0
6,4,5,0.6666666666666666,1.0,fock_entropy_normalized,1.0,0.828215391376516,2.0,-1.0
6,4,5,0.6666666666666666,1.0,pr_normalized,1.0,0.29726855066692204,2.0,-1.0
6,4,5,0.6666666666666666,1.0,Nres_mean_l1.0,1.0,2.4116507936509803,2.0,-1.0
6,4,5,0.6666666666666666,1.0,Nres_mean_l2.0,1.0,4.253714285714881,2.0,-1.0
6,4,5,0.6666666666666666,1.0,fres_l1.0,1.0,0.452184523809522,2.0,-1.0
6,4,5,0.6666666666666666,1.0,fres_l2.0,1.0,0.7975714285714279,2.0,-1.0
6,5,5,0.8333333333333334,1.0,onsite_pair_density,1.0,0.839440429907076,2.0,-1.0
6,5,5,0.8333333333333334,1.0,onsite_pair_variance,1.0,6.265789924943739,2.0,-1.0
6,5,5,0.8333333333333334,1.0,charge_fluctuation,1.0,0.9496936110709121,2.0,-1.0
6,5,5,0.8333333333333334,1.0,fock_entropy_normalized,1.0,0.840744016775536,2.0,-1.0
6,5,5,0.8333333333333334,1.0,pr_normalized,1.0,0.27172933808588595,2.0,-1.0
6,5,5,0.8333333333333334,1.0,Nres_mean_l1.0,1.0,2.53973015873036,2.0,-1.0
6,5,5,0.8333333333333334,1.0,Nres_mean_l2.0,1.0,4.51174603174592,2.0,-1.0
6,5,5,0.8333333333333334,1.0,fres_l1.0,1.0,0.423288359788238,2.0,-1.0
