L,N,nmax,filling,U,threshold,Wstar,Wstar_bootstrap_std,bootstrap_valid,bootstrap_total
6,3,5,0.5,1.0,0.45849718055994526,5.010225330002104,0.1320881735178751,500,500
6,3,5,0.5,2.0,0.45849718055994526,6.153049782768807,0.16313828102076844,500,500
6,3,5,0.5,3.0,0.45849718055994526,5.73872352639906,0.22685034416093713,500,500
6,3,5,0.5,4.0,0.45849718055994526,4.637626334391223,0.3004360848805784,500,500
6,3,5,0.5,5.0,0.45849718055994526,2.9138443302404786,0.17456100713361256,500,500
6,3,5,0.5,6.0,0.45849718055994526,2.729307652876088,0.18089080354697762,500,500
6,3,5,0.5,7.0,0.45849718055994526,1.6709730342508662,0.12436505212086144,500,500
6,3,5,0.5,8.0,0.45849718055994526,1.363045090347458,0.0815811691205357,500,500
6,3,5,0.5,9.0,0.45849718055994526,1.0891953760268955,0.06873930487176269,408,500
6,3,5,0.5,10.0,0.45849718055994526,1.0770617875378088,0.0646792698167143,391,500
6,4,5,0.6666666666666666,1.0,0.45849718055994526,5.614029745952997,0.10923141420699758,500,500
6,4,5,0.6666666666666666,2.0,0.45849718055994526,5.8834602984242235,0.14592413104932545,500,500
6,4,5,0.6666666666666666,3.0,0.45849718055994526,5.233944546771338,0.09986230448590086,500,500
6,4,5,0.6666666666666666,4.0,0.45849718055994526,4.431837547083385,0.14993662780407221,500,500
6,4,5,0.6666666666666666,5.0,0.45849718055994526,3.619625907853086,0.11421804346449285,500,500
6,4,5,0.6666666666666666,6.0,0.45849718055994526,3.1465144891461283,0.11431975023620815,500,500
6,4,5,0.6666666666666666,7.0,0.45849718055994526,3.0922346009996606,0.10037144285718635,500,500
6,4,5,0.6666666666666666,8.0,0.45849718055994526,2.719439463597259,0.11361995603125725,500,500
6,4,5,0.6666666666666666,9.0,0.45849718055994526,2.321658299912991,0.1021879587062753,500,500
6,4,5,0.6666666666666666,10.0,0.45849718055994526,2.1098893552248184,0.11448488091171896,500,500
6,5,5,0.8333333333333334,1.0,0.45849718055994526,5.77962913360887,0.07534033433126085,500,500
6,5,5,0.8333333333333334,2.0,0.45849718055994526,5.888733121301376,0.11233673063580092,500,500
6,5,5,0.8333333333333334,3.0,0.45849718055994526,4.741725410908126,0.07421080600901864,500,500
6,5,5,0.8333333333333334,4.0,0.45849718055994526,2.4496133419281585,0.060098124757989764,500,500
