L,N,nmax,q_eff2,q_mean,sum_aq
9,7,2,0.5152542372881356,0.0,0.8962673611111112
9,8,2,0.4949740034662045,0.0,0.9924320605435156
9,9,2,0.46827524575513846,0.0,1.0694488690665818
9,10,2,0.43723208818126147,0.0,1.1234950120399037
9,11,2,0.4010554089709763,0.0,1.1514756944444444
