L,N,nmax,c_half_slope,b_half_intercept,r2,n_W
9,7,2,0.31472942758546496,3.5686350725787594,0.9953871894452364,10
9,8,2,0.2532373311557128,4.2329617314898105,0.9842648134379044,10
9,9,2,0.26547928095313483,4.22200437214031,0.9925651567547701,10
9,10,2,0.23040292459529468,4.575635369382634,0.9813101237942999,10
9,11,2,0.2910356558300874,4.126623603207759,0.990024510201259,10
