L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,7,2,3.0,9.0,1.0,0.22362533126029902,0.9966774788172965,0.45835295478237337,False
9,7,2,4.0,9.0,1.0,0.3834274971466761,0.9900733587845084,0.43537916804741666,False
9,7,2,5.0,9.0,1.0,0.580144490868848,0.9769641430893822,0.40464870939488,False
9,7,2,6.0,9.0,1.0,0.8266687049428528,0.9529057429097069,0.37107859831327,False
9,7,2,7.0,9.0,1.0,1.1464222595129274,0.9102535436039838,0.3364878385938434,False
9,7,2,8.0,9.0,1.0,1.5771678173034929,0.8379851138684381,0.30079954012210663,False
9,7,2,9.0,9.0,1.0,2.1256692481755683,0.7385123208872467,0.26836370830576667,False
9,7,2,10.0,9.0,1.0,2.6186932004633863,0.6585324547480557,0.26488091440558,False
9,7,2,1.0,10.0,1.0,-0.0,1.0,0.3960645135793267,False
9,7,2,2.0,10.0,1.0,0.08319478250067039,0.9995483403128316,0.41622564627513003,False
9,7,2,3.0,10.0,1.0,0.19446382667207668,0.9974961386803628,0.4121976947444933,False
9,7,2,4.0,10.0,1.0,0.3302618783408102,0.9926710790349929,0.3948351634411733,False
9,7,2,5.0,10.0,1.0,0.4934778487908557,0.9834176744591682,0.36781603074144004,False
9,7,2,6.0,10.0,1.0,0.6915243011435586,0.967121346919671,0.35043490180195,False
9,7,2,7.0,10.0,1.0,0.9377039677152389,0.9394531300818819,0.31546553483058337,False
9,7,2,8.0,10.0,1.0,1.2550426353916035,0.8933023349946462,0.28601080631768666,False
9,7,2,9.0,10.0,1.0,1.679659153939639,0.8194025095620793,0.26433487568631336,False
9,7,2,10.0,10.0,1.0,2.2152947817452517,0.7229332965003921,0.23994452836081667,False
9,8,2,1.0,1.0,1.0,-0.0,1.0,0.90324873555894,False
9,8,2,2.0,1.0,1.0,0.9034923148418081,0.9415521525458475,0.8934839083254467,False
9,8,2,3.0,1.0,1.0,1.6268173029883373,0.8143263818997727,0.8734798775015933,False
9,8,2,4.0,1.0,1.0,2.1743240603255813,0.6922254230769278,0.84215030654788,False
