L,N,nmax,W,slope_vs_U,intercept,r2,n_U,mean_positive_step_fraction,monotone_decreasing_strict
6,3,2,1.0,-0.02205491860151396,0.7803790599355497,0.8080569767294252,10,0.0,1
6,3,2,2.0,-0.030873072602436474,0.7685716405264721,0.8211939692016936,10,0.0,1
6,3,2,3.0,-0.03678914436889496,0.7447667278313985,0.8838189842450794,10,0.0,1
6,3,2,4.0,-0.037781982365845436,0.7003250556782528,0.9236324206217158,10,0.0,1
6,3,2,5.0,-0.03547351748680556,0.6461767711869035,0.9521343685157192,10,0.0,1
6,3,2,6.0,-0.03366514003594455,0.6028931476086722,0.9705909345604415,10,0.1111111111111111,0
6,3,2,7.0,-0.0286353532375562,0.5462492603244252,0.9715830790087779,10,0.0,1
6,3,2,8.0,-0.026521935344183595,0.5109290731985467,0.9750665524672636,10,0.0,1
6,3,2,9.0,-0.021647274595701017,0.46405181333204043,0.9626421789804598,10,0.1111111111111111,0
6,3,2,10.0,-0.01871098878374142,0.42470886046723666,0.9710952496170903,10,0.0,1
6,3,2,11.0,-0.015444409616488712,0.3912958107997045,0.9528427168450486,10,0.0,1
6,3,2,12.0,-0.013568457027594558,0.36447956246778607,0.9704710551386918,10,0.0,1
6,3,2,13.0,-0.010588947681757867,0.3332484947047208,0.9376583835543251,10,0.1111111111111111,0
6,3,2,14.0,-0.00872301509369336,0.30907474693963083,0.9110507579899221,10,0.1111111111111111,0
6,3,2,15.0,-0.007383179918690893,0.29055788116608205,0.9122767550773966,10,0.1111111111111111,0
6,3,3,1.0,-0.023541080361668874,0.7757996281243686,0.7979154316606804,10,0.0,1
6,3,3,2.0,-0.032209547654564886,0.7581364028562395,0.8230886720329812,10,0.0,1
6,3,3,3.0,-0.03726733277184637,0.7240355546508355,0.8724823003575589,10,0.1111111111111111,0
6,3,3,4.0,-0.037942299155211176,0.6755841581823564,0.9157730674836284,10,0.0,1
6,3,3,5.0,-0.036763897094441354,0.6275277354381668,0.9322235956076792,10,0.0,1
6,3,3,6.0,-0.0340048934097911,0.5792217447795067,0.954308684556474,10,0.0,1
6,3,3,7.0,-0.030518324840163553,0.5310536119465052,0.9677589484184798,10,0.0,1
6,3,3,8.0,-0.02722980102086564,0.48957682103987143,0.9822800995297323,10,0.1111111111111111,0
6,3,3,9.0,-0.023406192556171126,0.4466429408111863,0.9829331991488408,10,0.0,1
6,3,3,10.0,-0.021319323180050045,0.4183583586430947,0.9772978685846639,10,0.0,1
6,3,3,11.0,-0.01803875856065248,0.38365755139792673,0.9707384096215693,10,0.1111111111111111,0
6,3,3,12.0,-0.016432310329416167,0.3620434971403105,0.9736159380654487,10,0.1111111111111111,0
6,3,3,13.0,-0.01519061316285414,0.34421473689219945,0.9907823481552462,10,0.0,1
