L,N,nmax,W,Uhalf,half_level,s_infinity_estimate,n_U
6,3,2,1.0,2.832485139890924,0.5,0.5996362639697529,10
6,3,2,2.0,3.14588065388528,0.5,0.516176133375464,10
6,3,2,3.0,3.6088924776019473,0.5,0.436461989986792,10
6,3,2,4.0,4.0802422749592795,0.5,0.37721564281895903,10
6,3,2,5.0,4.609734798625103,0.5,0.33464877955458605,10
6,3,2,6.0,5.037190617578241,0.5,0.29871708580505296,10
6,3,2,7.0,5.38530782193787,0.5,0.283310517705183,10
6,3,2,8.0,5.642239104111591,0.5,0.259650590220235,10
6,3,2,9.0,6.205332734583504,0.5,0.253556071058051,10
6,3,2,10.0,6.065654309813888,0.5,0.240860529971184,10
6,3,2,11.0,6.569225767036591,0.5,0.23726782896366,10
6,3,2,12.0,6.472666210735378,0.5,0.229129059007258,10
6,3,2,13.0,6.611966752874961,0.5,0.225302809378039,10
6,3,2,14.0,6.860319534869881,0.5,0.218819797818484,10
6,3,2,15.0,6.8740865382701575,0.5,0.215557646046592,10
6,3,3,1.0,2.77715378569113,0.5,0.582557443967118,10
6,3,3,2.0,3.0667541209739677,0.5,0.493980736954434,10
6,3,3,3.0,3.403705206516373,0.5,0.413492968877307,10
6,3,3,4.0,3.7245390546871686,0.5,0.351250072290728,10
6,3,3,5.0,3.941753485127275,0.5,0.311854198867637,10
6,3,3,6.0,4.295038719562196,0.5,0.28226921934072396,10
6,3,3,7.0,4.683050661921727,0.5,0.258480075736223,10
6,3,3,8.0,5.231942853407354,0.5,0.23641664117593,10
6,3,3,9.0,5.533931877546707,0.5,0.22618813692445103,10
6,3,3,10.0,5.382412682009286,0.5,0.2183321043022911,10
6,3,3,11.0,5.784624863574484,0.5,0.211855470204939,10
6,3,3,12.0,5.834477503092843,0.5,0.2045582207499101,10
6,3,3,13.0,5.663185498861349,0.5,0.2002089477345323,10
6,3,3,14.0,6.242528822701706,0.5,0.19554459528742732,10
6,3,3,15.0,6.376668221455149,0.5,0.181964161556195,10
6,3,4,1.0,2.7774571951603257,0.5,0.5843576138912829,10
6,3,4,2.0,3.085260684792817,0.5,0.494145371302687,10
6,3,4,3.0,3.383633505655766,0.5,0.417397704322088,10
6,3,4,4.0,3.7456251959494016,0.5,0.35180333485037,10
6,3,4,5.0,4.03129103572082,0.5,0.311453876228,10
6,3,4,6.0,4.425766344267453,0.5,0.27761982872025504,10
6,3,4,7.0,4.64529754666974,0.5,0.253822395796088,10
6,3,4,8.0,5.12904610853047,0.5,0.23792181685352098,10
6,3,4,9.0,5.4517498974383205,0.5,0.22271393891578278,10
6,3,4,10.0,5.427528851068742,0.5,0.22054516927401,10
6,3,4,11.0,5.590610069219422,0.5,0.21073896880153298,10
6,3,4,12.0,5.761782742359875,0.5,0.205662609629101,10
6,3,4,13.0,6.2830623078452215,0.5,0.1973086703192379,10
6,3,4,14.0,6.27345241984511,0.5,0.1954782233800851,10
6,3,4,15.0,6.463133210654163,0.5,0.1915457272340872,10
6,3,5,1.0,2.757476409675888,0.5,0.5846083630498771,10
6,3,5,2.0,3.0817641832377665,0.5,0.49460058827184,10
6,3,5,3.0,3.411137111895367,0.5,0.413684720235711,10
6,3,5,4.0,3.766659190932373,0.5,0.352303852910401,10
6,3,5,5.0,3.9929779899590345,0.5,0.31335724143049903,10
6,3,5,6.0,4.463659046000168,0.5,0.276509257252114,10
6,3,5,7.0,4.762496126448359,0.5,0.25371256707637396,10
6,3,5,8.0,5.043797640773939,0.5,0.239146095998011,10
6,3,5,9.0,5.12430084591282,0.5,0.22698179566858478,10
6,3,5,10.0,5.410405989384733,0.5,0.2183017059852857,10
6,3,5,11.0,5.6482602560354485,0.5,0.21008438687515985,10
6,3,5,12.0,6.226960334410391,0.5,0.20261699986485998,10
6,3,5,13.0,6.096309113418305,0.5,0.1990909206340807,10
6,3,5,14.0,5.9061150998864065,0.5,0.1941875337417736,10
6,3,5,15.0,6.247302731774283,0.5,0.186196927391395,10
6,4,2,1.0,2.960458184417296,0.5,0.728561325335073,10
6,4,2,2.0,3.115276935338226,0.5,0.661896902762627,10
6,4,2,3.0,3.506945317229185,0.5,0.5675474527036231,10
6,4,2,4.0,3.822944567662264,0.5,0.48766336125353904,10
6,4,2,5.0,4.211026079192947,0.5,0.420892558854269,10
6,4,2,6.0,4.715111451034717,0.5,0.36873014839976603,10
6,4,2,7.0,4.908501037943843,0.5,0.330455375670258,10
6,4,2,8.0,5.318228548879205,0.5,0.297678515313786,10
6,4,2,9.0,5.629469296050032,0.5,0.277519755185743,10
6,4,2,10.0,5.646932307192626,0.5,0.25996908251623496,10
6,4,2,11.0,6.020603887320799,0.5,0.24797199715789298,10
6,4,2,12.0,6.116804589102301,0.5,0.244028221608309,10
6,4,2,13.0,5.838720084676824,0.5,0.23199961350917303,10
6,4,2,14.0,6.239474070860773,0.5,0.224522942913664,10
6,4,2,15.0,5.973286954822665,0.5,0.2178324251277599,10
6,4,3,1.0,2.762491773899328,0.5,0.54553976561148,10
6,4,3,2.0,2.978679416992934,0.5,0.481106518469542,10
6,4,3,3.0,3.2828442233959003,0.5,0.41488508748959996,10
6,4,3,4.0,3.6223101908010764,0.5,0.350503522595065,10
6,4,3,5.0,3.828151291119501,0.5,0.311500143018567,10
6,4,3,6.0,4.0556263338497365,0.5,0.277595071227035,10
6,4,3,7.0,4.352035298793036,0.5,0.257466405660255,10
6,4,3,8.0,4.662174896651418,0.5,0.23740998904668098,10
6,4,3,9.0,4.774344254561866,0.5,0.22370543168402302,10
6,4,3,10.0,4.774726371314134,0.5,0.2112672595818429,10
6,4,3,11.0,5.02434974208888,0.5,0.2056867872534629,10
6,4,3,12.0,5.198511932912652,0.5,0.200009706887806,10
6,4,3,13.0,5.213095024811904,0.5,0.1918528731611768,10
6,4,3,14.0,5.6647534190061855,0.5,0.1879207233384938,10
6,4,3,15.0,5.587327539555543,0.5,0.1827344683612575,10
6,4,4,1.0,2.6924114227446303,0.5,0.5231788175069639,10
6,4,4,2.0,2.9022082571407357,0.5,0.462771886728022,10
6,4,4,3.0,3.163358725531866,0.5,0.39385612602051,10
6,4,4,4.0,3.5103084724751064,0.5,0.337324919759185,10
6,4,4,5.0,3.76170878896231,0.5,0.29399774928946004,10
6,4,4,6.0,3.9566960864284493,0.5,0.267247567432261,10
6,4,4,7.0,4.347776226905246,0.5,0.24362212216946302,10
6,4,4,8.0,4.455901437746506,0.5,0.23114866549576302,10
6,4,4,9.0,4.633861989407792,0.5,0.2132847078485769,10
6,4,4,10.0,4.720414620847054,0.5,0.20243212617157802,10
6,4,4,11.0,4.780058907864213,0.5,0.19935287483425762,10
6,4,4,12.0,4.990352898163546,0.5,0.19132563910740658,10
6,4,4,13.0,4.97058082877095,0.5,0.1876877774994627,10
