L,N,nmax,W,Uhalf,half_level,s_infinity_estimate,n_U
6,4,4,14.0,5.500371445956773,0.5,0.1811132142353071,10
6,4,4,15.0,5.426736287927826,0.5,0.17662056846413032,10
6,4,5,1.0,2.6913028523435547,0.5,0.522937109664829,10
6,4,5,2.0,2.9077825062733127,0.5,0.46270844955844703,10
6,4,5,3.0,3.2165136156404945,0.5,0.394121691845328,10
6,4,5,4.0,3.4978242851456436,0.5,0.337848836682589,10
6,4,5,5.0,3.745616684456882,0.5,0.296480089031945,10
6,4,5,6.0,3.922601807575128,0.5,0.266862825043509,10
6,4,5,7.0,4.273267011609999,0.5,0.242397417022955,10
6,4,5,8.0,4.505208183767283,0.5,0.227078051682097,10
6,4,5,9.0,4.559333835050769,0.5,0.21038798235991402,10
6,4,5,10.0,4.906683819498535,0.5,0.202759680387178,10
6,4,5,11.0,4.871837243714597,0.5,0.19485329331726498,10
6,4,5,12.0,5.1596949154520635,0.5,0.18832686915932678,10
6,4,5,13.0,5.0507982444117285,0.5,0.1840329852628752,10
6,4,5,14.0,5.396799058378819,0.5,0.1780903088824926,10
6,4,5,15.0,5.723909229365631,0.5,0.17451887103207928,10
6,5,2,1.0,3.709508209232692,0.5,0.6292177717442999,10
6,5,2,2.0,3.888205827568123,0.5,0.5620807363567019,10
6,5,2,3.0,4.272459410680074,0.5,0.492410245611493,10
6,5,2,4.0,4.574010020050265,0.5,0.43171037735196593,10
6,5,2,5.0,4.942707902716961,0.5,0.3842148785453,10
6,5,2,6.0,5.26053891295175,0.5,0.347019665899907,10
6,5,2,7.0,5.750398609064826,0.5,0.318849481315802,10
6,5,2,8.0,5.787969269788877,0.5,0.30206678064116,10
6,5,2,9.0,6.251514250402674,0.5,0.285963717946239,10
6,5,2,10.0,6.26926277298692,0.5,0.27986431528203404,10
6,5,2,11.0,6.3345123859047305,0.5,0.26543213789710096,10
6,5,2,12.0,6.441201139159214,0.5,0.260864270952783,10
6,5,2,13.0,6.613682677727027,0.5,0.25362430168961897,10
6,5,2,14.0,6.372725142409998,0.5,0.24246585034450197,10
6,5,2,15.0,6.2905990190957715,0.5,0.23892424096635498,10
6,5,3,1.0,3.181477207370625,0.5,0.510770759288955,10
6,5,3,2.0,3.261271604730866,0.5,0.42604461919305103,10
6,5,3,3.0,3.463743802202271,0.5,0.353751374300198,10
6,5,3,4.0,3.674321862492445,0.5,0.30634999058328305,10
6,5,3,5.0,3.931691628891291,0.5,0.26943811316744704,10
6,5,3,6.0,4.282062899986882,0.5,0.24456515764256803,10
6,5,3,7.0,4.452051789360613,0.5,0.22681678859397203,10
6,5,3,8.0,4.686622475877497,0.5,0.21331028802051602,10
6,5,3,9.0,4.85636094923742,0.5,0.204283220860781,10
6,5,3,10.0,5.023956492515741,0.5,0.197981095642362,10
6,5,3,11.0,5.012778920891396,0.5,0.19784765692043,10
6,5,3,12.0,5.293959320067279,0.5,0.19489756016981197,10
6,5,3,13.0,5.538872379588422,0.5,0.18922638256588908,10
6,5,3,14.0,5.572914827244773,0.5,0.184545102084261,10
6,5,3,15.0,5.5912982365598065,0.5,0.184760360605141,10
6,5,4,1.0,3.0766281493094354,0.5,0.492885978079868,10
6,5,4,2.0,3.077701606500191,0.5,0.398215256977985,10
6,5,4,3.0,3.1422543102778366,0.5,0.33277407557403005,10
6,5,4,4.0,3.397370887555263,0.5,0.279856781037389,10
6,5,4,5.0,3.5747730699530846,0.5,0.248910269599502,10
6,5,4,6.0,3.839386944952788,0.5,0.223132259673692,10
6,5,4,7.0,4.075391702887015,0.5,0.20655583396231597,10
6,5,4,8.0,4.291251509479906,0.5,0.193455393651492,10
6,5,4,9.0,4.33229150698003,0.5,0.187426763736316,10
6,5,4,10.0,4.567640789995013,0.5,0.1802847827841269,10
6,5,4,11.0,4.764377303903831,0.5,0.17673498022334722,10
6,5,4,12.0,4.7627422286621215,0.5,0.17583026679180572,10
6,5,4,13.0,4.770032773198978,0.5,0.170884763433303,10
6,5,4,14.0,5.078194129023443,0.5,0.16755763389552358,10
6,5,4,15.0,5.150926262095794,0.5,0.162859489113081,10
6,5,5,1.0,3.0559149019426903,0.5,0.479224544290087,10
6,5,5,2.0,3.0676139158107762,0.5,0.388996160952321,10
6,5,5,3.0,3.134929206867195,0.5,0.32228336951158,10
6,5,5,4.0,3.378274579659302,0.5,0.27361216857097603,10
6,5,5,5.0,3.527606125532883,0.5,0.239773375867882,10
6,5,5,6.0,3.799002684901345,0.5,0.21584106732346098,10
6,5,5,7.0,3.9410417554362027,0.5,0.2040242729231451,10
6,5,5,8.0,3.9290091490634844,0.5,0.187492341022342,10
6,5,5,9.0,4.134672890778384,0.5,0.18152738538629543,10
6,5,5,10.0,4.440240442042476,0.5,0.1733363360096175,10
6,5,5,11.0,4.471417396044053,0.5,0.17153806551135417,10
6,5,5,12.0,4.586302177117488,0.5,0.16893294989951801,10
6,5,5,13.0,4.733086615164574,0.5,0.16563335674116772,10
6,5,5,14.0,4.950504433142019,0.5,0.1614475323590262,10
6,5,5,15.0,4.750147503319886,0.5,0.15859053528870462,10
6,6,2,1.0,4.06265475213696,0.5,0.696021701185335,10
6,6,2,2.0,3.966898295004195,0.5,0.6533195035975211,10
6,6,2,3.0,4.125107423341757,0.5,0.579165773797663,10
6,6,2,4.0,4.437251645828517,0.5,0.5078106411099741,10
6,6,2,5.0,4.817695921426562,0.5,0.444227056910125,10
6,6,2,6.0,5.090655223258936,0.5,0.39472538830568704,10
6,6,2,7.0,5.494747293987003,0.5,0.35495335059256605,10
6,6,2,8.0,5.876743492049245,0.5,0.32884303443321905,10
6,6,2,9.0,6.279624805871929,0.5,0.309285077332478,10
6,6,2,10.0,6.322304338229428,0.5,0.29849257942436397,10
6,6,2,11.0,6.409487312704642,0.5,0.28610178180033097,10
6,6,2,12.0,6.410640828224944,0.5,0.274735259086907,10
6,6,2,13.0,6.870921070555655,0.5,0.266952523882803,10
6,6,2,14.0,6.291165010008517,0.5,0.259756504364531,10
6,6,2,15.0,6.838767823463716,0.5,0.250890570950315,10
6,6,3,1.0,3.426213118370435,0.5,0.44949271691298703,10
6,6,3,2.0,3.582148078008946,0.5,0.375378581884069,10
6,6,3,3.0,3.727035627935951,0.5,0.32023653235807603,10
6,6,3,4.0,3.8915001733859387,0.5,0.277787126221946,10
6,6,3,5.0,4.1065764512510174,0.5,0.251318113767734,10
6,6,3,6.0,4.318953504684639,0.5,0.230509199318808,10
6,6,3,7.0,4.493227947597341,0.5,0.218867268293227,10
6,6,3,8.0,4.816346689496787,0.5,0.20888652809684602,10
6,6,3,9.0,4.986141865635358,0.5,0.202707897903456,10
6,6,3,10.0,5.05717312876075,0.5,0.20029939232017496,10
6,6,3,11.0,5.221292528442176,0.5,0.19750745897763702,10
6,6,3,12.0,5.267548562073053,0.5,0.195988750109953,10
6,6,3,13.0,5.428890238438107,0.5,0.19451609401515702,10
6,6,3,14.0,5.558299405368444,0.5,0.19006849772968498,10
6,6,3,15.0,5.476419969113397,0.5,0.188777991008177,10
6,6,4,1.0,3.3813543315466514,0.5,0.40755945685960304,10
6,6,4,2.0,3.314444066405096,0.5,0.333274045566587,10
6,6,4,3.0,3.311921941875767,0.5,0.28004304327141105,10
6,6,4,4.0,3.4285661063871604,0.5,0.24357899927945598,10
6,6,4,5.0,3.553074382779738,0.5,0.222785668166929,10
6,6,4,6.0,3.7309597616161376,0.5,0.199812299123882,10
6,6,4,7.0,3.944678419014676,0.5,0.189176877632102,10
6,6,4,8.0,4.030057551759929,0.5,0.1797421851296938,10
6,6,4,9.0,4.315106240597221,0.5,0.173932700139987,10
6,6,4,10.0,4.4470634692415025,0.5,0.1689312861421297,10
6,6,4,11.0,4.472214243077854,0.5,0.1669419522140032,10
6,6,4,12.0,4.8012306802774685,0.5,0.16419796058845848,10
6,6,4,13.0,4.6661861434002345,0.5,0.1627852472158685,10
6,6,4,14.0,4.912866461825629,0.5,0.1591724950692286,10
6,6,4,15.0,4.692045717512117,0.5,0.15675814020172552,10
6,6,5,1.0,3.1892650378863023,0.5,0.385990676285364,10
6,6,5,2.0,3.141271440362371,0.5,0.313588992728865,10
6,6,5,3.0,3.1660658673245967,0.5,0.26690890741525497,10
6,6,5,4.0,3.2990112465895236,0.5,0.231512749042057,10
6,6,5,5.0,3.4108786439101815,0.5,0.209239483856213,10
6,6,5,6.0,3.553597394440591,0.5,0.191214682471943,10
6,6,5,7.0,3.6347144914561835,0.5,0.1803325978981748,10
6,6,5,8.0,3.825244103195594,0.5,0.1685083366048877,10
6,6,5,9.0,3.980002420003011,0.5,0.1658882902890436,10
6,6,5,10.0,4.1798657946458695,0.5,0.15805466961829479,10
6,6,5,11.0,4.34028306797873,0.5,0.15482269203682303,10
6,6,5,12.0,4.352301457843942,0.5,0.15409892400778352,10
6,6,5,13.0,4.479452680394941,0.5,0.15280631724729388,10
6,6,5,14.0,4.610673581158217,0.5,0.14873799211289912,10
6,6,5,15.0,4.60834247480269,0.5,0.14544538366557103,10
6,7,2,1.0,3.9466871360049898,0.5,0.6377751613178321,10
6,7,2,2.0,4.186799625514056,0.5,0.5866549247209609,10
6,7,2,3.0,4.497863758313308,0.5,0.530362911820145,10
6,7,2,4.0,4.811911367213429,0.5,0.472409640598793,10
6,7,2,5.0,5.14407462838799,0.5,0.43027190550429395,10
6,7,2,6.0,5.479294715238187,0.5,0.395324524933215,10
6,7,2,7.0,5.761823046917311,0.5,0.366390699922311,10
6,7,2,8.0,5.986944281065194,0.5,0.347354581351862,10
6,7,2,9.0,6.318725537823141,0.5,0.32946618461254895,10
6,7,2,10.0,6.350465307693367,0.5,0.31741045126083,10
6,7,2,11.0,6.714064076702695,0.5,0.30743898456555707,10
6,7,2,12.0,6.647730684932187,0.5,0.296103297782767,10
6,7,2,13.0,6.48464782886536,0.5,0.290384055983033,10
6,7,2,14.0,5.760728849251056,0.5,0.279307233598924,10
6,7,2,15.0,6.443679742256253,0.5,0.27198603352783296,10
6,7,3,1.0,3.8109276671942762,0.5,0.5315325200917099,10
6,7,3,2.0,3.822346828751022,0.5,0.453058998792903,10
6,7,3,3.0,3.835194185707983,0.5,0.386022449219361,10
6,7,3,4.0,3.926735726326155,0.5,0.33535006075092905,10
6,7,3,5.0,4.073932696734741,0.5,0.29858645993542,10
6,7,3,6.0,4.2800890713809245,0.5,0.26999760124864,10
6,7,3,7.0,4.57214377010767,0.5,0.247482558759217,10
6,7,3,8.0,4.714381490794018,0.5,0.231891683550046,10
6,7,3,9.0,5.067716517142182,0.5,0.221605023002243,10
6,7,3,10.0,5.0030396073039,0.5,0.21605895868582403,10
6,7,3,11.0,5.254746135599207,0.5,0.20943063027593697,10
6,7,3,12.0,5.306408809000406,0.5,0.208115772222934,10
6,7,3,13.0,5.407702201249843,0.5,0.20392724926418,10
6,7,3,14.0,5.621659038882358,0.5,0.19985807053947702,10
6,7,3,15.0,5.443587017013373,0.5,0.19711144585643897,10
6,7,4,1.0,2.999511985565503,0.5,0.395923860152135,10
6,7,4,2.0,3.1149539426329085,0.5,0.335867289498328,10
6,7,4,3.0,3.2158289401674875,0.5,0.29053969459305196,10
6,7,4,4.0,3.3693176492136687,0.5,0.251556419451175,10
6,7,4,5.0,3.546102345641244,0.5,0.221623600442246,10
6,7,4,6.0,3.727747470194327,0.5,0.203975186473982,10
6,7,4,7.0,3.928492634772411,0.5,0.189688754769619,10
6,7,4,8.0,4.171696173334718,0.5,0.179579346595315,10
6,7,4,9.0,4.221490010003446,0.5,0.171167107644476,10
6,7,4,10.0,4.368762399772362,0.5,0.16688522691069702,10
6,7,4,11.0,4.493571734842519,0.5,0.164699116825977,10
6,7,4,12.0,4.694319973162152,0.5,0.16167322544200902,10
6,7,4,13.0,4.705299523944224,0.5,0.159465568652356,10
6,7,4,14.0,4.984855336798412,0.5,0.15870194449542496,10
6,7,4,15.0,4.937512482556373,0.5,0.15631968335693003,10
6,7,5,1.0,2.8693276195317514,0.5,0.361570813025426,10
6,7,5,2.0,2.9067471785587555,0.5,0.307609478775398,10
6,7,5,3.0,2.964325966216071,0.5,0.262620715971274,10
6,7,5,4.0,3.0896200216163745,0.5,0.228369433953916,10
6,7,5,5.0,3.247131433086106,0.5,0.20270156702605102,10
6,7,5,6.0,3.378611366768377,0.5,0.185439957183688,10
6,7,5,7.0,3.551216587308856,0.5,0.17021219381147001,10
6,7,5,8.0,3.70875974672881,0.5,0.16264470949068432,10
6,7,5,9.0,3.867192653666037,0.5,0.1531964378849735,10
6,7,5,10.0,3.889635118259473,0.5,0.1513459358000448,10
6,7,5,11.0,4.084214130332323,0.5,0.1485630480068138,10
6,7,5,12.0,4.266558051955142,0.5,0.1475484823965289,10
6,7,5,13.0,4.3237399382199895,0.5,0.14579895871029258,10
6,7,5,14.0,4.365560649774928,0.5,0.141967331260964,10
6,7,5,15.0,4.489785627950745,0.5,0.1411574748932829,10
6,8,2,1.0,3.6301850542663807,0.5,0.744039188801947,10
6,8,2,2.0,3.6023159499890762,0.5,0.7154515376842531,10
6,8,2,3.0,3.934714805142367,0.5,0.6496768321938511,10
6,8,2,4.0,4.318886230703349,0.5,0.5756511581061681,10
6,8,2,5.0,4.654818446593157,0.5,0.517747888207836,10
6,8,2,6.0,5.2890514010970895,0.5,0.457630590587423,10
6,8,2,7.0,5.383570813725144,0.5,0.417336772045423,10
6,8,2,8.0,5.718984723153183,0.5,0.38286274341361703,10
6,8,2,9.0,6.082794792211981,0.5,0.363523457870226,10
6,8,2,10.0,6.29682943257101,0.5,0.34249745317103303,10
6,8,2,11.0,6.5471625401846545,0.5,0.325700490927891,10
6,8,2,12.0,6.669553713733826,0.5,0.31351637381645503,10
6,8,2,13.0,6.623880715312479,0.5,0.302261986979173,10
6,8,2,14.0,6.798600219167409,0.5,0.290616922335836,10
6,8,2,15.0,6.414302470449789,0.5,0.283626455066485,10
6,8,3,1.0,3.9914167808293546,0.5,0.48309044223076203,10
6,8,3,2.0,3.98802137046303,0.5,0.42846637863414094,10
6,8,3,3.0,4.042736445045381,0.5,0.379091307588277,10
6,8,3,4.0,4.153040513385921,0.5,0.335641919421514,10
6,8,3,5.0,4.312899423010744,0.5,0.3064522363565,10
6,8,3,6.0,4.566916458273236,0.5,0.27721698055383703,10
6,8,3,7.0,4.657794837429617,0.5,0.26103891824907,10
6,8,3,8.0,4.916458008268186,0.5,0.246227919470022,10
6,8,3,9.0,4.99284344090448,0.5,0.237402580147664,10
6,8,3,10.0,5.0301277714163275,0.5,0.230210990837945,10
6,8,3,11.0,5.245812334029477,0.5,0.22535729051673803,10
6,8,3,12.0,5.437928173115897,0.5,0.223156620222247,10
6,8,3,13.0,5.598013303366176,0.5,0.217309195541537,10
6,8,3,14.0,5.661153820672955,0.5,0.213462884004987,10
6,8,3,15.0,5.587358814121289,0.5,0.22684858757913798,9
6,8,4,1.0,3.267115559223122,0.5,0.374198566624488,10
6,8,4,2.0,3.3185338475603814,0.5,0.32002587603266897,10
6,8,4,3.0,3.361530036373268,0.5,0.275458271472929,10
6,8,4,4.0,3.484135714150481,0.5,0.24105863321647902,10
6,8,4,5.0,3.634001660951698,0.5,0.21648728147965302,10
6,8,4,6.0,3.7790938238288194,0.5,0.197051945664365,10
6,8,4,7.0,3.9063622500806585,0.5,0.18531840457364,10
6,8,4,8.0,4.151839309358303,0.5,0.178085474600924,10
6,8,4,9.0,4.20781840136705,0.5,0.172424441973748,10
6,8,4,10.0,4.492475690070581,0.5,0.168325396518168,10
6,8,4,11.0,4.471519920051332,0.5,0.168328561747702,10
6,8,4,12.0,4.671349024958674,0.5,0.16600057063901802,10
6,8,4,13.0,4.782434738576143,0.5,0.16582510117534,10
6,8,4,14.0,4.892021687730498,0.5,0.162968068097929,10
6,8,4,15.0,4.8962397386806105,0.5,0.16089052640919999,10
6,8,5,1.0,2.93127250904909,0.5,0.31232206667251905,10
6,8,5,2.0,2.964627527308011,0.5,0.265578105574782,10
6,8,5,3.0,3.0178325679260234,0.5,0.22868477512645702,10
6,8,5,4.0,3.1105349480124698,0.5,0.199660850831242,10
6,8,5,5.0,3.243371592651452,0.5,0.18323310471071103,10
6,8,5,6.0,3.363131317918067,0.5,0.17037892768689,10
6,8,5,7.0,3.5327227802444776,0.5,0.1615031010850932,10
6,8,5,8.0,3.6938823097342035,0.5,0.1518996832006154,10
6,8,5,9.0,3.7876007170138046,0.5,0.1490801524907424,10
6,8,5,10.0,4.017518490846985,0.5,0.1460171689525328,10
6,8,5,11.0,3.953439519807196,0.5,0.1449629210028482,10
6,8,5,12.0,4.0168169396471995,0.5,0.1445806600562023,10
6,8,5,13.0,4.282909859599266,0.5,0.14222740260160271,10
6,8,5,14.0,4.390047657115375,0.5,0.14140029400124848,10
6,8,5,15.0,4.417981444275811,0.5,0.1397053089816013,10
6,9,2,1.0,4.102425706576434,0.5,0.643927546336888,10
6,9,2,2.0,4.360292668695547,0.5,0.596773540856644,10
6,9,2,3.0,4.661797220210456,0.5,0.540351711660205,10
6,9,2,4.0,5.067209605795035,0.5,0.48747545608783305,10
6,9,2,5.0,5.3511031025272215,0.5,0.449212867063562,10
6,9,2,6.0,5.816365458364021,0.5,0.41799427206448503,10
6,9,2,7.0,6.030543304968159,0.5,0.397621329805956,10
6,9,2,8.0,6.354162176384497,0.5,0.38206190046964594,10
6,9,2,9.0,6.701231164072672,0.5,0.36771525802731997,10
6,9,2,10.0,7.171574619256325,0.5,0.35891866764816305,10
6,9,2,11.0,6.967996120670274,0.5,0.35059297013262003,10
6,9,2,12.0,7.122039481204047,0.5,0.341418514911777,10
6,9,2,13.0,7.3970943398425595,0.5,0.327865846716813,10
6,9,2,14.0,6.805391424560867,0.5,0.322078579677217,10
6,9,2,15.0,7.461854089559057,0.5,0.313748400438817,10
6,9,3,1.0,3.9911536890891655,0.5,0.45370479161299804,10
6,9,3,3.0,4.280303674103007,0.5,0.35223856940504705,9
6,9,3,4.0,4.427239086603188,0.5,0.320244346199499,10
6,9,3,6.0,4.752631866141868,0.5,0.27770834606597294,9
6,9,3,8.0,5.097430618888771,0.5,0.257799412898993,9
6,9,3,9.0,5.130076709398715,0.5,0.24916755111124597,10
6,9,3,10.0,5.499574411531832,0.5,0.245115301668555,10
6,9,3,11.0,5.3853695081075035,0.5,0.24435681146161498,10
6,9,3,12.0,5.4917169711428535,0.5,0.23968115857766303,10
6,9,3,14.0,5.654209835294026,0.5,0.232003144826841,10
6,9,3,15.0,5.785505172214698,0.5,0.228419472534862,10
6,9,3,2.0,4.317595679104141,0.5,0.396943995618731,9
6,9,3,5.0,4.754960549296705,0.5,0.295816869816126,8
6,9,3,7.0,5.083297789063846,0.5,0.26726494811715595,8
6,9,3,13.0,5.7821656832211765,0.5,0.236803954934229,9
6,9,4,1.0,3.5597440817513584,0.5,0.3645352272257,10
6,9,4,2.0,3.5915980328815236,0.5,0.307242556102713,10
6,9,4,3.0,3.5982308673239056,0.5,0.26420745286053504,10
6,9,4,4.0,3.650302136884356,0.5,0.234481878769649,10
6,9,4,5.0,3.763202392550308,0.5,0.214025297216351,10
6,9,4,6.0,3.870382247919828,0.5,0.19524912163035701,10
6,9,4,7.0,3.9851693362123,0.5,0.18739938470148998,10
6,9,4,8.0,4.115445134574735,0.5,0.181415242921606,10
6,9,4,9.0,4.294511476398863,0.5,0.17777253035055102,10
6,9,4,10.0,4.430513242423904,0.5,0.175739631683479,10
6,9,4,11.0,4.595207301250254,0.5,0.17348372222709502,10
6,9,4,12.0,4.679343840230435,0.5,0.173819074520113,10
6,9,4,13.0,4.815043070542007,0.5,0.17281574639679498,10
6,9,4,14.0,4.704674315816117,0.5,0.170231380848382,10
6,9,4,15.0,4.993714238219189,0.5,0.168686610367416,10
6,9,5,1.0,3.010277818355553,0.5,0.29798591902982097,10
6,9,5,2.0,3.013097761642311,0.5,0.256414760422285,10
6,9,5,3.0,3.0463884878339713,0.5,0.222917235068191,10
6,9,5,4.0,3.124175270871461,0.5,0.197397065852024,10
6,9,5,5.0,3.269817401584295,0.5,0.18068160779624598,10
6,9,5,6.0,3.365539657135799,0.5,0.166987327532843,10
6,9,5,7.0,3.522302898576576,0.5,0.157013457099446,10
6,9,5,8.0,3.5975397096689337,0.5,0.15111564684927792,10
6,9,5,9.0,3.791025068038769,0.5,0.1463745619828924,10
6,9,5,10.0,3.851040678515039,0.5,0.14536623088812772,10
6,9,5,11.0,4.0299733059913505,0.5,0.1434875728653871,10
6,9,5,12.0,4.173324426087235,0.5,0.14318747673116738,10
6,9,5,13.0,4.1864221674268824,0.5,0.14237858400014253,10
6,9,5,14.0,4.460389833920579,0.5,0.14097033371732448,10
6,9,5,15.0,4.516468283451025,0.5,0.1388813731423454,10
