L,N,nmax,W,gamma,lambda_shape_rmse,lambda_shape_corr,n_U
6,4,5,5.0,1.0,0.12669486136222904,0.9718882071737672,10
6,4,5,6.0,1.0,0.10625051373170921,0.9821864899133361,10
6,4,5,7.0,1.0,0.1121588903174127,0.9823150832217223,10
6,4,5,8.0,1.0,0.09695051664488923,0.9860734457031638,10
6,4,5,9.0,1.0,0.07151753241655924,0.9923000864425899,10
6,4,5,10.0,1.0,0.09963933933774972,0.9876404770600339,10
6,4,5,11.0,1.0,0.08514852003577678,0.990272041798759,10
6,4,5,12.0,1.0,0.09630624919456952,0.9886754836742129,10
6,4,5,13.0,1.0,0.06916223371049843,0.993723002062479,10
6,4,5,14.0,1.0,0.10274680202670505,0.9886508270089874,10
6,4,5,15.0,1.0,0.13630291521943025,0.9791787873432289,10
6,5,2,1.0,1.0,0.2649418828363164,0.8445450486522058,10
6,5,2,2.0,1.0,0.25783336363872705,0.8613936077440956,10
6,5,2,3.0,1.0,0.2453435005390535,0.8884057864527632,10
6,5,2,4.0,1.0,0.2177960264423337,0.9216587254968917,10
6,5,2,5.0,1.0,0.2053105081340919,0.9413110064338048,10
6,5,2,6.0,1.0,0.1637059980605892,0.9607911536897394,10
6,5,2,7.0,1.0,0.1553678425007004,0.9697246799822952,10
6,5,2,8.0,1.0,0.12872784218414754,0.9768509454406771,10
6,5,2,9.0,1.0,0.12509846833671345,0.983910628939519,10
6,5,2,10.0,1.0,0.09872960909689532,0.9878239148642689,10
6,5,2,11.0,1.0,0.07560866992064609,0.9905703102684009,10
6,5,2,12.0,1.0,0.10881346257051921,0.9871528410025511,10
6,5,2,13.0,1.0,0.12483637338150698,0.9771485567037945,10
6,5,2,14.0,1.0,0.06876419883413769,0.989795107038194,10
6,5,2,15.0,1.0,0.1039074313472304,0.9880578935265912,10
6,5,3,1.0,1.0,0.2095073182405655,0.8945487972623758,10
6,5,3,2.0,1.0,0.19463762055425232,0.9083223065007185,10
6,5,3,3.0,1.0,0.1788701215705376,0.9318798067883378,10
6,5,3,4.0,1.0,0.15794923327624324,0.9528405862978154,10
6,5,3,5.0,1.0,0.13925740085917565,0.9676694674599785,10
6,5,3,6.0,1.0,0.128359248154301,0.9754893282170236,10
6,5,3,7.0,1.0,0.10275656897727238,0.9850310982104057,10
6,5,3,8.0,1.0,0.08673662188438058,0.9895148364204926,10
6,5,3,9.0,1.0,0.08049741960797016,0.9908918621782824,10
6,5,3,10.0,1.0,0.0745986136101915,0.992503545026211,10
6,5,3,11.0,1.0,0.05879594838294705,0.9948022859670144,10
6,5,3,12.0,1.0,0.07512464256451469,0.9913285732491808,10
6,5,3,13.0,1.0,0.08550120158472035,0.9916030395008932,10
6,5,3,14.0,1.0,0.07906453186203849,0.992264288051067,10
6,5,3,15.0,1.0,0.0923160089816659,0.9914052920697201,10
6,5,4,1.0,1.0,0.2010438068155999,0.9020322145992303,10
6,5,4,2.0,1.0,0.18235858202498076,0.9184029007001305,10
6,5,4,3.0,1.0,0.15441873257509628,0.9445342910172061,10
6,5,4,4.0,1.0,0.14211346120978965,0.9586468675330703,10
6,5,4,5.0,1.0,0.12336043393132338,0.9718856143128288,10
6,5,4,6.0,1.0,0.11549287029339579,0.9776712703426257,10
6,5,4,7.0,1.0,0.10402854869353319,0.9832214941429316,10
6,5,4,8.0,1.0,0.09712357820649055,0.9859272116493433,10
6,5,4,9.0,1.0,0.07592691715376364,0.9906632607501382,10
6,5,4,10.0,1.0,0.08106413703912399,0.9909346274990029,10
6,5,4,11.0,1.0,0.08573246457629757,0.9894920475733904,10
6,5,4,12.0,1.0,0.07293840571176766,0.9925108352585387,10
6,5,4,13.0,1.0,0.06794517931006927,0.9944228109124852,10
6,5,4,14.0,1.0,0.0796203286365353,0.9922740678909823,10
6,5,4,15.0,1.0,0.07631586394331422,0.993070746292904,10
6,5,5,1.0,1.0,0.1981915104575465,0.9034048484999311,10
6,5,5,2.0,1.0,0.17877010467156418,0.9208633166121575,10
6,5,5,3.0,1.0,0.15428259820552143,0.9454258936795,10
6,5,5,4.0,1.0,0.14311206448024516,0.9578405557473294,10
6,5,5,5.0,1.0,0.12454767997821709,0.9718661745879721,10
6,5,5,6.0,1.0,0.11823821264281496,0.9767012744378143,10
6,5,5,7.0,1.0,0.1046966226137591,0.9828025097650316,10
6,5,5,8.0,1.0,0.06965994155584465,0.9922706201973746,10
6,5,5,9.0,1.0,0.06339973082720983,0.9932965298741973,10
6,5,5,10.0,1.0,0.07206071387536157,0.9918768219855594,10
6,5,5,11.0,1.0,0.060860403553142185,0.9936890605769509,10
6,5,5,12.0,1.0,0.06779172644718591,0.9933427682020465,10
6,5,5,13.0,1.0,0.07132655207417886,0.9930458716284013,10
6,5,5,14.0,1.0,0.09556650923371274,0.9894624600402053,10
6,5,5,15.0,1.0,0.05415270912782009,0.9963531532425698,10
6,6,2,1.0,1.0,0.2989714590770474,0.819550677195825,10
6,6,2,2.0,1.0,0.2635828724400808,0.861031174390576,10
6,6,2,3.0,1.0,0.2284047233830327,0.9037604174679569,10
6,6,2,4.0,1.0,0.20131332196193907,0.9318856872496245,10
6,6,2,5.0,1.0,0.18943260971193263,0.9468772022209053,10
6,6,2,6.0,1.0,0.15018941760154092,0.9668662943127624,10
6,6,2,7.0,1.0,0.14338414935196925,0.974901623135093,10
6,6,2,8.0,1.0,0.1273547297049408,0.9802586926498305,10
6,6,2,9.0,1.0,0.1520307157388865,0.9770547659861359,10
6,6,2,10.0,1.0,0.1139262252045395,0.9837750489887063,10
6,6,2,11.0,1.0,0.0947107195967578,0.9856393362136073,10
6,6,2,12.0,1.0,0.09899234562754058,0.980328153275469,10
6,6,2,13.0,1.0,0.12008619500625686,0.9817372889187622,10
6,6,2,14.0,1.0,0.09655705809938436,0.9812932412505684,10
6,6,2,15.0,1.0,0.17408029608939987,0.9702664572932567,10
6,6,3,1.0,1.0,0.23775510272915534,0.8682941239930322,10
6,6,3,2.0,1.0,0.23260121601903225,0.87690853796608,10
6,6,3,3.0,1.0,0.21162187264222912,0.9064103253177155,10
6,6,3,4.0,1.0,0.1848559167186726,0.9371270331811163,10
6,6,3,5.0,1.0,0.1575729448225408,0.9584478390141826,10
6,6,3,6.0,1.0,0.13769650211379106,0.9720071888529547,10
6,6,3,7.0,1.0,0.10676852142422863,0.9836075334842039,10
6,6,3,8.0,1.0,0.10927305656663944,0.983870841852836,10
6,6,3,9.0,1.0,0.08704677332404065,0.9890472783108346,10
6,6,3,10.0,1.0,0.07880080734773735,0.9909384422162127,10
6,6,3,11.0,1.0,0.0761265063550168,0.9919212099390281,10
6,6,3,12.0,1.0,0.07261160611353597,0.993774549867709,10
6,6,3,13.0,1.0,0.08041961915204537,0.9909301293599181,10
6,6,3,14.0,1.0,0.07366651716765255,0.9923981875040654,10
6,6,3,15.0,1.0,0.05697002093443565,0.99625228261356,10
6,6,4,1.0,1.0,0.23001319584993268,0.8747824602905039,10
6,6,4,2.0,1.0,0.2058722326031753,0.8985884138945863,10
6,6,4,3.0,1.0,0.1756469660937823,0.929901810390984,10
6,6,4,4.0,1.0,0.15373532621275107,0.952314307696557,10
6,6,4,5.0,1.0,0.1295084636750204,0.9686210461406258,10
6,6,4,6.0,1.0,0.11299136924719796,0.9788656479855563,10
6,6,4,7.0,1.0,0.10508498928115949,0.9826149757931546,10
6,6,4,8.0,1.0,0.07556221290664768,0.9905034372598424,10
6,6,4,9.0,1.0,0.08137181990605989,0.9895181090986211,10
6,6,4,10.0,1.0,0.0732020552248026,0.9916915206286974,10
6,6,4,11.0,1.0,0.06586743682919043,0.9938862248436415,10
6,6,4,12.0,1.0,0.09474855273189214,0.9889644891627952,10
6,6,4,13.0,1.0,0.05276601946010867,0.9961480972012461,10
6,6,4,14.0,1.0,0.07100205421320475,0.9939180762792107,10
6,6,4,15.0,1.0,0.03566145177956558,0.9982332294073608,10
6,6,5,1.0,1.0,0.20921852548029207,0.8925875163244114,10
6,6,5,2.0,1.0,0.18847034223104048,0.9124359533729411,10
6,6,5,3.0,1.0,0.16260832596980826,0.9381127854987504,10
6,6,5,4.0,1.0,0.14294351281548828,0.9571948479478428,10
6,6,5,5.0,1.0,0.12598524203481193,0.9701822027683964,10
6,6,5,6.0,1.0,0.1060357227013075,0.9802260525276032,10
6,6,5,7.0,1.0,0.0829671289584894,0.9882297065126353,10
6,6,5,8.0,1.0,0.07791291246209563,0.9899133009277071,10
6,6,5,9.0,1.0,0.06719482475800469,0.9918603765718605,10
6,6,5,10.0,1.0,0.07351168240694526,0.9916292638610203,10
6,6,5,11.0,1.0,0.07349473632174931,0.9919198570093789,10
6,6,5,12.0,1.0,0.07067956736738837,0.9930750308616952,10
6,6,5,13.0,1.0,0.06576298560946596,0.9928215499482154,10
6,6,5,14.0,1.0,0.06626727382001717,0.9942704859206747,10
6,6,5,15.0,1.0,0.06070747239246721,0.99525974627543,10
6,7,2,1.0,1.0,0.28968716013482887,0.8201076242831428,10
6,7,2,2.0,1.0,0.2812708455375191,0.8393502270096694,10
6,7,2,3.0,1.0,0.2629690783464205,0.871637776822598,10
6,7,2,4.0,1.0,0.2399011498752909,0.9027530395579833,10
6,7,2,5.0,1.0,0.2155943952023843,0.9322274754740317,10
6,7,2,6.0,1.0,0.1937309184155722,0.9486906807028028,10
6,7,2,7.0,1.0,0.16431729743537582,0.9651878269635281,10
6,7,2,8.0,1.0,0.13183495003035078,0.9767231543890502,10
6,7,2,9.0,1.0,0.13760963721168273,0.9768680542532938,10
6,7,2,10.0,1.0,0.11612198187931097,0.9829460315707892,10
6,7,2,11.0,1.0,0.12275439032846064,0.9737861644051802,10
6,7,2,12.0,1.0,0.15929411410963304,0.9738654640151078,10
6,7,2,13.0,1.0,0.10072014173692162,0.9769219096309164,10
6,7,2,14.0,1.0,0.0504110684100347,0.9939800190998868,10
6,7,2,15.0,1.0,0.09093593476290178,0.9871408042808251,10
6,7,3,1.0,1.0,0.2783778711275374,0.8350279456116975,10
6,7,3,2.0,1.0,0.2591925285692611,0.8568221337753916,10
6,7,3,3.0,1.0,0.2241608178056437,0.8994777521837609,10
6,7,3,4.0,1.0,0.18967855439999673,0.93459294231579,10
6,7,3,5.0,1.0,0.1549943803478275,0.960131741619832,10
6,7,3,6.0,1.0,0.12666628884651476,0.9749161060164291,10
6,7,3,7.0,1.0,0.11761681102971984,0.9803082918977354,10
6,7,3,8.0,1.0,0.09222434202359013,0.9879526738031692,10
6,7,3,9.0,1.0,0.11060026623796175,0.9845659098432135,10
6,7,3,10.0,1.0,0.07042160488247032,0.9926938676127569,10
6,7,3,11.0,1.0,0.074613796754174,0.9910849574152726,10
6,7,3,12.0,1.0,0.06774528269919468,0.9936608875611221,10
6,7,3,13.0,1.0,0.08310253899901596,0.9913065055849359,10
6,7,3,14.0,1.0,0.0853049164811588,0.9916082716415086,10
6,7,3,15.0,1.0,0.05155762463961076,0.9961782034788594,10
6,7,4,1.0,1.0,0.19857571492688844,0.9020422915092214,10
6,7,4,2.0,1.0,0.19201523666359954,0.9098925859679452,10
6,7,4,3.0,1.0,0.16900974189141785,0.934079647973844,10
6,7,4,4.0,1.0,0.148400188681431,0.9544147310078218,10
6,7,4,5.0,1.0,0.13154399425581106,0.9678770277880755,10
6,7,4,6.0,1.0,0.11535123008640716,0.977038110206403,10
6,7,4,7.0,1.0,0.1052717195203779,0.9819947683281215,10
6,7,4,8.0,1.0,0.10028815383559295,0.9843223531924611,10
6,7,4,9.0,1.0,0.07200960968149187,0.9911384519246086,10
6,7,4,10.0,1.0,0.07104425677372116,0.9910912686923584,10
6,7,4,11.0,1.0,0.0685397875916842,0.9925966811591286,10
6,7,4,12.0,1.0,0.07603091617953528,0.9919494437089527,10
6,7,4,13.0,1.0,0.06348663772789326,0.994858141895414,10
6,7,4,14.0,1.0,0.08221834446398618,0.9919614430164293,10
6,7,4,15.0,1.0,0.069271088586516,0.9938813854491687,10
6,7,5,1.0,1.0,0.18193398060011418,0.9141061841788496,10
6,7,5,2.0,1.0,0.1696079385795785,0.9264608649180864,10
6,7,5,3.0,1.0,0.14742308948893285,0.9477513885785003,10
6,7,5,4.0,1.0,0.12753295760434774,0.9639566815703318,10
6,7,5,5.0,1.0,0.11118452328485545,0.9748323391984772,10
6,7,5,6.0,1.0,0.09436842363250972,0.9827536534345713,10
6,7,5,7.0,1.0,0.08791468310510966,0.9861289101813794,10
6,7,5,8.0,1.0,0.07524070030883243,0.9895321232077958,10
6,7,5,9.0,1.0,0.07016654852938538,0.9912707088415784,10
6,7,5,10.0,1.0,0.05592546841315965,0.9942603992438164,10
6,7,5,11.0,1.0,0.06464397443558094,0.993228429611495,10
6,7,5,12.0,1.0,0.06800439014829171,0.9929919748098346,10
6,7,5,13.0,1.0,0.06894177557797149,0.9935312802193809,10
6,7,5,14.0,1.0,0.05975115617859649,0.995363890581628,10
6,7,5,15.0,1.0,0.051016605667767105,0.9961278575225716,10
6,8,2,1.0,1.0,0.2427244785258221,0.865028726269716,10
6,8,2,2.0,1.0,0.22209678953302253,0.8917008377963401,10
6,8,2,3.0,1.0,0.21250660941307833,0.914302448132048,10
6,8,2,4.0,1.0,0.18700592874416108,0.9398858716443795,10
6,8,2,5.0,1.0,0.1703636817867691,0.9599705688299853,10
6,8,2,6.0,1.0,0.16335714962317063,0.957824740514005,10
6,8,2,7.0,1.0,0.12923236188525228,0.9797978314257513,10
6,8,2,8.0,1.0,0.11196870015336922,0.9820653594964979,10
6,8,2,9.0,1.0,0.12158510693762505,0.9800044628017901,10
6,8,2,10.0,1.0,0.10997627448552967,0.9841778444126009,10
6,8,2,11.0,1.0,0.10626241200271412,0.9853317088874396,10
6,8,2,12.0,1.0,0.14862963102274276,0.9752653986338335,10
6,8,2,13.0,1.0,0.1367016568335903,0.977769014382309,10
6,8,2,14.0,1.0,0.13498755625718223,0.9801498689929105,10
6,8,2,15.0,1.0,0.1371894420559541,0.977165775250654,10
6,8,3,1.0,1.0,0.2956843568349139,0.8164301925131784,10
6,8,3,2.0,1.0,0.2786514561639656,0.8394264289201573,10
6,8,3,3.0,1.0,0.24579090419402308,0.8817869167712613,10
6,8,3,4.0,1.0,0.21059258965558073,0.9216014367474901,10
6,8,3,5.0,1.0,0.17860970154869454,0.9487347852354839,10
6,8,3,6.0,1.0,0.1564459617839665,0.9653029532134537,10
6,8,3,7.0,1.0,0.1269503290660241,0.9780541539489357,10
6,8,3,8.0,1.0,0.11534643031983048,0.9821958681458424,10
6,8,3,9.0,1.0,0.08484264783573056,0.9897265392153678,10
6,8,3,10.0,1.0,0.07138021424032791,0.9925109235891613,10
6,8,3,11.0,1.0,0.08438608196086432,0.9904959419121414,10
6,8,3,12.0,1.0,0.10038208418937176,0.9882009732730298,10
6,8,3,13.0,1.0,0.09632743713935987,0.9890675815764396,10
6,8,3,14.0,1.0,0.10261608152138982,0.9885892916772306,10
6,8,3,15.0,1.0,0.11414175162483532,0.984634280121994,9
6,8,4,1.0,1.0,0.22376300752722142,0.8780668633838188,10
6,8,4,2.0,1.0,0.21246323958850127,0.8924169543269208,10
6,8,4,3.0,1.0,0.18541801630017402,0.922384536999264,10
6,8,4,4.0,1.0,0.16443897828969944,0.945239345594886,10
6,8,4,5.0,1.0,0.14237474205494932,0.9626136169820939,10
6,8,4,6.0,1.0,0.1197876991008795,0.9754816745093201,10
6,8,4,7.0,1.0,0.09732427018649517,0.9844534606968736,10
6,8,4,8.0,1.0,0.09994436772067268,0.9845404281906723,10
6,8,4,9.0,1.0,0.07892159313665081,0.9898427020413519,10
6,8,4,10.0,1.0,0.08888766257173576,0.9878854886389716,10
6,8,4,11.0,1.0,0.06446206198004051,0.993600945798804,10
6,8,4,12.0,1.0,0.07478884148741875,0.9921889971527966,10
6,8,4,13.0,1.0,0.0808605372712464,0.9907602195953816,10
6,8,4,14.0,1.0,0.0784417710909406,0.992606684656797,10
6,8,4,15.0,1.0,0.06139875796200331,0.9951948675554241,10
6,8,5,1.0,1.0,0.18786835177272088,0.9062575680746638,10
6,8,5,2.0,1.0,0.17581533022186102,0.9196387598392698,10
6,8,5,3.0,1.0,0.1547464612479112,0.9414945366324621,10
6,8,5,4.0,1.0,0.13267407536371276,0.9609128441505997,10
6,8,5,5.0,1.0,0.11763242229438688,0.9717395581667096,10
6,8,5,6.0,1.0,0.1029200624278919,0.9795437410864798,10
6,8,5,7.0,1.0,0.09114461146121726,0.9845043166057027,10
6,8,5,8.0,1.0,0.08324548230644103,0.9875653271275069,10
6,8,5,9.0,1.0,0.07606921889713454,0.9898249229022003,10
6,8,5,10.0,1.0,0.0788792212975904,0.9891984832174181,10
6,8,5,11.0,1.0,0.05880159259422504,0.9941245370612636,10
6,8,5,12.0,1.0,0.05202140764000169,0.9957329934770388,10
6,8,5,13.0,1.0,0.06016411182998781,0.9946964926309045,10
6,8,5,14.0,1.0,0.06066478641075942,0.9947291045690815,10
6,8,5,15.0,1.0,0.05060387324273159,0.9966317239920789,10
6,9,2,1.0,1.0,0.31772475516126925,0.7887872912498864,10
6,9,2,2.0,1.0,0.30398766269469174,0.8172525345093882,10
6,9,2,3.0,1.0,0.2833907176232214,0.8555596912235108,10
6,9,2,4.0,1.0,0.26160829256291646,0.8902582190390927,10
6,9,2,5.0,1.0,0.2397355721493763,0.9176345805416443,10
6,9,2,6.0,1.0,0.23695620221609157,0.9254359522679694,10
6,9,2,7.0,1.0,0.1926246581687919,0.9497851961525781,10
6,9,2,8.0,1.0,0.18395980913514395,0.95645283881039,10
6,9,2,9.0,1.0,0.20470817934104224,0.9574449912395191,10
6,9,2,10.0,1.0,0.2140908120461511,0.9527320017703733,10
6,9,2,11.0,1.0,0.15443858669368382,0.9687316491775888,10
6,9,2,12.0,1.0,0.20619815655126392,0.9492778375534514,10
6,9,2,13.0,1.0,0.1804411548803916,0.9451040710141803,10
6,9,2,14.0,1.0,0.15051522287126792,0.965716288242683,10
6,9,2,15.0,1.0,0.2645141278001729,0.934140939354196,10
6,9,3,1.0,1.0,0.3008425542643042,0.8086989460898644,10
6,9,3,3.0,1.0,0.22459462542123879,0.897962170410802,9
6,9,3,4.0,1.0,0.23610356877992925,0.9041382169877051,10
6,9,3,6.0,1.0,0.16025380763532868,0.9590722708322916,9
6,9,3,8.0,1.0,0.11171059108330746,0.9807546279292689,9
6,9,3,9.0,1.0,0.09872507577168273,0.9861730971861299,10
6,9,3,10.0,1.0,0.13102940234425506,0.9806123517368099,10
6,9,3,11.0,1.0,0.08319266939052367,0.98976819278978,10
6,9,3,12.0,1.0,0.08710148616027244,0.9905916607745747,10
6,9,3,14.0,1.0,0.08072569158067484,0.9902824828170699,10
6,9,3,15.0,1.0,0.08060912628572982,0.9912198624111677,10
6,9,3,2.0,1.0,0.19988655007615927,0.9085653740906893,9
6,9,3,5.0,1.0,0.15613915901332553,0.9451613267040105,8
6,9,3,7.0,1.0,0.10515758360520627,0.9782901578929486,8
6,9,3,13.0,1.0,0.07181766336938408,0.9931524458988344,9
6,9,4,1.0,1.0,0.25390979965850025,0.8506825320159276,10
6,9,4,2.0,1.0,0.2430155339863467,0.8658980966478861,10
6,9,4,3.0,1.0,0.21353315067580544,0.9020264969210711,10
6,9,4,4.0,1.0,0.1826408418718325,0.9340106210617813,10
6,9,4,5.0,1.0,0.15746062054600993,0.9553807677190902,10
6,9,4,6.0,1.0,0.13119494929898753,0.9713244908698503,10
6,9,4,7.0,1.0,0.10918199184440627,0.9807721528970903,10
6,9,4,8.0,1.0,0.09078059918303691,0.9868342562317847,10
6,9,4,9.0,1.0,0.08204573209739652,0.9887070269848278,10
6,9,4,10.0,1.0,0.07835486497610855,0.990271908480419,10
6,9,4,11.0,1.0,0.08505656627087972,0.9900872236964472,10
6,9,4,12.0,1.0,0.07249580512266976,0.9924486677566267,10
6,9,4,13.0,1.0,0.07482884859154929,0.9922598312731817,10
6,9,4,14.0,1.0,0.05152666648876278,0.9967632031275376,10
6,9,4,15.0,1.0,0.0639330991068811,0.9947023594445968,10
6,9,5,1.0,1.0,0.197655887287945,0.8975567324051257,10
6,9,5,2.0,1.0,0.18400341658280098,0.9130287636606018,10
6,9,5,3.0,1.0,0.16118913841086197,0.9376428744721181,10
6,9,5,4.0,1.0,0.13983908143028326,0.956432550090332,10
6,9,5,5.0,1.0,0.12386365846190446,0.9682095990871397,10
6,9,5,6.0,1.0,0.1050853350703671,0.978343573065088,10
