L,nmax,U,W,N0,A,B,n_N
6,2,1.0,1.0,6.0,0.8327669199447734,0.0017633617565566537,7
6,2,1.0,2.0,6.0,0.8210355854328374,0.0026332665796064336,7
6,2,1.0,3.0,6.0,0.7874475794417503,0.006327302132580862,7
6,2,1.0,4.0,6.0,0.7381056846350206,0.011854622586250585,7
6,2,1.0,5.0,6.0,0.6784377660293291,0.015547556409689491,7
6,2,1.0,6.0,6.0,0.6237998743313525,0.017601011682334276,7
6,2,1.0,7.0,6.0,0.5739098409124118,0.02003049060744763,7
6,2,1.0,8.0,6.0,0.5286864663738668,0.019301716377956708,7
6,2,1.0,9.0,6.0,0.4802438194039463,0.018541349490173584,7
6,2,1.0,10.0,6.0,0.4488073793660191,0.01645414055372944,7
6,2,1.0,11.0,6.0,0.4207285797262359,0.018170271547102355,7
6,2,1.0,12.0,6.0,0.3899255357563192,0.01606440634897647,7
6,2,1.0,13.0,6.0,0.36804150641511785,0.015704166793281172,7
6,2,1.0,14.0,6.0,0.34785556243242965,0.016651177100688398,7
6,2,1.0,15.0,6.0,0.3210767693215935,0.015735246714382485,7
6,2,2.0,1.0,6.0,0.8139347195251734,0.006966356857640513,7
6,2,2.0,2.0,6.0,0.7996215334046927,0.007830611444047222,7
6,2,2.0,3.0,6.0,0.7667412597103477,0.010538383661979425,7
6,2,2.0,4.0,6.0,0.7207525595860703,0.014745648372751663,7
6,2,2.0,5.0,6.0,0.6707676931036921,0.01812285692747257,7
6,2,2.0,6.0,6.0,0.6147019445793536,0.016947356604940227,7
6,2,2.0,7.0,6.0,0.5689031200444254,0.020445286489538004,7
6,2,2.0,8.0,6.0,0.5196682608116661,0.02003056023056408,7
6,2,2.0,9.0,6.0,0.4841909093175743,0.018545648770455423,7
6,2,2.0,10.0,6.0,0.4465066366849602,0.017710269974181347,7
6,2,2.0,11.0,6.0,0.41321371014211083,0.01830960883093955,7
6,2,2.0,12.0,6.0,0.3881531889384853,0.017250926772293878,7
6,2,2.0,13.0,6.0,0.3617407546904888,0.018285477958881878,7
6,2,2.0,14.0,6.0,0.3474688767448661,0.01662425760684489,7
6,2,2.0,15.0,6.0,0.3259749936245689,0.016903933078468984,7
6,2,3.0,1.0,6.0,0.7761834190348235,0.01291479082712997,7
6,2,3.0,2.0,6.0,0.753956838651597,0.0148808854557458,7
6,2,3.0,3.0,6.0,0.7244601126233166,0.016538634890163034,7
6,2,3.0,4.0,6.0,0.6846548034918902,0.01792553466478864,7
6,2,3.0,5.0,6.0,0.6387586301918983,0.020448157502144428,7
6,2,3.0,6.0,6.0,0.5941509999375675,0.020979559613721714,7
6,2,3.0,7.0,6.0,0.5489198332996625,0.021839694963660523,7
6,2,3.0,8.0,6.0,0.5116030444873049,0.022464891661493718,7
6,2,3.0,9.0,6.0,0.4749938582940283,0.020105442425074567,7
6,2,3.0,10.0,6.0,0.43934867162842745,0.020940644311116086,7
6,2,3.0,11.0,6.0,0.4110597424793709,0.01958953584808072,7
6,2,3.0,12.0,6.0,0.3845313601268289,0.019417499414539404,7
6,2,3.0,13.0,6.0,0.35765198077564764,0.01693036011802412,7
6,2,3.0,14.0,6.0,0.3375917883085157,0.017082859275883374,7
6,2,3.0,15.0,6.0,0.3192915592156688,0.01582796964408198,7
6,2,4.0,1.0,6.0,0.7378726274901677,0.01138540367010027,7
6,2,4.0,2.0,6.0,0.7063625756442582,0.01823679471020737,7
6,2,4.0,3.0,6.0,0.6686669838803766,0.021418219947813493,7
6,2,4.0,4.0,6.0,0.6311482360398408,0.022535383830957996,7
6,2,4.0,5.0,6.0,0.593923019767612,0.022925637192275274,7
6,2,4.0,6.0,6.0,0.5582832171021455,0.02371104610096821,7
6,2,4.0,7.0,6.0,0.5221197992767255,0.022805145228674144,7
6,2,4.0,8.0,6.0,0.4894201185499546,0.020553666904286356,7
6,2,4.0,9.0,6.0,0.45595829432801793,0.021748292735779415,7
6,2,4.0,10.0,6.0,0.4246017554310645,0.02031898369187358,7
6,2,4.0,11.0,6.0,0.3975088219360763,0.02027295222892315,7
6,2,4.0,12.0,6.0,0.37508148209379283,0.019501305902152606,7
6,2,4.0,13.0,6.0,0.3511337686882783,0.01730666002715262,7
6,2,4.0,14.0,6.0,0.33377600451263717,0.017278395908806206,7
6,2,4.0,15.0,6.0,0.31345989901326254,0.015965876852239654,7
6,2,5.0,1.0,6.0,0.7097020464265815,0.007590669973444137,7
6,2,5.0,2.0,6.0,0.6683289013420818,0.016627783750455705,7
6,2,5.0,3.0,6.0,0.6213630878135292,0.02223282644576336,7
6,2,5.0,4.0,6.0,0.5788595179569916,0.02457599762121129,7
6,2,5.0,5.0,6.0,0.5439599551099613,0.02405083015096421,7
6,2,5.0,6.0,6.0,0.5141997796302206,0.025070511845009906,7
6,2,5.0,7.0,6.0,0.48507286647972536,0.02384395056486208,7
6,2,5.0,8.0,6.0,0.45801436533373224,0.023597673517560504,7
