L,N,nmax,W,U_max_used,s_infinity_estimate,D_full,D_hardcore,lnDhc_over_lnD,ratio_to_hardcore_bound
6,7,3,12.0,10.0,0.208115772222934,456,0,nan,nan
6,7,3,13.0,10.0,0.20392724926418,456,0,nan,nan
6,7,3,14.0,10.0,0.19985807053947702,456,0,nan,nan
6,7,3,15.0,10.0,0.19711144585643897,456,0,nan,nan
6,7,4,1.0,10.0,0.395923860152135,666,0,nan,nan
6,7,4,2.0,10.0,0.335867289498328,666,0,nan,nan
6,7,4,3.0,10.0,0.29053969459305196,666,0,nan,nan
6,7,4,4.0,10.0,0.251556419451175,666,0,nan,nan
6,7,4,5.0,10.0,0.221623600442246,666,0,nan,nan
6,7,4,6.0,10.0,0.203975186473982,666,0,nan,nan
6,7,4,7.0,10.0,0.189688754769619,666,0,nan,nan
6,7,4,8.0,10.0,0.179579346595315,666,0,nan,nan
6,7,4,9.0,10.0,0.171167107644476,666,0,nan,nan
6,7,4,10.0,10.0,0.16688522691069702,666,0,nan,nan
6,7,4,11.0,10.0,0.164699116825977,666,0,nan,nan
6,7,4,12.0,10.0,0.16167322544200902,666,0,nan,nan
6,7,4,13.0,10.0,0.159465568652356,666,0,nan,nan
6,7,4,14.0,10.0,0.15870194449542496,666,0,nan,nan
6,7,4,15.0,10.0,0.15631968335693003,666,0,nan,nan
6,7,5,1.0,10.0,0.361570813025426,756,0,nan,nan
6,7,5,2.0,10.0,0.307609478775398,756,0,nan,nan
6,7,5,3.0,10.0,0.262620715971274,756,0,nan,nan
6,7,5,4.0,10.0,0.228369433953916,756,0,nan,nan
6,7,5,5.0,10.0,0.20270156702605102,756,0,nan,nan
6,7,5,6.0,10.0,0.185439957183688,756,0,nan,nan
6,7,5,7.0,10.0,0.17021219381147001,756,0,nan,nan
6,7,5,8.0,10.0,0.16264470949068432,756,0,nan,nan
6,7,5,9.0,10.0,0.1531964378849735,756,0,nan,nan
6,7,5,10.0,10.0,0.1513459358000448,756,0,nan,nan
6,7,5,11.0,10.0,0.1485630480068138,756,0,nan,nan
6,7,5,12.0,10.0,0.1475484823965289,756,0,nan,nan
6,7,5,13.0,10.0,0.14579895871029258,756,0,nan,nan
6,7,5,14.0,10.0,0.141967331260964,756,0,nan,nan
6,7,5,15.0,10.0,0.1411574748932829,756,0,nan,nan
6,8,2,1.0,10.0,0.744039188801947,90,0,nan,nan
6,8,2,2.0,10.0,0.7154515376842531,90,0,nan,nan
6,8,2,3.0,10.0,0.6496768321938511,90,0,nan,nan
6,8,2,4.0,10.0,0.5756511581061681,90,0,nan,nan
6,8,2,5.0,10.0,0.517747888207836,90,0,nan,nan
6,8,2,6.0,10.0,0.457630590587423,90,0,nan,nan
6,8,2,7.0,10.0,0.417336772045423,90,0,nan,nan
6,8,2,8.0,10.0,0.38286274341361703,90,0,nan,nan
6,8,2,9.0,10.0,0.363523457870226,90,0,nan,nan
6,8,2,10.0,10.0,0.34249745317103303,90,0,nan,nan
6,8,2,11.0,10.0,0.325700490927891,90,0,nan,nan
6,8,2,12.0,10.0,0.31351637381645503,90,0,nan,nan
6,8,2,13.0,10.0,0.302261986979173,90,0,nan,nan
6,8,2,14.0,10.0,0.290616922335836,90,0,nan,nan
6,8,2,15.0,10.0,0.283626455066485,90,0,nan,nan
6,8,3,1.0,10.0,0.48309044223076203,546,0,nan,nan
6,8,3,2.0,10.0,0.42846637863414094,546,0,nan,nan
6,8,3,3.0,10.0,0.379091307588277,546,0,nan,nan
6,8,3,4.0,10.0,0.335641919421514,546,0,nan,nan
6,8,3,5.0,10.0,0.3064522363565,546,0,nan,nan
6,8,3,6.0,10.0,0.27721698055383703,546,0,nan,nan
6,8,3,7.0,10.0,0.26103891824907,546,0,nan,nan
6,8,3,8.0,10.0,0.246227919470022,546,0,nan,nan
6,8,3,9.0,10.0,0.237402580147664,546,0,nan,nan
6,8,3,10.0,10.0,0.230210990837945,546,0,nan,nan
6,8,3,11.0,10.0,0.22535729051673803,546,0,nan,nan
6,8,3,12.0,10.0,0.223156620222247,546,0,nan,nan
6,8,3,13.0,10.0,0.217309195541537,546,0,nan,nan
6,8,3,14.0,10.0,0.213462884004987,546,0,nan,nan
6,8,3,15.0,9.0,0.22684858757913798,546,0,nan,nan
6,8,4,1.0,10.0,0.374198566624488,951,0,nan,nan
6,8,4,2.0,10.0,0.32002587603266897,951,0,nan,nan
6,8,4,3.0,10.0,0.275458271472929,951,0,nan,nan
6,8,4,4.0,10.0,0.24105863321647902,951,0,nan,nan
6,8,4,5.0,10.0,0.21648728147965302,951,0,nan,nan
6,8,4,6.0,10.0,0.197051945664365,951,0,nan,nan
6,8,4,7.0,10.0,0.18531840457364,951,0,nan,nan
6,8,4,8.0,10.0,0.178085474600924,951,0,nan,nan
6,8,4,9.0,10.0,0.172424441973748,951,0,nan,nan
6,8,4,10.0,10.0,0.168325396518168,951,0,nan,nan
6,8,4,11.0,10.0,0.168328561747702,951,0,nan,nan
6,8,4,12.0,10.0,0.16600057063901802,951,0,nan,nan
6,8,4,13.0,10.0,0.16582510117534,951,0,nan,nan
6,8,4,14.0,10.0,0.162968068097929,951,0,nan,nan
6,8,4,15.0,10.0,0.16089052640919999,951,0,nan,nan
6,8,5,1.0,10.0,0.31232206667251905,1161,0,nan,nan
6,8,5,2.0,10.0,0.265578105574782,1161,0,nan,nan
6,8,5,3.0,10.0,0.22868477512645702,1161,0,nan,nan
6,8,5,4.0,10.0,0.199660850831242,1161,0,nan,nan
6,8,5,5.0,10.0,0.18323310471071103,1161,0,nan,nan
6,8,5,6.0,10.0,0.17037892768689,1161,0,nan,nan
6,8,5,7.0,10.0,0.1615031010850932,1161,0,nan,nan
6,8,5,8.0,10.0,0.1518996832006154,1161,0,nan,nan
