L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
6,3,2,1.0,1.0,1.0,-0.0,1.0,0.809449857965106,False
6,3,2,2.0,1.0,1.0,0.9034923148418083,0.9522591671046755,0.7661601135164979,False
6,3,2,3.0,1.0,1.0,1.6268173029883373,0.8834711941931545,0.692144314799488,False
6,3,2,4.0,1.0,1.0,2.1743240603255813,0.8413652767437774,0.6530861334815541,False
6,3,2,5.0,1.0,1.0,2.608349553112903,0.8172802991197392,0.633109850167056,False
6,3,2,6.0,1.0,1.0,2.9665119832741897,0.8027915280399363,0.6230406830088359,False
6,3,2,7.0,1.0,1.0,3.2709687373934715,0.7935421829035968,0.6108493719066639,False
6,3,2,8.0,1.0,1.0,3.535561993249995,0.7873239330593713,0.603657223487522,False
6,3,2,9.0,1.0,1.0,3.769446788163347,0.7829603787180287,0.6025649479805979,False
6,3,2,10.0,1.0,1.0,3.978971147184103,0.7797882143039513,0.5967075799589079,False
6,3,2,1.0,2.0,1.0,-0.0,1.0,0.7952611006668,False
6,3,2,2.0,2.0,1.0,0.7034019527676205,0.9696512455794785,0.7501112289791719,False
6,3,2,3.0,2.0,1.0,1.4921476321413518,0.8956913552809694,0.6658048168830839,False
6,3,2,4.0,2.0,1.0,2.097971279552511,0.8464401134805486,0.596664738378338,False
6,3,2,5.0,2.0,1.0,2.563188742669635,0.8194296892703499,0.5585082140463401,False
6,3,2,6.0,2.0,1.0,2.938994937571852,0.8037557473360126,0.5346377925677559,False
6,3,2,7.0,2.0,1.0,3.2542616328215703,0.793987354404453,0.5344656845232899,False
6,3,2,8.0,2.0,1.0,3.5259255429715064,0.7875248982635314,0.5198915693350061,False
6,3,2,9.0,2.0,1.0,3.7646788782550913,0.783040126912986,0.518532525260426,False
6,3,2,10.0,2.0,1.0,3.977694855995305,0.7798056903384755,0.513819741490502,False
6,3,2,1.0,3.0,1.0,-0.0,1.0,0.7492296235835039,False
6,3,2,2.0,3.0,1.0,0.4358313298321983,0.9879587924003366,0.7123177518788221,False
6,3,2,3.0,3.0,1.0,1.1234471010399047,0.9312415432424108,0.64044280961262,False
6,3,2,4.0,3.0,1.0,1.8258083302493584,0.8666612563403937,0.562273010217286,False
6,3,2,5.0,3.0,1.0,2.3580851549486366,0.8302067040528079,0.5072158244096,False
6,3,2,6.0,3.0,1.0,2.769981132694788,0.8102026498644147,0.479628752496606,False
6,3,2,7.0,3.0,1.0,3.106251418117381,0.7982362536212676,0.45326599780329796,False
6,3,2,8.0,3.0,1.0,3.3911630671350346,0.7905305819124687,0.44696658804944195,False
6,3,2,9.0,3.0,1.0,3.638810171495211,0.7852798106404144,0.437622274127896,False
6,3,2,10.0,3.0,1.0,3.8580903757496805,0.7815411941465629,0.435301705845688,False
6,3,2,1.0,4.0,1.0,-0.0,1.0,0.6814946324866099,False
6,3,2,2.0,4.0,1.0,0.28734967628032776,0.994759495627265,0.6573153182063359,False
