L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
8,4,3,0.5,2.0,5.2451584170397965,0.14710961418112609
8,5,3,0.625,2.0,5.722616713450657,0.0973119020997819
8,6,3,0.75,2.0,6.374195435811082,0.07973288533000525
8,7,3,0.875,2.0,6.858475548233997,0.114490194346914
8,8,3,1.0,2.0,7.72261406009018,0.15163604693373953
