L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value,U_at_max_Wstar,delta_U_maximum_minus_Wstar
8,4,3,0.5,1.0,onsite_pair_density,1.0,0.27927309143092666,2.0,-1.0
8,4,3,0.5,1.0,onsite_pair_variance,1.0,2.7162421310534666,2.0,-1.0
8,4,3,0.5,1.0,charge_fluctuation,1.0,0.5209063124699266,2.0,-1.0
8,4,3,0.5,1.0,fock_entropy_normalized,1.0,0.8578130854354465,2.0,-1.0
8,4,3,0.5,1.0,pr_normalized,1.0,0.2912382603857867,2.0,-1.0
8,4,3,0.5,1.0,Nres_mean_l1.0,1.0,2.9681573498965337,2.0,-1.0
8,4,3,0.5,1.0,Nres_mean_l2.0,1.0,5.075652173913267,2.0,-1.0
8,4,3,0.5,1.0,fres_l1.0,1.0,0.50622175141244,2.0,-1.0
8,4,3,0.5,1.0,fres_l2.0,1.0,0.8656567796610667,2.0,-1.0
8,5,3,0.625,1.0,onsite_pair_density,1.0,0.4531790706446667,2.0,-1.0
8,5,3,0.625,1.0,onsite_pair_variance,1.0,3.8508338049538,2.0,-1.0
8,5,3,0.625,1.0,charge_fluctuation,1.0,0.6801393164759001,2.0,-1.0
8,5,3,0.625,1.0,fock_entropy_normalized,1.0,0.87440166632004,2.0,-1.0
8,5,3,0.625,1.0,pr_normalized,1.0,0.28428947527084,2.0,-1.0
8,5,3,0.625,1.0,Nres_mean_l1.0,1.0,3.2702197802205997,2.0,-1.0
8,5,3,0.625,1.0,Nres_mean_l2.0,1.0,5.6699999999997335,2.0,-1.0
8,5,3,0.625,1.0,fres_l1.0,1.0,0.48310064935058666,2.0,-1.0
8,5,3,0.625,1.0,fres_l2.0,1.0,0.83761363636362,2.0,-1.0
8,6,3,0.75,1.0,onsite_pair_density,1.0,0.6372681516335666,2.0,-1.0
8,6,3,0.75,1.0,onsite_pair_variance,1.0,4.518118592825133,2.0,-1.0
8,6,3,0.75,1.0,charge_fluctuation,1.0,0.8185016959516933,2.0,-1.0
8,6,3,0.75,1.0,fock_entropy_normalized,1.0,0.8871970959595801,2.0,-1.0
8,6,3,0.75,1.0,pr_normalized,1.0,0.2866481266715733,2.0,-1.0
8,6,3,0.75,1.0,Nres_mean_l1.0,1.0,3.5032212885154665,2.0,-1.0
8,6,3,0.75,1.0,Nres_mean_l2.0,1.0,6.152530345471934,2.0,-1.0
8,6,3,0.75,1.0,fres_l1.0,1.0,0.4652715773809133,2.0,-1.0
8,6,3,0.75,1.0,fres_l2.0,1.0,0.8171329365079133,2.0,-1.0
8,7,3,0.875,1.0,onsite_pair_density,10.0,0.83834392648564,2.0,8.0
8,7,3,0.875,1.0,onsite_pair_variance,1.0,5.069622865175534,2.0,-1.0
8,7,3,0.875,1.0,charge_fluctuation,1.0,0.9347823825412733,2.0,-1.0
8,7,3,0.875,1.0,fock_entropy_normalized,1.0,0.8963957002815333,2.0,-1.0
8,7,3,0.875,1.0,pr_normalized,1.0,0.2911637569665333,2.0,-1.0
8,7,3,0.875,1.0,Nres_mean_l1.0,1.0,3.804962243797267,2.0,-1.0
8,7,3,0.875,1.0,Nres_mean_l2.0,1.0,6.5663430420716,2.0,-1.0
8,7,3,0.875,1.0,fres_l1.0,1.0,0.4661908538197133,2.0,-1.0
8,7,3,0.875,1.0,fres_l2.0,1.0,0.8045202220460134,2.0,-1.0
8,8,3,1.0,1.0,onsite_pair_density,1.0,1.0353913134878667,2.0,-1.0
8,8,3,1.0,1.0,onsite_pair_variance,1.0,5.673003849438532,2.0,-1.0
8,8,3,1.0,1.0,charge_fluctuation,1.0,1.0312302959636002,2.0,-1.0
8,8,3,1.0,1.0,fock_entropy_normalized,1.0,0.9027501145207001,2.0,-1.0
8,8,3,1.0,1.0,pr_normalized,1.0,0.29446710556948,2.0,-1.0
8,8,3,1.0,1.0,Nres_mean_l1.0,1.0,3.968569186502467,2.0,-1.0
8,8,3,1.0,1.0,Nres_mean_l2.0,1.0,6.8628825529691975,2.0,-1.0
8,8,3,1.0,1.0,fres_l1.0,1.0,0.4576447876447533,2.0,-1.0
8,8,3,1.0,1.0,fres_l2.0,1.0,0.7914092664092601,2.0,-1.0
8,4,3,0.5,2.0,onsite_pair_density,1.0,0.28267207309417336,2.0,-1.0
8,4,3,0.5,2.0,onsite_pair_variance,1.0,3.0259850282614,2.0,-1.0
8,4,3,0.5,2.0,charge_fluctuation,1.0,0.5134478528616933,2.0,-1.0
8,4,3,0.5,2.0,fock_entropy_normalized,1.0,0.83922501394556,2.0,-1.0
8,4,3,0.5,2.0,pr_normalized,1.0,0.2515713612101133,2.0,-1.0
8,4,3,0.5,2.0,Nres_mean_l1.0,1.0,2.2911387163562,2.0,-1.0
8,4,3,0.5,2.0,Nres_mean_l2.0,1.0,4.163685300206933,2.0,-1.0
8,4,3,0.5,2.0,fres_l1.0,1.0,0.39075564971753995,2.0,-1.0
8,4,3,0.5,2.0,fres_l2.0,1.0,0.7101200564971801,2.0,-1.0
8,5,3,0.625,2.0,onsite_pair_density,1.0,0.4478224351330933,2.0,-1.0
