L,N,nmax,filling,W_over_t,realizations,U_points,U_scan_min_over_t,U_scan_max_over_t,U_M_star_over_t,U_M_same_samples_over_t,U_M_same_samples_ci95_low,U_M_same_samples_ci95_high,U_S_candidate_over_t,U_S_local_quadratic_over_t,U_S_smoothed_over_t,peak_estimator_disagreement_over_t,peak_estimators_agree,peak_smoothing_points_used,U_S_grid_max_over_t,U_S_star_over_t,U_S_ci95_low,U_S_ci95_high,bootstrap_valid_fraction,bootstrap_ci_width_over_t,grid_error_over_t,peak_resolved,peak_at_boundary,plateau_U_low_over_t,plateau_U_high_over_t,plateau_width_over_t,plateau_points,plateau_includes_U0,peak_height_delta_entropy_norm,peak_height_paired_sem,peak_significance_z,curvature,curvature_ci95_low,curvature_ci95_high,curvature_bootstrap_valid_fraction,R_required_for_3sigma,max_required_realizations,unresolved_reasons,delta_U_star_over_t,relative_peak_error,theory_ED_status
8,5,5,0.625,0.1,200,41,0.0,1.0,0.021804487499671198,0.022321348456742544,0.02150216472741115,0.023110631275066722,0.24868389672990285,0.2495912285586124,0.24868389672990285,0.0009073318287095566,True,5,0.25,0.24874470951679065,0.24604532940702561,0.2510431936362432,1.0,0.004997864229217608,0.012500000000000011,True,False,0.25,0.275,0.025000000000000022,2,False,0.00862603377197315,5.657821785516011e-05,152.4620975877279,-0.2917251545579539,-0.30950940464188453,-0.2726272537599341,1.0,0.07743703645906852,500,,0.22694022201711944,10.407959463415116,inconsistent
8,5,5,0.625,0.2,200,41,0.0,1.0,0.0435736311221117,0.04465540468136899,0.043018264325866216,0.04622832383326861,0.23376924758008816,0.23394945528919006,0.23376924758008816,0.00018020770910190387,True,5,0.225,0.23375671263186704,0.23131381049802416,0.23608020777416314,1.0,0.004766397276138978,0.012500000000000011,True,False,0.225,0.25,0.024999999999999994,2,False,0.010665422695241187,0.00010655021016687631,100.09762231850378,-0.32711783859807436,-0.3497143016984737,-0.30282283694313356,1.0,0.17964907361067106,500,,0.19018308150975533,4.364636974522093,inconsistent
8,5,5,0.625,0.3,200,41,0.0,1.0,0.06527261297036596,0.0669008717697708,0.06442926042010072,0.06925767537134439,0.22801177709578527,0.22794730422289491,0.22801177709578527,6.44728728903532e-05,True,5,0.225,0.22811010172905133,0.22563007918048636,0.23027990541160998,1.0,0.004649826231123616,0.012500000000000011,True,False,0.225,0.225,0.0,1,False,0.012731750844239848,0.00017511498416267614,72.70509091564925,-0.3095310305371007,-0.3336700236228254,-0.28324419348536456,1.0,0.3405201855749149,500,,0.16283748875868537,2.4947291267872833,inconsistent
8,5,5,0.625,0.4,200,41,0.0,1.0,0.08686887837824692,0.08904910728027327,0.08571276360949912,0.09218753575383169,0.22636346766077342,0.22671251707385845,0.22636346766077342,0.00034904941308502857,True,5,0.225,0.22631787912150214,0.22406646927088178,0.22850570982887228,1.0,0.004439240557990498,0.012500000000000011,True,False,0.225,0.225,0.0,1,False,0.015159549481002382,0.0002557702818567135,59.270175451794664,-0.32464521874027225,-0.3475615199059906,-0.2998288345813281,1.0,0.5123893323673595,500,,0.13944900074325522,1.605281469573746,inconsistent
8,5,5,0.625,0.5,200,41,0.0,1.0,0.10833196677322138,0.11106553673882762,0.10692041057872519,0.11499948716319701,0.2311525470910966,0.23120593084090527,0.2311525470910966,5.338374980867755e-05,True,5,0.225,0.2310966021932776,0.22862465514168478,0.23348244568611387,1.0,0.004857790544429086,0.012500000000000011,True,False,0.225,0.225,0.0,1,False,0.01802460191503521,0.00034122661481272176,52.82296612451464,-0.3484165393594023,-0.3744556821410423,-0.32218809989417746,1.0,0.6450998439400925,500,,0.12276463542005622,1.1332263142332468,inconsistent
8,5,5,0.625,0.6,200,41,0.0,1.0,0.12963447430992597,0.13297727866057113,0.12797893467154128,0.13766908325237676,0.23524002201125468,0.2353393466662045,0.23524002201125468,9.932465494982834e-05,True,5,0.225,0.23514982036376553,0.23265446328181683,0.23762002913292402,1.0,0.00496556585110719,0.012500000000000011,True,False,0.225,0.225,0.0,1,False,0.021278075988409237,0.00043159231705980605,49.301331713605826,-0.4102584244161978,-0.4365243144347297,-0.38312187191663716,1.0,0.7405513946295487,500,,0.10551534605383955,0.813945106928708,inconsistent
8,5,5,0.625,0.7,200,41,0.0,1.0,0.1507525134183923,0.1547053280436499,0.1488584468759555,0.16017950680478582,0.24203920246208718,0.2422525560077726,0.24203920246208718,0.00021335354568541298,True,5,0.25,0.2418459149586986,0.23847075099163556,0.24523725268161564,1.0,0.006766501689980081,0.012500000000000011,True,False,0.25,0.25,0.0,1,False,0.024876170100683263,0.0005258011247291612,47.31098685552815,-0.3474895574284357,-0.48904599777527735,-0.32956097058362516,1.0,0.8041711545595737,500,,0.09109340154030629,0.6042579289374064,inconsistent
8,5,5,0.625,0.8,200,41,0.0,1.0,0.17166566873289082,0.1762868762129689,0.169510934824798,0.18255174051442047,0.2503716501797671,0.2501995491769569,0.2503716501797671,0.0001721010028101766,True,5,0.25,0.2502956035469144,0.24716607859916753,0.25366686937893207,1.0,0.006500790779764537,0.012500000000000011,True,False,0.25,0.25,0.0,1,False,0.0286813206824037,0.0006215690964044272,46.14341486459946,-0.4330539939470915,-0.4629782080093172,-0.40095786907915787,1.0,0.845382088570853,500,,0.07862993481402356,0.45804111791490787,inconsistent
8,5,5,0.625,0.9,200,41,0.0,1.0,0.1923572922905031,0.19764011541741908,0.18992853139507485,0.20474348369162554,0.25913715936807596,0.25923744265975646,0.25913715936807596,0.00010028329168049188,True,5,0.25,0.2590520856289319,0.2554792995213598,0.2625878586445521,1.0,0.007108559123192304,0.012500000000000011,True,False,0.25,0.25,0.0,1,False,0.032428573925910954,0.0007115246586475763,45.57617720171393,-0.5074855234850797,-0.5439493753688591,-0.464960808683436,1.0,0.8665561625201896,500,,0.06669479333842879,0.3467234984660968,inconsistent
8,5,5,0.625,1.0,200,41,0.0,1.0,0.2128142694068597,0.21873853133854004,0.21011418938501955,0.22670655245006147,0.2685911417694933,0.26865711004314957,0.2685911417694933,6.596827365629165e-05,True,5,0.275,0.2684563429332763,0.26448100340802894,0.2729758915929587,1.0,0.008494888184929772,0.012500000000000011,True,False,0.275,0.275,0.0,1,False,0.0360841119479722,0.0008156130397016417,44.2417055533738,-0.49427287380222645,-0.5659611433703046,-0.4614827063672923,1.0,0.91962079464647,500,,0.05564207352641659,0.26145837721078613,inconsistent
