L,N,nmax,W_over_t,U_M_star_over_t,mixing_max,search_U_max_over_t,local_maxima,U_small_W_over_t,U_large_W_over_t,small_W_regime,large_W_regime,beta_eff
8,5,5,0.1,0.021804487499671198,0.999695394052206,4.0,2,0.021804478720787165,0.16805529555952312,True,False,0.9994005017809613
8,5,5,0.11009117314389681,0.024003432609430542,0.9996308888404074,4.0,2,0.024003419190858997,0.17633091122210792,True,False,0.9993265936957663
8,5,5,0.12120066404199469,0.026423762049439272,0.9995527423884168,4.0,2,0.026423794782748422,0.18501404641192215,True,False,0.999210761648655
8,5,5,0.13343123290202505,0.029087905213222753,0.9994580786913769,4.0,2,0.029087795854522695,0.1941247687797418,True,False,0.9990388644490764
8,5,5,0.14689600964220462,0.03201985710469234,0.9993434194878265,4.0,2,0.0320198001987571,0.20368413417587883,True,False,0.9988097812096193
8,5,5,0.16171954031667485,0.035246667076271325,0.9992045600505476,4.0,2,0.035246576451945726,0.2137142353124949,True,False,0.9985742860391227
8,5,5,0.17803893913754448,0.03879764228258191,0.9990364202487588,4.0,2,0.03879750223721264,0.22423825282221382,True,False,0.9982738925398316
8,5,5,0.19600515674947117,0.042705018768503585,0.9988328663715077,4.0,2,0.0427047965903834,0.23528050883103382,True,False,0.9980060668655142
8,5,5,0.2,0.0435736311221117,0.9987849851785386,4.0,2,0.04357329607357497,0.23766607820889657,True,False,0.9979137781334124
8,5,5,0.21578437648802667,0.04700414669526059,0.9985864985760364,4.0,2,0.04700376552660802,0.2468665231693525,True,False,0.9974626120185359
8,5,5,0.23755955153691163,0.05173362557752404,0.9982883982080976,4.0,2,0.05173305862548596,0.2590230723510149,True,False,0.9969558927609299
8,5,5,0.25,0.054433937469255574,0.998105505981932,4.0,2,0.05443318755946931,0.2657187534104371,True,False,0.9966375865631747
8,5,5,0.26153209720236614,0.0569358584071456,0.9979278286965413,4.0,2,0.05693493314576536,0.27177825145669,True,False,0.9963161868323969
