L,N,nmax,A,B,C,D2,Gamma_min_over_t,Gamma_max_over_t,n_channels
8,8,8,0.1640657839175244,-0.00502024947882838,0.4731760944325888,1.0625690947058102,2.8284271247461903,8.94427190999916,16
