L,N,nmax,W_over_t,U_over_t,realizations,sample_mixing_mean,sample_mixing_sem
8,8,8,1.0,0.0,300,0.948925575420563,0.0012402027525941356
8,8,8,1.0,1.0,300,0.668351761865422,0.0015346358457898933
8,8,8,1.0,2.0,300,0.3435288209050369,0.0009995888235318601
8,8,8,1.0,3.0,300,0.19146560997702475,0.00048443379965368283
8,8,8,1.0,4.0,300,0.11839860393604974,0.00025052615351882845
8,8,8,1.0,5.0,300,0.0793498609455421,0.00014196009003527972
8,8,8,1.0,6.0,300,0.056469514452309466,8.685233033946054e-05
8,8,8,1.0,7.0,300,0.042061380091380475,5.6494074175146594e-05
8,8,8,1.0,8.0,300,0.03246069171988559,3.85957185800749e-05
8,8,8,1.0,9.0,300,0.025768433542297985,2.743877140332824e-05
8,8,8,1.0,10.0,300,0.020929764911675697,2.01563935158021e-05
8,8,8,2.0,0.0,300,0.8470495068766541,0.0032147265726369715
8,8,8,2.0,1.0,300,0.7365590687836494,0.002019163468409622
8,8,8,2.0,2.0,300,0.41832877277938624,0.00234931126677809
8,8,8,2.0,3.0,300,0.23130102695423024,0.0013098138455426248
8,8,8,2.0,4.0,300,0.13856064720390482,0.0006607887849822338
8,8,8,2.0,5.0,300,0.09043202776784935,0.00036002802763052556
8,8,8,2.0,6.0,300,0.06307711836967561,0.00021306754388687987
8,8,8,2.0,7.0,300,0.04627144104755344,0.00013497101535352724
8,8,8,2.0,8.0,300,0.035289663107405236,9.028626182670364e-05
8,8,8,2.0,9.0,300,0.02775279576869859,6.310598293658124e-05
8,8,8,2.0,10.0,300,0.022371469050482547,4.5718166438213714e-05
8,8,8,3.0,0.0,300,0.7468263655735977,0.0046522913051963806
8,8,8,3.0,1.0,300,0.7533789356546089,0.0018432581593187418
8,8,8,3.0,2.0,300,0.4844263642992664,0.0030711029922093746
8,8,8,3.0,3.0,300,0.28561261614686684,0.002511836689560968
8,8,8,3.0,4.0,300,0.16738596478505366,0.0013617651774818107
8,8,8,3.0,5.0,300,0.10560041731237856,0.0007143942067247677
8,8,8,3.0,6.0,300,0.07172493771996923,0.000405332613347357
8,8,8,3.0,7.0,300,0.051584375419278655,0.00024816193090738096
8,8,8,3.0,8.0,300,0.038757980048762096,0.0001616281697913213
