L,N,nmax,W_over_t,U_M_star_over_t,mixing_max,search_U_max_over_t,local_maxima,U_small_W_over_t,U_large_W_over_t,small_W_regime,large_W_regime,beta_eff
8,8,8,0.1,0.016401542927955582,0.9997200759594941,4.0,2,0.016401558142273613,0.1496314192749899,True,False,0.9993426449107791
8,8,8,0.11009117314389681,0.01805550992840566,0.9996608018166347,4.0,2,0.01805549604347898,0.1569997804613728,True,False,0.9992598610544903
8,8,8,0.12120066404199469,0.019875950154966,0.999588994669389,4.0,2,0.019875943958460207,0.16473098487169935,True,False,0.9991025999461591
8,8,8,0.13343123290202505,0.021879622280983765,0.9995020130921648,4.0,2,0.021879573743004574,0.17284290014326784,True,False,0.9989148142141815
8,8,8,0.14689600964220462,0.02408475760294096,0.9993966629551518,4.0,2,0.02408469585785762,0.18135427377674898,True,False,0.9986802375044412
8,8,8,0.16171954031667485,0.026511519065567934,0.9992690836330512,4.0,2,0.026511410086700087,0.19028477646365766,True,False,0.9983981651412464
8,8,8,0.17803893913754448,0.029181896838736992,0.9991146116497744,4.0,2,0.029181766570179086,0.19965504754741736,True,False,0.9980697074602745
8,8,8,0.19600515674947117,0.032120213474942226,0.9989276176858649,4.0,2,0.03211993656116124,0.20948674272308235,True,False,0.9976665236459041
8,8,8,0.21578437648802667,0.03535278728883571,0.9987013123294326,4.0,2,0.03535239169946767,0.21980258408595674,True,False,0.9971685457568888
8,8,8,0.23755955153691163,0.03890872339123481,0.9984275154257719,4.0,2,0.03890808975336902,0.23062641264477826,True,False,0.9965870742023739
8,8,8,0.25,0.04093879758556578,0.998259549239979,4.0,2,0.04093800458127441,0.2365880472162944,True,False,0.9962453586802553
8,8,8,0.26153209720236614,0.04281969346240905,0.9980963834360805,4.0,2,0.042818663594311045,0.24198324342083002,True,False,0.9958980560849078
8,8,8,0.2879237539579214,0.04712023267670741,0.99769608894282,4.0,2,0.04711860854586889,0.2538993232603208,True,False,0.9950180179197989
8,8,8,0.3169786384922227,0.051848062601025535,0.9972124464742341,4.0,2,0.05184546102409697,0.26640219149364325,True,False,0.9939942852022092
8,8,8,0.34896550173163965,0.05704412440844111,0.996628479354858,4.0,2,0.057039958358669374,0.279520743581702,True,False,0.9927684931431209
8,8,8,0.38418021472384767,0.06275288041284138,0.9959239235863849,4.0,2,0.06274616557762067,0.29328529789640234,True,False,0.9913018737966386
8,8,8,0.4229485053762257,0.06902232441528203,0.9950746671678,4.0,2,0.06901154938571939,0.3077276657896394,True,False,0.9895503057339745
8,8,8,0.4656289713632644,0.07590424462749785,0.9940521272036845,4.0,2,0.07588697207665815,0.32288122511272194,True,False,0.9874918995208652
8,8,8,0.5,0.08142988639890476,0.9931632518065124,4.0,2,0.08140536077390866,0.3345860250686497,True,False,0.9857390173615812
8,8,8,0.5126163970716772,0.08345424781516872,0.9928225731194568,4.0,2,0.08342656803659365,0.3387809973561441,True,False,0.985056290252305
8,8,8,0.5643454052641858,0.09173173453347354,0.9913464128116551,4.0,2,0.09168745194534599,0.3554637285879819,True,False,0.9821151902496545
8,8,8,0.6212944772390209,0.10079987078460531,0.9895774700310882,4.0,2,0.10072918959230989,0.372967974377973,True,False,0.978718870657703
8,8,8,0.683990378670679,0.11072546788854357,0.987462295881079,4.0,2,0.11061293783542424,0.39133418890354665,True,False,0.9747676990089449
8,8,8,0.75,0.1211066218722916,0.9850538040548886,4.0,2,0.12093142018926259,0.40978251824212636,True,False,0.9704656504108584
8,8,8,0.7530130320699326,0.12157870723380791,0.9849395746380398,4.0,2,0.12140012755887082,0.41060481844373903,True,False,0.970262000769171
8,8,8,0.8290008809322168,0.1334330379138914,0.9819397029341562,4.0,2,0.13315051974592992,0.43082439947706774,True,False,0.9649530828411343
8,8,8,0.9126567951915167,0.14636455869520604,0.9783846392571097,4.0,2,0.14591940626341127,0.45203966161007986,True,False,0.9590075576211277
8,8,8,1.0,0.1597285012371203,0.9744116268028223,4.0,2,0.15904553443869604,0.4731760944325888,True,False,0.9527933400470374
8,8,8,1.004754572603832,0.16045188315431896,0.9741881339109273,4.0,2,0.1597536486959559,0.4742996355744522,True,False,0.952445876638502
8,8,8,1.1061460961965053,0.17577580957308714,0.9692564530223081,4.0,2,0.17468614395599305,0.49765576654223825,True,False,0.9448938886017988
8,8,8,1.21776921398815,0.1924191013634041,0.9634896984039594,4.0,2,0.19072816559829187,0.5221620330211418,True,False,0.9367568932417143
8,8,8,1.3406564138647656,0.21046650563067568,0.956783793696007,4.0,2,0.20785884300301963,0.5478750716046024,True,False,0.9279568936796441
8,8,8,1.475944373852617,0.23000497071777962,0.949033154881068,4.0,2,0.2260107911325019,0.574854307864997,True,False,0.9185730133397358
8,8,8,1.6248844761256884,0.25112412085055313,0.9401339936525751,4.0,2,0.245050570429401,0.6031620936924715,True,False,0.9087093550925696
8,8,8,1.7888543819998324,0.2739170058756989,0.9299881244812483,4.0,2,0.2647522116045107,0.6328638513968035,True,False,0.8984895456464219
8,8,8,1.9693707749796208,0.2984810736525572,0.9185070740069253,4.0,2,0.2847614461928445,0.6640282249053319,True,False,0.8880595247568692
8,8,8,2.0,0.3025961354427361,0.916534419374565,4.0,2,0.2879695720044218,0.6691720501372994,False,False,0.886368911485552
8,8,8,2.168103389728117,0.3249190157875038,0.9056162385665649,4.336206779456234,2,0.30454749097346606,0.6967272384063888,False,False,0.8775005131302418
8,8,8,2.3868904567242772,0.35333975395245787,0.8912588123348868,4.7737809134485545,2,0.3233381761143492,0.7310364628048736,False,False,0.8669754986050551
8,8,8,2.627755705467474,0.3838591678014093,0.8753992177506331,5.255511410934948,2,0.3400327944331884,0.7670351903746683,False,False,0.8565644895360958
8,8,8,2.8929270835048237,0.41660062711581425,0.8580258074697484,5.7858541670096475,2,0.35308516398702094,0.8048066180115322,False,False,0.8463126089935891
8,8,8,3.0,0.42958348444281697,0.8510658631066743,6.0,2,0.356650615824207,0.8195650364842527,False,False,0.8424984470922823
8,8,8,3.18485736442798,0.4516950905459578,0.8391526643106323,6.36971472885596,2,0.360346880235148,0.8444380395099946,False,False,0.8363232671272387
8,8,8,3.506246835458556,0.4892809959105024,0.8188203929381828,7.012493670917112,2,0.3588573763244806,0.8860210473086162,False,False,0.8265803966194913
8,8,8,3.860068274477082,0.5295036591788411,0.7970958665272293,7.720136548954164,2,0.34456292916303694,0.9296517441698761,False,False,0.8170316657799575
8,8,8,4.0,0.5451013633114233,0.7887134928291579,8.0,2,0.33496716902508133,0.9463521888651776,False,False,0.8135526196155314
8,8,8,4.249594447527195,0.5725143310642951,0.7740709579573337,8.49918889505439,2,0.31194076931276155,0.9754309652838966,False,False,0.8077157795611098
8,8,8,4.67842838114059,0.6184692456462901,0.7498603445744305,9.35685676228118,2,0.25349647322179814,1.023464511309315,False,False,0.7985469880247718
8,8,8,5.0,0.6520503558435694,0.7324962539967645,10.0,2,0.19279773473407458,1.0580539124791284,False,False,0.7922590324744352
8,8,8,5.150536689494692,0.6675278339269363,0.7245985253433772,10.301073378989384,2,0.15909216826363815,1.0738633928898784,False,False,0.7894662416457081
8,8,8,5.6702862646715335,0.7198515096007532,0.6984362267630099,11.340572529343067,2,0.015048872239696087,1.1267440872118748,False,False,0.7804263323525169
8,8,8,6.0,0.7522015447356241,0.6827003477606302,12.0,2,-0.09997918392178351,1.1590399898428305,False,False,0.775102175356988
8,8,8,6.242484669394137,0.7756015298518986,0.6715363971684084,12.484969338788273,2,-0.19705267107166136,1.1822288071953209,False,False,0.7713531830183686
8,8,8,6.872424605863914,0.8349377109549987,0.6440699969300255,13.744849211727828,2,-0.5019735985877332,1.240445783941045,False,False,0.7621978921373547
8,8,8,7.0,0.8467116543907619,0.6387651070197008,14.0,2,-0.5734850838154633,1.2519062722094443,False,False,0.7604316893642926
8,8,8,7.56593287202541,0.8980167172503679,0.6162117849091556,15.13186574405082,2,-0.9329556742984959,1.301529563086427,False,False,0.7528948899372321
8,8,8,8.0,0.9363956357403673,0.599935949298142,16.0,2,-1.2578414618199352,1.3383441002745988,False,False,0.7474320105701271
8,8,8,8.3294242580925,0.9649910908989484,0.5881362812186488,16.658848516185,2,-1.5345769196108938,1.3656213157547041,False,False,0.743434774631277
