L,N,nmax,W_over_t,U_over_t,quantity,k,mean,stderr,n_disorder
7,4,4,0.8,0.0,M_k,-3,0.02722491489752037,0.0027172350697167074,100
7,4,4,0.8,0.0,M_k,-2,0.16016945397553203,0.008282830462289406,100
7,4,4,0.8,0.0,M_k,-1,0.9032555848783298,0.013288860615651196,100
7,4,4,0.8,0.0,M_k,0,2.2892326019286777,0.015195606418239518,100
7,4,4,0.8,0.0,M_k,1,1.1733953634722796,0.015698650328782905,100
7,4,4,0.8,0.0,M_k,2,0.28214384350111305,0.007169093434958732,100
7,4,4,0.8,0.0,M_k,3,0.030350719457159475,0.0023136724880764947,100
7,4,4,0.8,0.005,M_k,-3,0.026439344321613895,0.0027943472227067627,100
7,4,4,0.8,0.005,M_k,-2,0.15839204887524774,0.008103584910135941,100
7,4,4,0.8,0.005,M_k,-1,0.9018970347204239,0.014030733430098905,100
7,4,4,0.8,0.005,M_k,0,2.29215376988826,0.014951382300830405,100
7,4,4,0.8,0.005,M_k,1,1.1737561095635665,0.016264894438042573,100
7,4,4,0.8,0.005,M_k,2,0.2850910202437755,0.007250631190297759,100
7,4,4,0.8,0.005,M_k,3,0.031127341208934248,0.0024108822995480817,100
7,4,4,0.8,0.01,M_k,-3,0.026041960597917344,0.0026270875156523934,100
7,4,4,0.8,0.01,M_k,-2,0.1589896907756613,0.008052741981448473,100
7,4,4,0.8,0.01,M_k,-1,0.9020226788355088,0.014734651833878532,100
7,4,4,0.8,0.01,M_k,0,2.2953744649880328,0.014574991263124651,100
7,4,4,0.8,0.01,M_k,1,1.1755399643938214,0.015570283516673705,100
7,4,4,0.8,0.01,M_k,2,0.2822410898552889,0.007283771395831517,100
7,4,4,0.8,0.01,M_k,3,0.030914143150661925,0.0022770891134418912,100
7,4,4,0.8,0.015,M_k,-3,0.02683481079827399,0.002666351846186928,100
7,4,4,0.8,0.015,M_k,-2,0.16071527744496808,0.007932031092601172,100
7,4,4,0.8,0.015,M_k,-1,0.9041817996634575,0.015185074762861772,100
7,4,4,0.8,0.015,M_k,0,2.293712835305571,0.0145675507890435,100
7,4,4,0.8,0.015,M_k,1,1.1718851597348978,0.015479951182568721,100
7,4,4,0.8,0.015,M_k,2,0.28078012099094934,0.00712760622258643,100
7,4,4,0.8,0.015,M_k,3,0.029919962408074173,0.0023590366320827634,100
7,4,4,0.8,0.02,M_k,-3,0.027999614835036643,0.0026598802933244497,100
7,4,4,0.8,0.02,M_k,-2,0.16071393526546435,0.007766414630563873,100
7,4,4,0.8,0.02,M_k,-1,0.8985407704577614,0.015219315116774528,100
7,4,4,0.8,0.02,M_k,0,2.290056543122086,0.015249022551338651,100
7,4,4,0.8,0.02,M_k,1,1.1803468432762723,0.015835710459289616,100
7,4,4,0.8,0.02,M_k,2,0.2793192767705151,0.006897976440750869,100
7,4,4,0.8,0.02,M_k,3,0.030479531563019812,0.002303018376292674,100
7,4,4,0.8,0.025,M_k,-3,0.028388132309280358,0.0027203639133046606,100
7,4,4,0.8,0.025,M_k,-2,0.1598785682429071,0.00804046872155024,100
7,4,4,0.8,0.025,M_k,-1,0.9001774635777796,0.015045277322909778,100
7,4,4,0.8,0.025,M_k,0,2.2901558337342482,0.014503160719910405,100
7,4,4,0.8,0.025,M_k,1,1.1784138922476968,0.01584875973877991,100
7,4,4,0.8,0.025,M_k,2,0.27922259441446345,0.0072418967654322205,100
7,4,4,0.8,0.025,M_k,3,0.029920099528152003,0.0023244769224024385,100
7,4,4,0.8,0.03,M_k,-3,0.028568801033489754,0.0027192096346454657,100
7,4,4,0.8,0.03,M_k,-2,0.1591955318125021,0.007970057307734653,100
7,4,4,0.8,0.03,M_k,-1,0.89749855357334,0.015954831219761455,100
7,4,4,0.8,0.03,M_k,0,2.290213106426314,0.014580319841688671,100
