L,N,nmax,W_over_t,U_over_t,bin_left,bin_right,count,probability
7,7,7,2.1,0.365,0.6839864953230764,0.769484807238461,16,0.0032
7,7,7,2.1,0.365,0.769484807238461,0.8549831191538455,48,0.0096
7,7,7,2.1,0.365,0.8549831191538455,0.9404814310692301,88,0.0176
7,7,7,2.1,0.365,0.9404814310692301,1.0259797429846147,274,0.0548
7,7,7,2.1,0.365,1.0259797429846147,1.1114780548999992,486,0.0972
7,7,7,2.1,0.365,1.1114780548999992,1.1969763668153837,600,0.12
7,7,7,2.1,0.365,1.1969763668153837,1.2824746787307684,804,0.1608
7,7,7,2.1,0.365,1.2824746787307684,1.3679729906461529,811,0.1622
7,7,7,2.1,0.365,1.3679729906461529,1.4534713025615373,614,0.1228
7,7,7,2.1,0.365,1.4534713025615373,1.538969614476922,581,0.1162
7,7,7,2.1,0.365,1.538969614476922,1.6244679263923065,369,0.0738
7,7,7,2.1,0.365,1.6244679263923065,1.709966238307691,184,0.0368
7,7,7,2.1,0.365,1.709966238307691,1.7954645502230757,81,0.0162
7,7,7,2.1,0.365,1.7954645502230757,1.8809628621384602,22,0.0044
7,7,7,2.1,0.365,1.8809628621384602,1.9664611740538447,7,0.0014
7,7,7,2.1,0.365,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.365,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.365,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.365,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.365,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.365,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.365,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.37,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.37,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.37,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.37,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.37,0.3419932476615382,0.42749155957692275,3,0.0006
7,7,7,2.1,0.37,0.42749155957692275,0.5129898714923073,7,0.0014
7,7,7,2.1,0.37,0.5129898714923073,0.5984881834076918,0,0.0
7,7,7,2.1,0.37,0.5984881834076918,0.6839864953230764,5,0.001
7,7,7,2.1,0.37,0.6839864953230764,0.769484807238461,18,0.0036
7,7,7,2.1,0.37,0.769484807238461,0.8549831191538455,47,0.0094
7,7,7,2.1,0.37,0.8549831191538455,0.9404814310692301,92,0.0184
7,7,7,2.1,0.37,0.9404814310692301,1.0259797429846147,279,0.0558
7,7,7,2.1,0.37,1.0259797429846147,1.1114780548999992,503,0.1006
7,7,7,2.1,0.37,1.1114780548999992,1.1969763668153837,595,0.119
7,7,7,2.1,0.37,1.1969763668153837,1.2824746787307684,811,0.1622
7,7,7,2.1,0.37,1.2824746787307684,1.3679729906461529,787,0.1574
7,7,7,2.1,0.37,1.3679729906461529,1.4534713025615373,608,0.1216
7,7,7,2.1,0.37,1.4534713025615373,1.538969614476922,588,0.1176
7,7,7,2.1,0.37,1.538969614476922,1.6244679263923065,365,0.073
7,7,7,2.1,0.37,1.6244679263923065,1.709966238307691,189,0.0378
7,7,7,2.1,0.37,1.709966238307691,1.7954645502230757,73,0.0146
7,7,7,2.1,0.37,1.7954645502230757,1.8809628621384602,23,0.0046
7,7,7,2.1,0.37,1.8809628621384602,1.9664611740538447,7,0.0014
7,7,7,2.1,0.37,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.37,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.37,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.37,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.37,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.37,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.37,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.375,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.375,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.375,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.375,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.375,0.3419932476615382,0.42749155957692275,3,0.0006
7,7,7,2.1,0.375,0.42749155957692275,0.5129898714923073,7,0.0014
7,7,7,2.1,0.375,0.5129898714923073,0.5984881834076918,0,0.0
7,7,7,2.1,0.375,0.5984881834076918,0.6839864953230764,5,0.001
7,7,7,2.1,0.375,0.6839864953230764,0.769484807238461,20,0.004
7,7,7,2.1,0.375,0.769484807238461,0.8549831191538455,48,0.0096
7,7,7,2.1,0.375,0.8549831191538455,0.9404814310692301,96,0.0192
7,7,7,2.1,0.375,0.9404814310692301,1.0259797429846147,289,0.0578
