U,W,mean_r,stderr_r,n_r_values,n_realizations_used,n_realizations_total,n_levels_min,n_levels_max,zero_gap_fraction,duplicate_levels_removed,L,Nup,Ndown,N,nmax,file
3.0,14.0,0.3987936906696358,0.001104546412474704,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_3/W_14/L_6/N_6_nmax_4/energies_full_U3_L6_N6_nmax4_W14_nreal300.txt
4.0,14.0,0.3960291882053603,0.0011030045636198395,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_4/W_14/L_6/N_6_nmax_4/energies_full_U4_L6_N6_nmax4_W14_nreal300.txt
5.0,14.0,0.39359727434978653,0.0011074367015634367,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_5/W_14/L_6/N_6_nmax_4/energies_full_U5_L6_N6_nmax4_W14_nreal300.txt
6.0,14.0,0.39508300709396665,0.00110709149423544,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_6/W_14/L_6/N_6_nmax_4/energies_full_U6_L6_N6_nmax4_W14_nreal300.txt
7.0,14.0,0.39342361686239247,0.001107097274125585,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_7/W_14/L_6/N_6_nmax_4/energies_full_U7_L6_N6_nmax4_W14_nreal300.txt
8.0,14.0,0.3902430205236039,0.0011068184932382034,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_8/W_14/L_6/N_6_nmax_4/energies_full_U8_L6_N6_nmax4_W14_nreal300.txt
9.0,14.0,0.39148688491769673,0.0011072080314335302,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_9/W_14/L_6/N_6_nmax_4/energies_full_U9_L6_N6_nmax4_W14_nreal300.txt
10.0,14.0,0.387965558530647,0.0011057370992684683,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_10/W_14/L_6/N_6_nmax_4/energies_full_U10_L6_N6_nmax4_W14_nreal300.txt
40.0,14.0,0.3863010253473902,0.0011097928948631112,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_40/W_14/L_6/N_6_nmax_4/energies_full_U40_L6_N6_nmax4_W14_nreal300.txt
1.0,15.0,0.39408736675453127,0.0011017170038114751,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_1/W_15/L_6/N_6_nmax_4/energies_full_U1_L6_N6_nmax4_W15_nreal300.txt
2.0,15.0,0.3943686772812031,0.0011066859091474893,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_2/W_15/L_6/N_6_nmax_4/energies_full_U2_L6_N6_nmax4_W15_nreal300.txt
3.0,15.0,0.39524518462281555,0.001100075584522864,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_3/W_15/L_6/N_6_nmax_4/energies_full_U3_L6_N6_nmax4_W15_nreal300.txt
4.0,15.0,0.3923434609924675,0.001106125367589835,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_4/W_15/L_6/N_6_nmax_4/energies_full_U4_L6_N6_nmax4_W15_nreal300.txt
5.0,15.0,0.3949634675236112,0.001105432533697603,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_5/W_15/L_6/N_6_nmax_4/energies_full_U5_L6_N6_nmax4_W15_nreal300.txt
6.0,15.0,0.3937087381975326,0.0011069637983384506,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_6/W_15/L_6/N_6_nmax_4/energies_full_U6_L6_N6_nmax4_W15_nreal300.txt
7.0,15.0,0.39116498324697707,0.0011062210177945739,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_7/W_15/L_6/N_6_nmax_4/energies_full_U7_L6_N6_nmax4_W15_nreal300.txt
8.0,15.0,0.39105408033282957,0.0011070823924762094,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_8/W_15/L_6/N_6_nmax_4/energies_full_U8_L6_N6_nmax4_W15_nreal300.txt
9.0,15.0,0.3924294562222765,0.0011049158064480751,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_9/W_15/L_6/N_6_nmax_4/energies_full_U9_L6_N6_nmax4_W15_nreal300.txt
10.0,15.0,0.3911741274660239,0.0011052111800416164,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_10/W_15/L_6/N_6_nmax_4/energies_full_U10_L6_N6_nmax4_W15_nreal300.txt
40.0,15.0,0.3839343602144875,0.0011108988338139041,63600,300,300,214,214,0.0,0,6,,,6,4,pbs_bose_polfed_grouped/data/U_40/W_15/L_6/N_6_nmax_4/energies_full_U40_L6_N6_nmax4_W15_nreal300.txt
